ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-11-15,10,23.283,OAK,,HOU,W 20-10,1,0,0.00,0,0,0,0,0,0
2,1966,1966-12-03,13,25.300,OAK,,NYJ,T 28-28,0,0,,0,1,6,2,55,1
3,1967,1967-10-15,5,26.251,OAK,@,BUF,W 24-20,0,0,,0,1,6,1,30,1
4,1967,1967-11-19,9,26.286,OAK,,MIA,W 31-17,0,0,,0,0,0,1,8,0
5,1967,1967-12-10,12,26.307,OAK,@,HOU,W 19-7,0,0,,0,0,0,1,4,0
6,1968,1968-11-10,9,27.278,OAK,@,DEN,W 43-7,0,0,,0,0,0,1,0,0
7,1968,1968-12-08,13,27.306,OAK,,DEN,W 33-27,0,0,,0,0,0,1,5,0
8,1969,1969-11-23,11,28.290,OAK,@,KAN,W 27-24,0,0,,0,1,6,1,75,1
9,1970,1970-10-19,5,29.255,OAK,,WAS,W 34-20,,,,,,,,,
10,1970,1970-10-25,6,29.261,OAK,,PIT,W 31-14,,,,,,,,,
11,1970,1970-11-01,7,29.268,OAK,@,KAN,T 17-17,,,,,,,,,
12,1970,1970-11-08,8,29.275,OAK,,CLE,W 23-20,,,,,,,,,
13,1970,1970-11-15,9,29.282,OAK,@,DEN,W 24-19,,,,,,,,,
14,1970,1970-11-22,10,29.289,OAK,,SDG,W 20-17,,,,,,,,,
15,1970,1970-11-26,11,29.293,OAK,@,DET,L 14-28,,,,,,,,,
16,1970,1970-12-06,12,29.303,OAK,@,NYJ,W 14-13,,,,,,,,,
17,1970,1970-12-12,13,29.309,OAK,,KAN,W 20-6,,,,,,,,,
18,1970,1970-12-20,14,29.317,OAK,,SFO,L 7-38,,,,,,,,,
19,1971,1971-09-19,1,30.225,OAK,@,NWE,L 6-20,,,,,,,,,
20,1971,1971-09-26,2,30.232,OAK,@,SDG,W 34-0,0,0,,0,0,0,2,27,0
21,1971,1971-10-04,3,30.240,OAK,@,CLE,W 34-20,,,,,,,,,
22,1971,1971-10-10,4,30.246,OAK,@,DEN,W 27-16,,,,,,,,,
23,1971,1971-10-17,5,30.253,OAK,,PHI,W 34-10,,,,,,,,,
24,1971,1971-10-24,6,30.260,OAK,,CIN,W 31-27,,,,,,,,,
25,1971,1971-10-31,7,30.267,OAK,,KAN,T 20-20,,,,,,,,,
26,1971,1971-11-07,8,30.274,OAK,@,NOR,T 21-21,,,,,,,,,
27,1971,1971-11-14,9,30.281,OAK,,HOU,W 41-21,,,,,,,,,
28,1971,1971-11-21,10,30.288,OAK,,SDG,W 34-33,0,0,,0,0,0,1,9,0
29,1971,1971-11-28,11,30.295,OAK,,BAL,L 14-37,,,,,,,,,
30,1971,1971-12-05,12,30.302,OAK,@,ATL,L 13-24,,,,,,,,,
31,1971,1971-12-12,13,30.309,OAK,@,KAN,L 14-16,,,,,,,,,
32,1971,1971-12-19,14,30.316,OAK,,DEN,W 21-13,,,,,,,,,
33,1972,1972-09-17,1,31.224,OAK,@,PIT,L 28-34,,,,,,,,,
34,1972,1972-09-24,2,31.231,OAK,@,GNB,W 20-14,,,,,,,,,
35,1972,1972-10-01,3,31.238,OAK,,SDG,T 17-17,,,,,,,,,
36,1972,1972-10-09,4,31.246,OAK,@,HOU,W 34-0,,,,,,,,,
37,1972,1972-10-15,5,31.252,OAK,,BUF,W 28-16,,,,,,,,,
38,1972,1972-10-22,6,31.259,OAK,,DEN,L 23-30,,,,,,,,,
39,1972,1972-10-29,7,31.266,OAK,,RAM,W 45-17,,,,,,,,,
40,1972,1972-11-05,8,31.273,OAK,@,KAN,L 14-27,,,,,,,,,
41,1972,1972-11-12,9,31.280,OAK,@,CIN,W 20-14,,,,,,,,,
42,1972,1972-11-19,10,31.287,OAK,@,DEN,W 37-20,,,,,,,,,
43,1972,1972-11-26,11,31.294,OAK,,KAN,W 26-3,,,,,,,,,
44,1972,1972-12-03,12,31.301,OAK,@,SDG,W 21-19,0,0,,0,0,0,1,0,0
45,1972,1972-12-11,13,31.309,OAK,,NYJ,W 24-16,,,,,,,,,
46,1972,1972-12-17,14,31.315,OAK,,CHI,W 28-21,,,,,,,,,
47,1973,1973-09-16,1,32.222,OAK,@,MIN,L 16-24,,,,,,,,,
48,1973,1973-09-23,2,32.229,OAK,,MIA,W 12-7,,,,,,,,,
49,1973,1973-09-30,3,32.236,OAK,@,KAN,L 3-16,,,,,,,,,
50,1973,1973-10-07,4,32.243,OAK,@,STL,W 17-10,,,,,,,,,
51,1973,1973-10-14,5,32.250,OAK,@,SDG,W 27-17,,,,,,,,,
52,1973,1973-10-22,6,32.258,OAK,@,DEN,T 23-23,,,,,,,,,
53,1973,1973-10-28,7,32.264,OAK,@,BAL,W 34-21,,,,,,,,,
