ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-10-25,7,23.284,JAX,,BUF,W 34-31,,0,0,0,,0,0.0%,
2,2015,2015-11-08,8,23.298,JAX,@,NYJ,L 23-28,,0,0,0,,0,0.0%,
3,2015,2015-11-15,9,23.305,JAX,@,BAL,W 22-20,,0,0,0,,0,0.0%,
4,2015,2015-11-19,10,23.309,JAX,,TEN,W 19-13,,0,0,0,,0,0.0%,
5,2015,2015-12-06,12,23.326,JAX,@,TEN,L 39-42,,0,0,0,,0,0.0%,
6,2015,2015-12-13,13,23.333,JAX,,IND,W 51-16,,0,0,0,,0,0.0%,
7,2015,2015-12-20,14,23.340,JAX,,ATL,L 17-23,,0,0,0,,0,0.0%,
8,2015,2015-12-27,15,23.347,JAX,@,NOR,L 27-38,,0,0,0,,0,0.0%,
9,2015,2016-01-03,16,23.354,JAX,@,HOU,L 6-30,,0,0,0,,0,0.0%,
10,2016,2016-09-11,1,24.241,JAX,,GNB,L 23-27,,0,0,0,,0,0.0%,
11,2016,2016-09-18,2,24.248,JAX,@,SDG,L 14-38,,0,0,0,,0,0.0%,
12,2016,2016-09-25,3,24.255,JAX,,BAL,L 17-19,,0,0,0,,0,0.0%,
13,2016,2016-10-02,4,24.262,JAX,,IND,W 30-27,,1,1,10,10.00,0,100.0%,10.00
14,2016,2016-11-13,9,24.304,JAX,,HOU,L 21-24,,0,0,0,,0,0.0%,
15,2016,2016-11-20,10,24.311,JAX,@,DET,L 19-26,,0,0,0,,0,0.0%,
16,2016,2016-11-27,11,24.318,JAX,@,BUF,L 21-28,,3,2,16,8.00,0,66.7%,5.33
17,2016,2016-12-04,12,24.325,JAX,,DEN,L 10-20,,6,5,43,8.60,0,83.3%,7.17
18,2016,2016-12-11,13,24.332,JAX,,MIN,L 16-25,*,5,3,27,9.00,0,60.0%,5.40
19,2016,2016-12-18,14,24.339,JAX,@,HOU,L 20-21,,1,1,14,14.00,0,100.0%,14.00
20,2017,2017-09-17,2,25.246,NYJ,@,OAK,L 20-45,,1,1,8,8.00,0,100.0%,8.00
21,2017,2017-09-24,3,25.253,NYJ,,MIA,W 20-6,,0,0,0,,0,0.0%,
22,2017,2017-10-01,4,25.260,NYJ,,JAX,W 23-20,,0,0,0,,0,0.0%,
23,2017,2017-11-02,9,25.292,NYJ,,BUF,W 34-21,,0,0,0,,0,0.0%,
24,2017,2017-11-12,10,25.302,NYJ,@,TAM,L 10-15,,1,0,0,,0,0.0%,0.00
25,2017,2017-11-26,11,25.316,NYJ,,CAR,L 27-35,,0,0,0,,0,0.0%,
26,2017,2017-12-03,12,25.323,NYJ,,KAN,W 38-31,,0,0,0,,0,0.0%,
27,2017,2017-12-10,13,25.330,NYJ,@,DEN,L 0-23,,0,0,0,,0,0.0%,
28,2017,2017-12-17,14,25.337,NYJ,@,NOR,L 19-31,*,0,0,0,,0,0.0%,
29,2017,2017-12-24,15,25.344,NYJ,,LAC,L 7-14,,0,0,0,,0,0.0%,
30,2017,2017-12-31,16,25.351,NYJ,@,NWE,L 6-26,,8,5,74,14.80,0,62.5%,9.25
31,2018,2018-09-10,1,26.239,NYJ,@,DET,W 48-17,*,3,3,27,9.00,0,100.0%,9.00
32,2018,2018-09-16,2,26.245,NYJ,,MIA,L 12-20,*,0,0,0,,0,0.0%,
