ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,21.331,PHI,@,SFO,L 21-31,2,2,1.00,0,0,0,,0
2,1953,1953-10-02,2,21.336,PHI,,WAS,T 21-21,8,34,4.25,0,0,0,,0
3,1953,1953-10-10,3,21.344,PHI,@,CLE,L 13-37,12,46,3.83,0,0,0,,0
4,1953,1953-10-17,4,21.351,PHI,,PIT,W 23-7,4,-3,-0.75,0,0,0,,0
5,1953,1953-10-25,5,21.359,PHI,@,CRD,W 56-17,2,-4,-2.00,0,0,0,,0
6,1953,1953-11-08,7,22.008,PHI,,NYG,W 30-7,0,0,,0,0,0,,0
7,1953,1953-11-15,8,22.015,PHI,,BAL,W 45-14,11,100,9.09,2,2,33,16.50,1
8,1953,1953-11-21,9,22.021,PHI,,CRD,W 38-0,10,54,5.40,1,0,0,,0
9,1953,1953-11-29,10,22.029,PHI,@,NYG,L 28-37,13,121,9.31,1,2,24,12.00,1
10,1953,1953-12-06,11,22.036,PHI,@,WAS,L 0-10,3,8,2.67,0,0,0,,0
11,1953,1953-12-13,12,22.043,PHI,,CLE,W 42-27,18,81,4.50,1,4,75,18.75,0
12,1954,1954-09-26,1,22.330,PHI,,CLE,W 28-10,1,-11,-11.00,0,0,0,,0
13,1954,1954-10-03,2,22.337,PHI,@,CRD,W 35-16,1,3,3.00,0,0,0,,0
14,1954,1954-10-09,3,22.343,PHI,,PIT,W 24-22,2,10,5.00,0,1,20,20.00,0
15,1954,1954-10-17,4,22.351,PHI,@,WAS,W 49-21,3,14,4.67,0,0,0,,0
16,1955,1955-10-15,4,23.349,PHI,@,PIT,L 7-13,3,1,0.33,0,0,0,,0
