ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.237,ATL,@,KAN,L 3-14,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0
2,1991,1991-09-08,2,22.244,ATL,,MIN,L 19-20,11,78,7.09,0,,0,0,,0,,,0,0,,0,0,0
3,1991,1991-09-15,3,22.251,ATL,@,SDG,W 13-10,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
4,1991,1991-09-22,4,22.258,ATL,,RAI,W 21-17,13,58,4.46,0,,0,0,,0,,,0,0,,0,0,0
5,1991,1991-09-29,5,22.265,ATL,,NOR,L 6-27,4,-2,-0.50,0,,0,0,,0,,,0,0,,0,0,0
6,1991,1991-10-13,6,22.279,ATL,@,SFO,W 39-34,10,35,3.50,0,,1,-1,-1.00,0,,,1,15,15.00,0,0,0
7,1991,1991-10-20,7,22.286,ATL,@,PHO,L 10-16,0,0,,0,,0,0,,0,,,0,0,,0,0,
8,1991,1991-10-27,8,22.293,ATL,,RAM,W 31-14,10,14,1.40,0,,0,0,,0,,,2,39,19.50,0,0,0
9,1991,1991-11-03,9,22.300,ATL,,SFO,W 17-14,1,-2,-2.00,0,,0,0,,0,,,2,31,15.50,0,0,0
10,1991,1991-11-10,10,22.307,ATL,@,WAS,L 17-56,0,0,,0,,0,0,,0,,,8,138,17.25,0,0,0
11,1991,1991-11-17,11,22.314,ATL,,TAM,W 43-7,12,29,2.42,0,,0,0,,0,,,1,9,9.00,0,0,0
12,1991,1991-11-24,12,22.321,ATL,@,NOR,W 23-20,4,11,2.75,0,,0,0,,0,,,1,13,13.00,0,0,0
13,1991,1991-12-01,13,22.328,ATL,,GNB,W 35-31,9,34,3.78,1,,0,0,,0,,,1,15,15.00,0,1,6
14,1991,1991-12-08,14,22.335,ATL,@,RAM,W 31-14,7,16,2.29,0,,0,0,,0,,,0,0,,0,0,0
15,1991,1991-12-15,15,22.342,ATL,,SEA,W 26-13,6,15,2.50,0,,0,0,,0,,,0,0,,0,0,0
16,1991,1991-12-22,16,22.349,ATL,@,DAL,L 27-31,12,58,4.83,0,,0,0,,0,,,0,0,,0,0,0
17,1992,1992-09-06,1,23.243,ATL,,NYJ,W 20-17,5,36,7.20,0,,0,0,,0,0.0%,,1,12,12.00,0,0,0
18,1992,1992-09-13,2,23.250,ATL,@,WAS,L 17-24,1,-1,-1.00,0,,0,0,,0,0.0%,,2,23,11.50,0,0,0
19,1992,1992-09-20,3,23.257,ATL,,NOR,L 7-10,2,13,6.50,0,,0,0,,0,0.0%,,1,18,18.00,0,0,0
20,1992,1992-09-27,4,23.264,ATL,@,CHI,L 31-41,1,1,1.00,0,,0,0,,0,0.0%,,1,25,25.00,0,0,0
21,1992,1992-10-04,5,23.271,ATL,,GNB,W 24-10,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
22,1992,1992-10-11,6,23.278,ATL,@,MIA,L 17-21,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
23,1992,1992-10-18,7,23.285,ATL,@,SFO,L 17-56,1,-1,-1.00,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
24,1992,1992-11-01,8,23.299,ATL,,RAM,W 30-28,0,0,,0,,0,0,,0,0.0%,,1,7,7.00,0,0,0
25,1992,1992-11-09,9,23.307,ATL,,SFO,L 3-41,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
26,1992,1992-11-15,10,23.313,ATL,,PHO,W 20-17,0,0,,0,,0,0,,0,0.0%,,1,13,13.00,0,0,0
27,1992,1992-11-22,11,23.320,ATL,@,BUF,L 14-41,2,10,5.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
28,1992,1992-11-29,12,23.327,ATL,,NWE,W 34-0,8,26,3.25,0,,0,0,,0,0.0%,,0,0,,0,0,0
29,1992,1992-12-03,13,23.331,ATL,@,NOR,L 14-22,,,,,,,,,,0.0%,,0,42,,0,,
30,1992,1992-12-13,14,23.341,ATL,@,TAM,W 35-7,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
31,1992,1992-12-21,15,23.349,ATL,,DAL,L 17-41,0,0,,0,,0,0,,0,0.0%,,1,18,18.00,0,0,0
32,1992,1992-12-27,16,23.355,ATL,@,RAM,L 27-38,1,5,5.00,0,2,1,6,6.00,0,50.0%,3.00,1,3,3.00,0,0,0
33,1993,1993-09-05,1,24.241,ATL,@,DET,L 13-30,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
34,1993,1993-09-12,2,24.248,ATL,,NOR,L 31-34,3,1,0.33,1,,0,0,,0,0.0%,,0,0,,0,1,6
35,1993,1993-09-19,3,24.255,ATL,@,SFO,L 30-37,27,192,7.11,0,2,1,5,5.00,0,50.0%,2.50,1,15,15.00,0,0,0
36,1993,1993-09-27,4,24.263,ATL,,PIT,L 17-45,13,37,2.85,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
37,1993,1993-10-03,5,24.269,ATL,@,CHI,L 0-6,17,85,5.00,0,,0,0,,0,0.0%,,1,17,17.00,0,0,0
38,1993,1993-10-14,6,24.280,ATL,,RAM,W 30-24,25,87,3.48,0,8,6,79,13.17,0,75.0%,9.88,0,0,,0,0,0
39,1993,1993-10-24,7,24.290,ATL,@,NOR,W 26-15,34,123,3.62,0,,0,0,,0,0.0%,,0,0,,0,0,0
40,1993,1993-10-31,8,24.297,ATL,,TAM,L 24-31,15,68,4.53,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
41,1993,1993-11-14,9,24.311,ATL,@,RAM,W 13-0,27,128,4.74,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0
42,1993,1993-11-21,10,24.318,ATL,,DAL,W 27-14,30,88,2.93,0,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0
43,1993,1993-11-28,11,24.325,ATL,,CLE,W 17-14,22,58,2.64,0,2,2,11,5.50,0,100.0%,5.50,1,3,3.00,0,0,0
44,1993,1993-12-05,12,24.332,ATL,@,HOU,L 17-33,11,27,2.45,0,9,6,94,15.67,0,66.7%,10.44,1,28,28.00,0,0,0
