ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-11-15,9,22.180,MIA,,TAM,W 25-23,,0,,,,,0.0%,,,,,,,,,,
2,2009,2009-11-19,10,22.184,MIA,@,CAR,W 24-17,,,,,,,0.0%,,,,,,,,,,
3,2010,2010-09-26,3,23.130,NYJ,@,MIA,W 31-23,,,,,,,0.0%,,,,,,,,,,
4,2010,2010-11-21,10,23.186,NYJ,,HOU,W 30-27,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,1,0
5,2010,2010-11-25,11,23.190,NYJ,,CIN,W 26-10,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
6,2010,2010-12-06,12,23.201,NYJ,@,NWE,L 3-45,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2010,2010-12-12,13,23.207,NYJ,,MIA,L 6-10,,,,,,,0.0%,,,,,,,,,,
8,2011,2011-09-18,2,24.122,NYJ,,JAX,W 32-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2011,2011-09-25,3,24.129,NYJ,@,OAK,L 24-34,,1,,,,,0.0%,,,,,,,,,,
10,2011,2011-10-02,4,24.136,NYJ,@,BAL,L 17-34,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-10-09,5,24.143,NYJ,@,NWE,L 21-30,,0,,,,,0.0%,,,,,,,,,,
12,2011,2011-10-17,6,24.151,NYJ,,MIA,W 24-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2011,2011-10-23,7,24.157,NYJ,,SDG,W 27-21,,,,,,,0.0%,,,,,,,,,,
14,2011,2011-11-06,8,24.171,NYJ,@,BUF,W 27-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,2
15,2011,2011-11-13,9,24.178,NYJ,,NWE,L 16-37,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,0.0,0,0
16,2011,2011-11-17,10,24.182,NYJ,@,DEN,L 13-17,,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,0.0,0,0
17,2011,2011-11-27,11,24.192,NYJ,,BUF,W 28-24,*,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,0.0,0,0
18,2011,2011-12-04,12,24.199,NYJ,@,WAS,W 34-19,,1,1,6,6.00,0,100.0%,6.00,1,-1,-1.00,0,0,0,0.0,0,0
19,2011,2011-12-11,13,24.206,NYJ,,KAN,W 37-10,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,0,1
20,2011,2011-12-18,14,24.213,NYJ,@,PHI,L 19-45,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
21,2011,2011-12-24,15,24.219,NYJ,,NYG,L 14-29,,,,,,,0.0%,,,,,,,,,,
22,2011,2012-01-01,16,24.227,NYJ,@,MIA,L 17-19,,2,1,10,10.00,1,50.0%,5.00,0,0,,0,1,6,0.0,0,0
23,2012,2012-09-09,1,25.113,NYJ,,BUF,W 48-28,,,,,,,0.0%,,,,,,,,,,
24,2012,2012-09-30,4,25.134,NYJ,,SFO,L 0-34,,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
