ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-10-07,5,23.226,JAX,,CHI,L 3-41,,,,,,,,,,,
2,2013,2013-11-17,10,24.266,JAX,,ARI,L 14-27,,0,0,,0,0.0,0,0,0,0,0
3,2013,2013-11-24,11,24.273,JAX,@,HOU,W 13-6,,0,0,,0,0.0,0,0,1,8,0
4,2013,2013-12-01,12,24.280,JAX,@,CLE,W 32-28,,,,,,,,,,,
5,2013,2013-12-05,13,24.284,JAX,,HOU,W 27-20,,0,0,,0,1.0,2,0,0,0,0
6,2013,2013-12-15,14,24.294,JAX,,BUF,L 20-27,,0,0,,0,0.0,0,0,0,0,0
7,2013,2013-12-22,15,24.301,JAX,,TEN,L 16-20,,0,0,,0,0.0,1,0,0,0,0
8,2013,2013-12-29,16,24.308,JAX,@,IND,L 10-30,,0,0,,0,0.0,1,0,0,0,0
9,2014,2014-09-07,1,25.195,JAX,@,PHI,L 17-34,,0,0,,0,1.0,2,0,0,0,0
10,2014,2014-09-14,2,25.202,JAX,@,WAS,L 10-41,,0,0,,0,1.0,1,0,0,0,0
11,2014,2014-09-21,3,25.209,JAX,,IND,L 17-44,,,,,,,,,,,
12,2014,2014-09-28,4,25.216,JAX,@,SDG,L 14-33,,1,15,15.00,0,0.0,0,0,0,0,0
13,2014,2014-10-05,5,25.223,JAX,,PIT,L 9-17,,0,0,,0,0.0,0,0,0,0,0
14,2014,2014-10-12,6,25.230,JAX,@,TEN,L 14-16,,0,0,,0,0.0,0,0,0,0,0
15,2014,2014-10-19,7,25.237,JAX,,CLE,W 24-6,,0,0,,0,0.0,1,0,0,0,0
16,2014,2014-10-26,8,25.244,JAX,,MIA,L 13-27,,0,0,,0,2.0,2,0,0,0,0
17,2014,2014-11-02,9,25.251,JAX,@,CIN,L 23-33,,0,0,,0,0.5,1,4,0,0,0
18,2014,2014-11-09,10,25.258,JAX,,DAL,L 17-31,,1,7,7.00,0,0.0,2,0,0,0,0
19,2014,2014-11-23,11,25.272,JAX,@,IND,L 3-23,,0,0,,0,1.0,2,0,0,0,0
20,2014,2014-11-30,12,25.279,JAX,,NYG,W 25-24,,,,,,,,,,,
21,2014,2014-12-07,13,25.286,JAX,,HOU,L 13-27,,0,0,,0,0.0,1,0,0,0,0
22,2014,2014-12-14,14,25.293,JAX,@,BAL,L 12-20,,,,,,,,,,,
23,2014,2014-12-18,15,25.297,JAX,,TEN,W 21-13,,0,0,,0,1.0,1,1,0,0,0
24,2014,2014-12-28,16,25.307,JAX,@,HOU,L 17-23,,0,0,,0,0.0,1,0,0,0,0
