ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.323,NYJ,,NWE,L 24-27,,0,0,,0,,,,
2,1989,1989-09-17,2,23.330,NYJ,@,CLE,L 24-38,,1,11,11.00,0,1.0,0,0,0
3,1989,1989-09-24,3,23.337,NYJ,@,MIA,W 40-33,,0,0,,0,,,,
4,1989,1989-10-01,4,23.344,NYJ,,IND,L 10-17,,0,0,,0,,,,
5,1989,1989-10-09,5,23.352,NYJ,,RAI,L 7-14,,0,0,,0,,,,
6,1989,1989-10-15,6,23.358,NYJ,@,NOR,L 14-29,,0,0,,0,,,,
7,1989,1989-10-22,7,24.000,NYJ,@,BUF,L 3-34,,0,0,,0,,,,
8,1989,1989-10-29,8,24.007,NYJ,,SFO,L 10-23,,0,0,,0,,,,
9,1989,1989-11-05,9,24.014,NYJ,@,NWE,W 27-26,,0,0,,0,,,,
10,1989,1989-11-12,10,24.021,NYJ,,MIA,L 23-31,,0,0,,0,0.5,0,0,0
11,1989,1989-11-19,11,24.028,NYJ,@,IND,L 10-27,,0,0,,0,,,,
12,1989,1989-11-26,12,24.035,NYJ,,ATL,W 27-7,,0,0,,0,,,,
13,1989,1989-12-03,13,24.042,NYJ,@,SDG,W 20-17,,0,0,,0,,,,
14,1989,1989-12-10,14,24.049,NYJ,,PIT,L 0-13,,0,0,,0,,,,
15,1989,1989-12-17,15,24.056,NYJ,@,RAM,L 14-38,,0,0,,0,,,,
16,1989,1989-12-23,16,24.062,NYJ,,BUF,L 0-37,,0,0,,0,,,,
17,1990,1990-09-09,1,24.322,NYJ,@,CIN,L 20-25,,0,0,,0,0.5,0,0,0
18,1990,1990-09-16,2,24.329,NYJ,,CLE,W 24-21,,,,,,,,,
19,1990,1990-09-24,3,24.337,NYJ,,BUF,L 7-30,,,,,,,,,
20,1990,1990-09-30,4,24.343,NYJ,@,NWE,W 37-13,,0,0,,0,1.0,0,0,0
21,1990,1990-10-07,5,24.350,NYJ,@,MIA,L 16-20,,,,,,,,,
22,1990,1990-10-14,6,24.357,NYJ,,SDG,L 3-39,,,,,,,,,
23,1990,1990-10-21,7,24.364,NYJ,@,BUF,L 27-30,,,,,,,,,
24,1990,1990-10-28,8,25.006,NYJ,@,HOU,W 17-12,,0,0,,0,1.0,0,0,0
25,1990,1990-11-04,9,25.013,NYJ,,DAL,W 24-9,,,,,,,,,
26,1990,1990-11-11,10,25.020,NYJ,,MIA,L 3-17,,,,,,,,,
27,1990,1990-11-18,11,25.027,NYJ,@,IND,L 14-17,,,,,,,,,
28,1990,1990-11-25,12,25.034,NYJ,,PIT,L 7-24,,,,,,,,,
29,1990,1990-12-02,13,25.041,NYJ,@,SDG,L 17-38,,,,,,,,,
30,1990,1990-12-16,14,25.055,NYJ,,IND,L 21-29,,0,0,,0,2.0,0,0,0
31,1990,1990-12-23,15,25.062,NYJ,,NWE,W 42-7,,,,,,,,,
32,1990,1990-12-30,16,25.069,NYJ,@,TAM,W 16-14,,,,,,,,,
33,1991,1991-09-01,1,25.314,NYJ,,TAM,W 16-13,,0,0,,0,1.0,0,0,0
34,1991,1991-09-08,2,25.321,NYJ,@,SEA,L 13-20,,,,,,,,,
35,1991,1991-09-15,3,25.328,NYJ,,BUF,L 20-23,,,,,,,,,
36,1991,1991-09-23,4,25.336,NYJ,@,CHI,L 13-19,,,,,,,,,
37,1991,1991-09-29,5,25.342,NYJ,,MIA,W 41-23,,0,0,,0,2.0,0,0,0
38,1991,1991-10-06,6,25.349,NYJ,@,CLE,W 17-14,,0,0,,0,1.0,0,0,0
39,1991,1991-10-13,7,25.356,NYJ,,HOU,L 20-23,,,,,,,,,
40,1991,1991-10-20,8,25.363,NYJ,@,IND,W 17-6,,0,0,,0,2.0,0,0,0
41,1991,1991-11-03,9,26.012,NYJ,,GNB,W 19-16,,,,,,,,,
42,1991,1991-11-17,11,26.026,NYJ,@,NWE,W 28-21,,,,,,,,,
43,1991,1991-11-24,12,26.033,NYJ,,SDG,W 24-3,,,,,,,,,
44,1991,1991-12-01,13,26.040,NYJ,@,BUF,L 13-24,,,,,,,,,
45,1991,1991-12-08,14,26.047,NYJ,@,DET,L 20-34,,,,,,,,,
46,1991,1991-12-15,15,26.054,NYJ,,NWE,L 3-6,,,,,,,,,
47,1991,1991-12-22,16,26.061,NYJ,@,MIA,W 23-20,,,,,,,,,
48,1992,1992-09-06,1,26.320,NYJ,@,ATL,L 17-20,,,,,,,,,
49,1992,1992-09-13,2,26.327,NYJ,@,PIT,L 10-27,,0,0,,0,2.0,0,0,0
50,1992,1992-09-20,3,26.334,NYJ,,SFO,L 14-31,,,,,,,,,
51,1992,1992-09-27,4,26.341,NYJ,@,RAM,L 10-18,,,,,,,,,
52,1992,1992-10-04,5,26.348,NYJ,,NWE,W 30-21,,0,0,,0,2.0,0,0,0
53,1992,1992-10-11,6,26.355,NYJ,@,IND,L 3-6,,,,,,,,,
54,1992,1992-10-26,7,27.004,NYJ,,BUF,L 20-24,,0,0,,0,1.0,0,0,0
55,1992,1992-11-01,8,27.010,NYJ,,MIA,W 26-14,,0,0,,0,1.0,0,0,0
56,1992,1992-11-08,9,27.017,NYJ,@,DEN,L 16-27,,,,,,,,,
57,1992,1992-11-15,10,27.024,NYJ,,CIN,W 17-14,,,,,,,,,
58,1992,1992-11-22,11,27.031,NYJ,@,NWE,L 3-24,,,,,,,,,
59,1992,1992-11-29,12,27.038,NYJ,,KAN,L 7-23,,0,0,,0,0.5,0,0,0
60,1992,1992-12-06,13,27.045,NYJ,@,BUF,W 24-17,,,,,,,,,
61,1992,1992-12-13,14,27.052,NYJ,,IND,L 6-10,,0,0,,0,1.0,0,0,0
62,1992,1992-12-20,15,27.059,NYJ,@,MIA,L 17-19,,0,0,,0,1.0,0,0,0
63,1992,1992-12-26,16,27.065,NYJ,,NOR,L 0-20,,,,,,,,,
64,1993,1993-09-05,1,27.318,NYJ,,DEN,L 20-26,,,,,,,,,
65,1993,1993-09-12,2,27.325,NYJ,@,MIA,W 24-14,,,,,,,,,
66,1993,1993-09-26,3,27.339,NYJ,,NWE,W 45-7,,,,,,,,,
67,1993,1993-10-03,4,27.346,NYJ,,PHI,L 30-35,,,,,,,,,
68,1993,1993-10-10,5,27.353,NYJ,@,RAI,L 20-24,,,,,,,,,
69,1993,1993-10-24,6,28.002,NYJ,,BUF,L 10-19,,,,,,,,,
70,1993,1993-10-31,7,28.009,NYJ,@,NYG,W 10-6,,,,,,,,,
71,1993,1993-11-07,8,28.016,NYJ,,MIA,W 27-10,,,,,,,,,
72,1993,1993-11-14,9,28.023,NYJ,@,IND,W 31-17,,,,,,,,,
73,1993,1993-11-21,10,28.030,NYJ,,CIN,W 17-12,,0,0,,0,1.0,0,0,0
74,1993,1993-11-28,11,28.037,NYJ,@,NWE,W 6-0,,,,,,,,,
75,1993,1993-12-05,12,28.044,NYJ,,IND,L 6-9,,,,,,,,,
76,1993,1993-12-11,13,28.050,NYJ,@,WAS,W 3-0,,0,0,,0,1.0,0,0,0
77,1993,1993-12-18,14,28.057,NYJ,,DAL,L 7-28,,0,0,,0,1.0,0,0,0
78,1993,1993-12-26,15,28.065,NYJ,@,BUF,L 14-16,,,,,,,,,
79,1993,1994-01-02,16,28.072,NYJ,@,HOU,L 0-24,,0,0,,0,2.5,0,0,0
80,1994,1994-09-04,1,28.317,NYJ,@,BUF,W 23-3,,0,0,,0,2.0,0,0,0
81,1994,1994-09-11,2,28.324,NYJ,,DEN,W 25-22,,0,0,,0,0.5,0,0,0
82,1994,1994-09-18,3,28.331,NYJ,@,MIA,L 14-28,,,,,,,,,
83,1994,1994-09-25,4,28.338,NYJ,,CHI,L 7-19,,,,,,,,,
84,1994,1994-10-09,6,28.352,NYJ,,IND,W 16-6,,,,,,,,,
85,1994,1994-10-16,7,28.359,NYJ,,NWE,W 24-17,,,,,,,,,
