ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1959,1959-10-25,5,22.115,BAL,,GNB,W 38-21,10,41,4.10,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
2,1959,1959-11-22,9,22.143,BAL,,SFO,W 45-14,1,6,6.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1959,1959-12-12,12,22.163,BAL,@,RAM,W 45-26,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
4,1960,1960-09-25,1,23.085,BAL,,WAS,W 20-0,13,40,3.08,0,3,41,13.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1960,1960-10-02,2,23.092,BAL,,CHI,W 42-7,4,17,4.25,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1960,1960-10-09,3,23.099,BAL,@,GNB,L 21-35,9,47,5.22,1,2,4,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
7,1960,1960-10-16,4,23.106,BAL,,RAM,W 31-17,1,5,5.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1960,1960-10-23,5,23.113,BAL,@,DET,L 17-30,5,14,2.80,0,2,9,4.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1960,1960-10-30,6,23.120,BAL,@,DAL,W 45-7,11,48,4.36,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1960,1960-11-06,7,23.127,BAL,,GNB,W 38-24,6,33,5.50,1,2,50,25.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
11,1960,1960-11-13,8,23.134,BAL,@,CHI,W 24-20,3,10,3.33,0,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1960,1960-11-27,9,23.148,BAL,,SFO,L 22-30,8,9,1.13,0,1,6,6.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
13,1960,1960-12-04,10,23.155,BAL,,DET,L 15-20,6,13,2.17,0,4,57,14.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1960,1960-12-11,11,23.162,BAL,@,RAM,L 3-10,6,25,4.17,0,5,46,9.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1960,1960-12-18,12,23.169,BAL,@,SFO,L 10-34,4,6,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1961,1961-10-08,4,24.098,BAL,@,GNB,L 7-45,9,38,4.22,0,2,-11,-5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1961,1961-10-15,5,24.105,BAL,@,CHI,L 10-24,6,31,5.17,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1961,1961-10-22,6,24.112,BAL,@,DET,W 17-14,11,25,2.27,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1961,1961-10-29,7,24.119,BAL,,CHI,L 20-21,4,18,4.50,1,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
20,1961,1961-11-05,8,24.126,BAL,,GNB,W 45-21,8,36,4.50,0,1,4,4.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
21,1961,1961-11-12,9,24.133,BAL,@,MIN,L 20-28,8,34,4.25,1,3,25,8.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
22,1961,1961-11-19,10,24.140,BAL,,STL,W 16-0,7,20,2.86,0,3,54,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1961,1961-11-26,11,24.147,BAL,@,WAS,W 27-6,6,36,6.00,1,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,1,6
24,1961,1961-12-03,12,24.154,BAL,,SFO,W 20-17,9,68,7.56,1,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
25,1961,1961-12-09,13,24.160,BAL,@,RAM,L 17-34,7,44,6.29,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
26,1961,1961-12-16,14,24.167,BAL,@,SFO,W 27-24,11,29,2.64,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
27,1962,1962-09-16,1,25.076,BAL,,RAM,W 30-27,3,6,2.00,0,4,37,9.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1962,1962-10-07,4,25.097,BAL,,SFO,L 13-21,4,8,2.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,2,12
29,1962,1962-10-14,5,25.104,BAL,@,CLE,W 36-14,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1962,1962-10-21,6,25.111,BAL,@,CHI,L 15-35,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
31,1962,1962-10-28,7,25.118,BAL,,GNB,L 6-17,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
32,1962,1962-11-04,8,25.125,BAL,@,SFO,W 22-3,4,18,4.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,1,5,5.00,0,1,6
33,1962,1962-11-11,9,25.132,BAL,@,RAM,W 14-2,4,14,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,13,4.33,0,0,0
34,1962,1962-11-18,10,25.139,BAL,@,GNB,L 13-17,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
35,1962,1962-11-25,11,25.146,BAL,,CHI,L 0-57,1,0,0.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
36,1962,1962-12-02,12,25.153,BAL,@,DET,L 14-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,15,7.50,0,0,0
37,1962,1962-12-08,13,25.159,BAL,,WAS,W 34-21,7,18,2.57,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,1,6
38,1962,1962-12-16,14,25.167,BAL,,MIN,W 42-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,3,1.50,0,0,0
39,1963,1963-09-15,1,26.075,BAL,,NYG,L 28-37,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
40,1963,1963-09-22,2,26.082,BAL,@,SFO,W 20-14,0,0,,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1963,1963-09-29,3,26.089,BAL,@,GNB,L 20-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
42,1963,1963-10-06,4,26.096,BAL,@,CHI,L 3-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0
43,1963,1963-10-13,5,26.103,BAL,,SFO,W 20-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
44,1963,1963-10-20,6,26.110,BAL,@,DET,W 25-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,0,0
45,1963,1963-11-03,8,26.124,BAL,,CHI,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,20,20.00,0,0,0
46,1963,1963-11-10,9,26.131,BAL,,DET,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,0,0
47,1963,1963-11-17,10,26.138,BAL,@,MIN,W 37-34,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0
48,1963,1963-11-24,11,26.145,BAL,@,RAM,L 16-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0
49,1963,1963-12-01,12,26.152,BAL,@,WAS,W 36-20,0,0,,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0
50,1963,1963-12-08,13,26.159,BAL,,MIN,W 41-10,2,-2,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,70,17.50,0,0,0
51,1963,1963-12-15,14,26.166,BAL,,RAM,W 19-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,10,5.00,0,0,0
52,1964,1964-09-20,2,27.080,BAL,@,GNB,W 21-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,19,9.50,0,0,0
53,1964,1964-09-27,3,27.087,BAL,,CHI,W 52-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,34,17.00,0,0,0
54,1964,1964-10-04,4,27.094,BAL,,RAM,W 35-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,4,2.00,0,0,0
55,1964,1964-10-12,5,27.102,BAL,,STL,W 47-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,11,5.50,0,0,0
56,1964,1964-10-18,6,27.108,BAL,,GNB,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
57,1964,1964-11-01,8,27.122,BAL,,SFO,W 37-7,0,0,,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,28,9.33,0,0,0
58,1964,1964-11-15,10,27.136,BAL,,MIN,W 17-14,0,0,,0,1,27,27.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
59,1964,1964-11-22,11,27.143,BAL,@,RAM,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,20,10.00,0,0,0
60,1964,1964-11-29,12,27.150,BAL,@,SFO,W 14-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
61,1964,1964-12-06,13,27.157,BAL,,DET,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
62,1965,1965-10-03,3,28.093,BAL,,SFO,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,0,0
63,1965,1965-10-10,4,28.100,BAL,,DET,W 31-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
64,1965,1965-10-17,5,28.107,BAL,@,WAS,W 38-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,0,0
65,1965,1965-11-07,8,28.128,BAL,@,CHI,W 26-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,0,0
66,1965,1965-11-21,10,28.142,BAL,,PHI,W 34-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
67,1965,1965-11-25,11,28.146,BAL,@,DET,T 24-24,0,0,,0,1,5,5.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
68,1965,1965-12-12,13,28.163,BAL,,GNB,L 27-42,0,0,,0,1,27,27.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
69,1965,1965-12-18,14,28.169,BAL,@,RAM,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,0,0
70,1966,1966-09-11,1,29.071,ATL,,RAM,L 14-19,0,0,,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
71,1966,1966-09-18,2,29.078,ATL,@,PHI,L 10-23,0,0,,0,9,144,16.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
72,1966,1966-09-25,3,29.085,ATL,@,DET,L 10-28,0,0,,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
