ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.214,HOU,,GNB,L 38-41,1,3,3.00,0,0,0,,0,0,0
2,1983,1983-09-11,2,22.221,HOU,@,RAI,L 6-20,0,0,,0,0,0,,0,,
3,1983,1983-09-18,3,22.228,HOU,,PIT,L 28-40,0,0,,0,0,0,,0,,
4,1983,1983-09-25,4,22.235,HOU,@,BUF,L 13-30,3,40,13.33,0,0,0,,0,0,0
5,1983,1983-10-02,5,22.242,HOU,@,PIT,L 10-17,1,9,9.00,0,0,0,,0,0,0
6,1983,1983-10-09,6,22.249,HOU,,DEN,L 14-26,1,9,9.00,0,0,0,,0,0,0
7,1983,1983-10-16,7,22.256,HOU,@,MIN,L 14-34,1,6,6.00,0,0,0,,0,0,0
8,1983,1983-10-23,8,22.263,HOU,,KAN,L 10-13,1,9,9.00,0,0,0,,0,0,0
9,1983,1983-10-30,9,22.270,HOU,@,CLE,L 19-25,1,7,7.00,0,1,11,11.00,0,0,0
10,1983,1983-11-06,10,22.277,HOU,,CIN,L 14-55,1,5,5.00,0,0,0,,0,0,0
11,1983,1983-11-13,11,22.284,HOU,,DET,W 27-17,2,21,10.50,1,0,0,,0,1,6
12,1983,1983-11-20,12,22.291,HOU,@,CIN,L 10-38,0,0,,0,0,0,,0,,
13,1983,1983-11-27,13,22.298,HOU,@,TAM,L 24-33,0,0,,0,0,0,,0,,
14,1983,1983-12-04,14,22.305,HOU,,MIA,L 17-24,1,6,6.00,0,0,0,,0,0,0
15,1983,1983-12-11,15,22.312,HOU,,CLE,W 34-27,1,8,8.00,0,0,0,,0,0,0
16,1983,1983-12-18,16,22.319,HOU,@,BAL,L 10-20,2,14,7.00,0,0,0,,0,0,0
17,1984,1984-09-02,1,23.213,HOU,,RAI,L 14-24,2,56,28.00,1,0,0,,0,1,6
18,1984,1984-09-09,2,23.220,HOU,,IND,L 21-35,2,33,16.50,0,0,0,,0,0,0
19,1984,1984-09-23,4,23.234,HOU,@,ATL,L 10-42,2,34,17.00,0,0,0,,0,0,0
20,1984,1984-09-30,5,23.241,HOU,,NOR,L 10-27,0,0,,0,,,,,,
21,1984,1984-10-07,6,23.248,HOU,@,CIN,L 3-13,0,0,,0,,,,,,
22,1984,1984-10-14,7,23.255,HOU,@,MIA,L 10-28,0,0,,0,,,,,,
23,1984,1984-10-21,8,23.262,HOU,,SFO,L 21-34,0,0,,0,,,,,,
24,1984,1984-10-28,9,23.269,HOU,,CIN,L 13-31,1,7,7.00,0,0,0,,0,0,0
25,1984,1984-11-04,10,23.276,HOU,@,PIT,L 7-35,0,0,,0,,,,,,
26,1984,1984-11-11,11,23.283,HOU,@,KAN,W 17-16,0,0,,0,,,,,,
27,1984,1984-11-18,12,23.290,HOU,,NYJ,W 31-20,0,0,,0,,,,,,
28,1984,1984-11-25,13,23.297,HOU,@,CLE,L 10-27,1,11,11.00,0,0,0,,0,0,0
29,1984,1984-12-02,14,23.304,HOU,,PIT,W 23-20,1,11,11.00,0,0,0,,0,0,0
30,1984,1984-12-09,15,23.311,HOU,@,RAM,L 16-27,0,0,,0,,,,,,
31,1984,1984-12-16,16,23.318,HOU,,CLE,L 20-27,0,0,,0,,,,,,
32,1985,1985-09-08,1,24.218,HOU,,MIA,W 26-23,0,0,,0,,,,,,
33,1985,1985-09-15,2,24.225,HOU,@,WAS,L 13-16,0,0,,0,,,,,,
34,1985,1985-09-22,3,24.232,HOU,@,PIT,L 0-20,1,4,4.00,0,0,0,,0,0,0
35,1985,1985-09-29,4,24.239,HOU,,DAL,L 10-17,0,0,,0,,,,,,
36,1985,1985-10-06,5,24.246,HOU,@,DEN,L 20-31,0,0,,0,,,,,,
37,1985,1985-10-13,6,24.253,HOU,,CLE,L 6-21,0,0,,0,,,,,,
38,1985,1985-10-20,7,24.260,HOU,,CIN,W 44-27,1,24,24.00,1,0,0,,0,1,6
39,1985,1985-10-27,8,24.267,HOU,@,STL,W 20-10,1,8,8.00,0,0,0,,0,0,0
40,1985,1985-11-03,9,24.274,HOU,,KAN,W 23-20,0,0,,0,,,,,,
41,1985,1985-11-10,10,24.281,HOU,@,BUF,L 0-20,0,0,,0,,,,,,
42,1985,1985-11-17,11,24.288,HOU,,PIT,L 7-30,1,-7,-7.00,0,0,0,,0,0,0
43,1985,1985-11-24,12,24.295,HOU,,SDG,W 37-35,0,0,,0,,,,,,
44,1985,1985-12-01,13,24.302,HOU,@,CIN,L 27-45,0,0,,0,,,,,,
45,1985,1985-12-08,14,24.309,HOU,,NYG,L 14-35,0,0,,0,,,,,,
46,1985,1985-12-15,15,24.316,HOU,@,CLE,L 21-28,0,0,,0,,,,,,
47,1985,1985-12-22,16,24.323,HOU,@,IND,L 16-34,0,0,,0,,,,,,
48,1987,1987-11-15,9,26.286,PHI,,NYG,L 17-20,,,,,,,,,,
