ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2008,2008-09-07,1,23.331,IND,,CHI,L 13-29,*,2,,,,,0.0%,,,,,,,
2,2008,2008-09-14,2,23.338,IND,@,MIN,W 18-15,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
3,2008,2008-09-21,3,23.345,IND,,JAX,L 21-23,*,,,,,,0.0%,,,,,,,
4,2008,2008-10-05,4,23.359,IND,@,HOU,W 31-27,*,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0
5,2008,2008-10-12,5,24.000,IND,,BAL,W 31-3,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
6,2008,2008-10-27,7,24.015,IND,@,TEN,L 21-31,*,1,,,,,0.0%,,,,,,,
7,2008,2008-11-02,8,24.021,IND,,NWE,W 18-15,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
8,2008,2008-11-09,9,24.028,IND,@,PIT,W 24-20,*,,,,,,0.0%,,,,,,,
9,2008,2008-11-16,10,24.035,IND,,HOU,W 33-27,*,,,,,,0.0%,,,,,,,
10,2008,2008-11-23,11,24.042,IND,@,SDG,W 23-20,,,,,,,0.0%,,,,,,,
11,2008,2008-11-30,12,24.049,IND,@,CLE,W 10-6,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
12,2008,2008-12-07,13,24.056,IND,,CIN,W 35-3,*,7,6,69,11.50,0,85.7%,9.86,0,0,,0,0,0
13,2008,2008-12-14,14,24.063,IND,,DET,W 31-21,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
14,2008,2008-12-18,15,24.067,IND,@,JAX,W 31-24,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0
15,2008,2008-12-28,16,24.077,IND,,TEN,W 23-0,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
16,2009,2009-09-13,1,24.336,IND,,JAX,W 14-12,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
17,2009,2009-09-21,2,24.344,IND,@,MIA,W 27-23,*,1,,,,,0.0%,,,,,,,
18,2009,2009-09-27,3,24.350,IND,@,ARI,W 31-10,,0,,,,,0.0%,,,,,,,
19,2009,2009-10-04,4,24.357,IND,,SEA,W 34-17,*,1,,,,,0.0%,,,,,,,
20,2009,2009-10-11,5,24.364,IND,@,TEN,W 31-9,*,1,,,,,0.0%,,,,,,,
21,2009,2009-10-25,6,25.013,IND,@,STL,W 42-6,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0
22,2009,2009-11-01,7,25.020,IND,,SFO,W 18-14,*,,,,,,0.0%,,,,,,,
23,2009,2009-11-08,8,25.027,IND,,HOU,W 20-17,,,,,,,0.0%,,,,,,,
24,2009,2009-11-15,9,25.034,IND,,NWE,W 35-34,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0
25,2009,2009-12-06,12,25.055,IND,,TEN,W 27-17,,0,0,0,,0,0.0%,,1,10,10.00,0,0,0
26,2009,2009-12-13,13,25.062,IND,,DEN,W 28-16,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
27,2009,2009-12-17,14,25.066,IND,@,JAX,W 35-31,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
28,2009,2009-12-27,15,25.076,IND,,NYJ,L 15-29,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0
29,2010,2010-09-26,3,25.349,IND,@,DEN,W 27-13,,,,,,,0.0%,,,,,,,
30,2010,2010-11-01,7,26.020,IND,,HOU,W 30-17,,1,,,,,0.0%,,,,,,,
31,2010,2010-11-07,8,26.026,IND,@,PHI,L 24-26,*,2,,,,,0.0%,,,,,,,
32,2010,2010-11-14,9,26.033,IND,,CIN,W 23-17,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
33,2010,2010-11-21,10,26.040,IND,@,NWE,L 28-31,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
34,2010,2010-11-28,11,26.047,IND,,SDG,L 14-36,,,,,,,0.0%,,,,,,,
35,2010,2010-12-05,12,26.054,IND,,DAL,L 35-38,,,,,,,0.0%,,,,,,,
36,2010,2010-12-09,13,26.058,IND,@,TEN,W 30-28,,0,,,,,0.0%,,,,,,,
37,2010,2010-12-19,14,26.068,IND,,JAX,W 34-24,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
38,2010,2010-12-26,15,26.075,IND,@,OAK,W 31-26,,,,,,,0.0%,,,,,,,
39,2010,2011-01-02,16,26.082,IND,,TEN,W 23-20,,,,,,,0.0%,,,,,,,
