ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1981,1981-09-06,1,23.363,SFO,@,DET,L 17-24,7,23,3.29,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
2,1981,1981-09-13,2,24.005,SFO,,CHI,W 28-17,3,5,1.67,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
3,1981,1981-09-20,3,24.012,SFO,@,ATL,L 17-34,4,18,4.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
4,1981,1981-09-27,4,24.019,SFO,,NOR,W 21-14,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
5,1981,1981-10-04,5,24.026,SFO,@,WAS,W 30-17,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
6,1981,1981-10-11,6,24.033,SFO,,DAL,W 45-14,8,28,3.50,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
7,1981,1981-10-18,7,24.040,SFO,@,GNB,W 13-3,3,3,1.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
8,1981,1981-10-25,8,24.047,SFO,,RAM,W 20-17,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,,,,0,0
9,1981,1981-11-01,9,24.054,SFO,@,PIT,W 17-14,14,47,3.36,1,3,12,4.00,0,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,1,6
10,1981,1981-11-08,10,24.061,SFO,,ATL,W 17-14,15,31,2.07,0,2,9,4.50,0,0,0,,0,0,0,,0,,,,0,0
11,1981,1981-11-15,11,24.068,SFO,,CLE,L 12-15,16,59,3.69,0,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0
12,1981,1981-12-20,16,24.103,SFO,@,NOR,W 21-17,2,4,2.00,0,3,35,11.67,0,0,0,,0,0,0,,0,,,,0,0
13,1982,1982-09-12,1,25.004,SFO,,RAI,L 17-23,5,11,2.20,0,0,0,,0,0,0,,0,0,0,,,,,,0,0
