ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2010,2010-10-10,5,23.022,IND,,KAN,W 19-9,,0,0,,0,,0,0,,0,0.0%,,1,0,0.00,0,0,0
2,2010,2010-10-17,6,23.029,IND,@,WAS,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2010,2010-11-01,7,23.044,IND,,HOU,W 30-17,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2010,2010-11-07,8,23.050,IND,@,PHI,L 24-26,,4,12,3.00,2,0,0,0,,0,0.0%,,1,0,0.00,0,2,12
5,2010,2010-11-14,9,23.057,IND,,CIN,W 23-17,,10,26,2.60,1,0,0,0,,0,0.0%,,0,0,,0,1,6
6,2010,2010-11-21,10,23.064,IND,@,NWE,L 28-31,,3,3,1.00,0,4,4,24,6.00,0,100.0%,6.00,1,16,16.00,0,0,0
7,2010,2010-11-28,11,23.071,IND,,SDG,L 14-36,,2,0,0.00,0,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0
8,2010,2010-12-05,12,23.078,IND,,DAL,L 35-38,,6,18,3.00,2,3,2,17,8.50,0,66.7%,5.67,0,0,,0,2,12
9,2010,2010-12-09,13,23.082,IND,@,TEN,W 30-28,,17,49,2.88,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
10,2010,2010-12-19,14,23.092,IND,,JAX,W 34-24,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
