ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1996,1996-09-01,1,21.359,NYG,,BUF,L 20-23,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,3,56,18.67,0,4,113,28.25,1,1,6,0.0,,
2,1996,1996-09-08,2,22.000,NYG,@,DAL,L 0-27,,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,2,36,18.00,0,0,0,,0,0,0,0.0,,
3,1996,1996-09-15,3,22.007,NYG,,WAS,L 10-31,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,5,2.50,0,0,0,0.0,,
4,1996,1996-09-22,4,22.014,NYG,@,NYJ,W 13-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,3,37,12.33,0,0,0,0.0,,
5,1996,1996-09-29,5,22.021,NYG,,MIN,W 15-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,3,38,12.67,0,0,0,0.0,,
6,1996,1996-10-13,6,22.035,NYG,,PHI,L 10-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,12,12.00,0,5,96,19.20,1,1,6,0.0,,
7,1996,1996-10-20,7,22.042,NYG,@,WAS,L 21-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,40,13.33,0,1,9,9.00,0,0,0,0.0,,
8,1997,1997-08-31,1,22.357,NYG,,PHI,W 31-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,43,8.60,0,0,0,0.0,,
9,1997,1997-09-07,2,22.364,NYG,@,JAX,L 13-40,,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,42,10.50,0,0,0,0.0,,
10,1997,1997-09-14,3,23.006,NYG,,BAL,L 23-24,,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,29,7.25,0,0,0,0.0,,
11,1997,1997-09-21,4,23.013,NYG,@,STL,L 3-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,6,56,9.33,0,0,0,0.0,,
12,1997,1997-09-28,5,23.020,NYG,,NOR,W 14-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,76,25.33,0,0,0,0.0,,
13,1997,1997-10-05,6,23.027,NYG,,DAL,W 20-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,41,13.67,0,0,0,0.0,,
14,1997,1997-10-12,7,23.034,NYG,@,ARI,W 27-13,,3,1,24,24.00,0,33.3%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,10,5.00,0,0,0,0.0,,
15,1997,1997-10-19,8,23.041,NYG,@,DET,W 26-20,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,78,15.60,1,1,6,0.0,,
16,1997,1997-10-26,9,23.048,NYG,,CIN,W 29-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0,0.0,,
17,1997,1997-11-09,10,23.062,NYG,@,TEN,L 6-10,,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,13,4.33,0,0,0,0.0,,
18,1997,1997-11-16,11,23.069,NYG,,ARI,W 19-10,,2,2,64,32.00,1,100.0%,32.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,15,15.00,0,1,6,0.0,,
19,1997,1997-11-23,12,23.076,NYG,@,WAS,T 7-7,,2,2,42,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,1,0.50,0,0,0,0.0,,
20,1997,1997-11-30,13,23.083,NYG,,TAM,L 8-20,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,0,0.00,0,0,0,0.0,,
21,1997,1997-12-07,14,23.090,NYG,@,PHI,W 31-21,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,19,6.33,0,0,0,0.0,,
