ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-20,2,22.300,SDG,,BOS,L 28-33,2,34,17.00,0,0,0,,0,0,0,0,0,0
2,1964,1964-09-26,3,22.306,SDG,@,BUF,L 3-30,3,85,28.33,0,0,0,,0,0,0,1,6,0
3,1964,1964-10-03,4,22.313,SDG,@,NYJ,T 17-17,2,53,26.50,0,0,0,,0,0,0,0,0,0
4,1964,1964-10-09,5,22.319,SDG,@,BOS,W 26-17,0,0,,0,0,0,,0,0,0,1,0,0
5,1964,1964-10-18,6,22.328,SDG,,DEN,W 42-14,0,0,,0,0,0,,0,0,0,1,9,0
6,1964,1964-11-01,8,22.342,SDG,,OAK,W 31-17,0,0,,0,2,24,12.00,0,0,0,1,0,0
7,1964,1964-12-13,13,23.018,SDG,,KAN,L 6-49,,,,,,,,,,,0,9,0
8,1965,1965-09-19,2,23.298,SDG,@,OAK,W 17-6,0,0,,0,0,0,,0,0,0,1,29,0
9,1965,1965-09-26,3,23.305,SDG,,KAN,T 10-10,0,0,,0,2,20,10.00,0,0,0,0,0,0
10,1965,1965-10-10,5,23.319,SDG,@,BUF,W 34-3,0,0,,0,1,3,3.00,0,0,0,0,0,0
11,1965,1965-11-07,9,23.347,SDG,@,DEN,W 35-21,0,0,,0,0,0,,0,0,0,2,28,0
12,1965,1965-12-04,12,24.009,SDG,,NYJ,W 38-7,0,0,,0,1,2,2.00,0,1,6,2,51,1
13,1965,1965-12-12,13,24.017,SDG,@,HOU,W 37-26,0,0,,0,1,11,11.00,0,0,0,0,0,0
14,1966,1966-09-04,1,24.283,SDG,,BUF,W 27-7,0,0,,0,0,0,,0,0,0,1,21,0
15,1966,1966-09-10,2,24.289,SDG,,BOS,W 24-0,0,0,,0,0,0,,0,1,6,1,32,1
16,1966,1966-10-02,4,24.311,SDG,,MIA,W 44-10,0,0,,0,1,12,12.00,0,0,0,0,0,0
17,1966,1966-10-08,5,24.317,SDG,@,NYJ,L 16-17,0,0,,0,0,0,,0,0,0,1,6,0
18,1966,1966-10-16,6,24.325,SDG,@,BUF,T 17-17,0,0,,0,0,0,,0,0,0,1,0,0
19,1966,1966-10-23,7,24.332,SDG,@,BOS,L 17-35,0,0,,0,0,0,,0,0,0,1,11,0
20,1966,1966-10-30,8,24.339,SDG,,DEN,W 24-17,0,0,,0,1,3,3.00,0,0,0,0,0,0
21,1967,1967-09-09,1,25.288,SDG,,BOS,W 28-14,0,0,,0,0,0,,0,1,6,1,68,1
22,1967,1967-09-24,2,25.303,SDG,,HOU,W 13-3,0,0,,0,1,7,7.00,0,0,0,0,0,0
23,1967,1967-10-01,3,25.310,SDG,@,BUF,W 37-17,0,0,,0,0,0,,0,0,0,1,8,0
24,1967,1967-11-23,10,25.363,SDG,,DEN,W 24-20,0,0,,0,1,42,42.00,0,0,0,0,0,0
25,1967,1967-12-24,14,26.029,SDG,,NYJ,L 31-42,0,0,,0,1,-3,-3.00,0,0,0,0,0,0
26,1968,1968-09-21,2,26.301,SDG,,HOU,W 30-14,0,0,,0,2,10,5.00,0,0,0,0,0,0
27,1968,1968-09-29,3,26.309,SDG,@,CIN,W 31-10,0,0,,0,0,0,,0,0,0,1,10,0
28,1968,1968-10-05,4,26.315,SDG,@,NYJ,L 20-23,0,0,,0,1,0,0.00,0,0,0,0,0,0
29,1968,1968-10-13,5,26.323,SDG,@,OAK,W 23-14,0,0,,0,3,14,4.67,0,0,0,1,42,0
30,1968,1968-10-20,6,26.330,SDG,,DEN,W 55-24,0,0,,0,0,0,,0,0,0,1,10,0
31,1968,1968-11-03,8,26.344,SDG,,MIA,W 34-28,0,0,,0,2,32,16.00,0,0,0,0,0,0
32,1968,1968-11-10,9,26.351,SDG,@,BOS,W 27-17,0,0,,0,2,0,0.00,0,0,0,0,0,0
33,1968,1968-11-17,10,26.358,SDG,@,BUF,W 21-6,0,0,,0,0,0,,0,0,0,1,25,0
34,1968,1968-11-24,11,26.365,SDG,,NYJ,L 15-37,0,0,,0,0,0,,0,0,0,1,0,0
35,1968,1968-12-15,14,27.020,SDG,,OAK,L 27-34,0,0,,0,3,5,1.67,0,0,0,0,0,0
36,1969,1969-09-28,3,27.307,SDG,,NYJ,W 34-27,0,0,,0,1,6,6.00,0,0,0,0,0,0
37,1969,1969-10-11,5,27.320,SDG,@,MIA,W 21-14,0,0,,0,0,0,,0,1,6,1,65,1
38,1969,1969-10-26,7,27.335,SDG,,OAK,L 12-24,0,0,,0,1,0,0.00,0,0,0,0,0,0
39,1969,1969-11-23,11,27.363,SDG,,DEN,W 45-24,0,0,,0,0,0,,0,0,0,2,36,0
40,1969,1969-11-27,12,28.002,SDG,@,HOU,W 21-17,0,0,,0,0,0,,0,1,6,1,11,1
41,1969,1969-12-07,13,28.012,SDG,,BOS,W 28-18,0,0,,0,1,9,9.00,0,0,0,0,0,0
42,1970,1970-09-20,1,28.299,CIN,,OAK,W 31-21,0,0,,0,1,41,41.00,0,0,0,1,0,0
