ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2008,2008-09-07,1,25.041,HOU,@,PIT,L 17-38,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,0.0,1,0
19,2008,2008-09-21,2,25.055,HOU,@,TEN,L 12-31,,,,,,,0.0%,,,,,,,,,,,,,,
20,2008,2008-09-28,3,25.062,HOU,@,JAX,L 27-30,,,,,,,0.0%,,,,,,,,,,,,,,
21,2008,2008-10-05,4,25.069,HOU,,IND,L 27-31,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2008,2008-10-12,5,25.076,HOU,,MIA,W 29-28,,1,,,,,0.0%,,,,,,,,,,,,,,
23,2008,2008-10-19,6,25.083,HOU,,DET,W 28-21,,,,,,,0.0%,,,,,,,,,,,,,,
24,2008,2008-10-26,7,25.090,HOU,,CIN,W 35-6,,2,2,28,14.00,1,100.0%,14.00,0,0,,0,0,0,,0,1,6,0.0,0,0
25,2008,2008-11-02,8,25.097,HOU,@,MIN,L 21-28,,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
26,2008,2008-11-09,9,25.104,HOU,,BAL,L 13-41,,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2008,2008-11-16,10,25.111,HOU,@,IND,L 27-33,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,0.0,1,0
28,2008,2008-11-23,11,25.118,HOU,@,CLE,W 16-6,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2008,2008-12-01,12,25.126,HOU,,JAX,W 30-17,,0,,,,,0.0%,,,,,,,,,,,,,,
30,2008,2008-12-07,13,25.132,HOU,@,GNB,W 24-21,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,0.0,0,1
31,2008,2008-12-14,14,25.139,HOU,,TEN,W 13-12,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2008,2008-12-21,15,25.146,HOU,@,OAK,L 16-27,,2,1,65,65.00,0,50.0%,32.50,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2008,2008-12-28,16,25.153,HOU,,CHI,W 31-24,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2009,2009-09-13,1,26.047,HOU,,NYJ,L 7-24,,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2009,2009-09-20,2,26.054,HOU,@,TEN,W 34-31,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2009,2009-09-27,3,26.061,HOU,,JAX,L 24-31,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2009,2009-10-04,4,26.068,HOU,,OAK,W 29-6,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2009,2009-10-11,5,26.075,HOU,@,ARI,L 21-28,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2009,2009-10-18,6,26.082,HOU,@,CIN,W 28-17,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2009,2009-10-25,7,26.089,HOU,,SFO,W 24-21,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2009,2009-11-01,8,26.096,HOU,@,BUF,W 31-10,*,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2009,2009-11-08,9,26.103,HOU,@,IND,L 17-20,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,0,0,0.0,1,0
43,2009,2009-11-23,10,26.118,HOU,,TEN,L 17-20,,5,5,52,10.40,0,100.0%,10.40,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2009,2009-11-29,11,26.124,HOU,,IND,L 27-35,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2009,2009-12-06,12,26.131,HOU,@,JAX,L 18-23,,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2009,2009-12-13,13,26.138,HOU,,SEA,W 34-7,*,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2009,2009-12-20,14,26.145,HOU,@,STL,W 16-13,*,5,5,34,6.80,0,100.0%,6.80,0,0,,0,0,0,,0,0,0,0.0,1,0
48,2009,2009-12-27,15,26.152,HOU,@,MIA,W 27-20,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0.0,1,0
49,2009,2010-01-03,16,26.159,HOU,,NWE,W 34-27,*,2,,,,,0.0%,,,,,,,,,,,,,,
50,2010,2010-09-12,1,27.046,HOU,,IND,W 34-24,,,,,,,0.0%,,,,,,,,,,,,,,
51,2010,2010-09-19,2,27.053,HOU,@,WAS,W 30-27,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2010,2010-09-26,3,27.060,HOU,,DAL,L 13-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2010,2010-10-03,4,27.067,HOU,@,OAK,W 31-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2010,2010-10-10,5,27.074,HOU,,NYG,L 10-34,,2,1,0,0.00,0,50.0%,0.00,0,0,,0,4,26,6.50,0,0,0,0.0,0,0
55,2010,2010-10-17,6,27.081,HOU,,KAN,W 35-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2010,2010-11-01,7,27.096,HOU,@,IND,L 17-30,,,,,,,0.0%,,,,,,,,,,,,,,
57,2010,2010-11-07,8,27.102,HOU,,SDG,L 23-29,,,,,,,0.0%,,,,,,,,,,,,,,
58,2010,2010-11-14,9,27.109,HOU,@,JAX,L 24-31,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2010,2010-11-21,10,27.116,HOU,@,NYJ,L 27-30,*,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0,0.0,1,0
60,2010,2010-12-02,12,27.127,HOU,@,PHI,L 24-34,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2010,2010-12-13,13,27.138,HOU,,BAL,L 28-34,,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2011,2011-09-18,2,28.052,HOU,@,MIA,W 23-13,,,,,,,0.0%,,,,,,,,,,,,,,
63,2011,2011-10-09,5,28.073,HOU,,OAK,L 20-25,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2011,2011-11-13,9,28.108,WAS,@,MIA,L 9-20,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,0.0,1,0
65,2011,2011-11-20,10,28.115,WAS,,DAL,L 24-27,,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,0.0,1,0
66,2011,2011-12-04,12,28.129,WAS,,NYJ,L 19-34,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,0.0,0,0
67,2011,2011-12-11,13,28.136,WAS,,NWE,L 27-34,,3,2,12,6.00,1,66.7%,4.00,0,0,,0,0,0,,0,1,6,0.0,0,0
