ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
24,1980,1980-10-26,8,24.043,BUF,,NWE,W 31-13,,,,,,,,,,,,
25,1980,1980-11-02,9,24.050,BUF,,ATL,L 14-30,,,,,,,,,,,,
26,1980,1980-11-09,10,24.057,BUF,@,NYJ,W 31-24,,,,,,,,,,,,
27,1980,1980-11-16,11,24.064,BUF,@,CIN,W 14-0,,,,,,,,,,,,
28,1980,1980-11-23,12,24.071,BUF,,PIT,W 28-13,,,,,,,,,,,,
29,1980,1980-11-30,13,24.078,BUF,@,BAL,L 24-28,,,,,,,,,,,,
30,1980,1980-12-07,14,24.085,BUF,,RAM,W 10-7,,,,,,,,,,,,
31,1980,1980-12-14,15,24.092,BUF,@,NWE,L 2-24,,,,,,,,,,,,
32,1980,1980-12-21,16,24.099,BUF,@,SFO,W 18-13,,,,,,,,,,,,
33,1981,1981-09-06,1,24.358,BUF,,NYJ,W 31-0,0,0,,0,,,,,,,,
34,1981,1981-09-13,2,25.000,BUF,@,BAL,W 35-3,0,0,,0,,,,,,,,
35,1981,1981-09-17,3,25.004,BUF,,PHI,L 14-20,0,0,,0,0,0,,0,0.0,1,12,0
36,1981,1981-09-27,4,25.014,BUF,@,CIN,L 24-27,1,6,6.00,0,0,0,,0,0.0,0,0,0
37,1981,1981-10-04,5,25.021,BUF,,BAL,W 23-17,0,0,,0,,,,,,,,
38,1981,1981-10-12,6,25.029,BUF,,MIA,W 31-21,0,0,,0,,,,,,,,
39,1981,1981-10-18,7,25.035,BUF,@,NYJ,L 14-33,0,0,,0,,,,,,,,
40,1981,1981-10-25,8,25.042,BUF,,DEN,W 9-7,0,0,,0,,,,,,,,
41,1981,1981-11-01,9,25.049,BUF,,CLE,W 22-13,0,0,,0,,,,,,,,
42,1981,1981-11-09,10,25.057,BUF,@,DAL,L 14-27,0,0,,0,,,,,,,,
43,1981,1981-11-15,11,25.063,BUF,@,STL,L 0-24,0,0,,0,,,,,,,,
44,1981,1981-11-22,12,25.070,BUF,,NWE,W 20-17,0,0,,0,,,,,,,,
45,1981,1981-11-29,13,25.077,BUF,,WAS,W 21-14,0,0,,0,,,,,,,,
46,1981,1981-12-06,14,25.084,BUF,@,SDG,W 28-27,0,0,,0,,,,,,,,
47,1981,1981-12-13,15,25.091,BUF,@,NWE,W 19-10,0,0,,0,,,,,,,,
48,1981,1981-12-19,16,25.097,BUF,@,MIA,L 6-16,0,0,,0,,,,,,,,
49,1982,1982-09-16,2,26.003,MIN,@,BUF,L 22-23,,,,,0,0,,0,,,,
50,1982,1982-11-21,3,26.069,MIN,@,GNB,L 7-26,,,,,0,0,,0,,,,
51,1982,1982-11-28,4,26.076,MIN,,CHI,W 35-7,0,0,,0,0,0,,0,0.5,0,0,0
52,1982,1982-12-05,5,26.083,MIN,@,MIA,L 14-22,,,,,0,0,,0,,,,
53,1982,1982-12-12,6,26.090,MIN,,BAL,W 13-10,,,,,0,0,,0,,,,
54,1982,1982-12-19,7,26.097,MIN,@,DET,W 34-31,,,,,0,0,,0,,,,
55,1982,1982-12-26,8,26.104,MIN,,NYJ,L 14-42,0,0,,0,2,17,8.50,0,0.0,0,0,0
56,1982,1983-01-03,9,26.112,MIN,,DAL,W 31-27,,,,,0,0,,0,,,,
57,1983,1983-09-04,1,26.356,MIN,@,CLE,W 27-21,0,0,,0,4,24,6.00,0,0.0,1,19,0
58,1983,1983-09-08,2,26.360,MIN,,SFO,L 17-48,0,0,,0,1,9,9.00,0,0.0,0,0,0
59,1983,1983-09-18,3,27.005,MIN,@,TAM,W 19-16,0,0,,0,2,16,8.00,0,0.0,0,0,0
60,1983,1983-09-25,4,27.012,MIN,,DET,W 20-17,1,30,30.00,0,1,0,0.00,0,0.0,1,13,0
61,1983,1983-10-02,5,27.019,MIN,,DAL,L 24-37,0,0,,0,2,5,2.50,0,0.0,0,0,0
62,1983,1983-10-09,6,27.026,MIN,@,CHI,W 23-14,0,0,,0,1,0,0.00,0,0.0,1,6,0
63,1983,1983-10-16,7,27.033,MIN,,HOU,W 34-14,0,0,,0,1,4,4.00,0,0.0,0,0,0
64,1983,1983-10-23,8,27.040,MIN,@,GNB,W 20-17,0,0,,0,0,0,,0,,,,
65,1983,1983-10-30,9,27.047,MIN,@,STL,L 31-41,0,0,,0,0,0,,0,,,,
66,1983,1983-11-06,10,27.054,MIN,,TAM,L 12-17,1,14,14.00,0,5,60,12.00,0,0.0,0,0,0
67,1983,1983-11-13,11,27.061,MIN,,GNB,L 21-29,0,0,,0,2,15,7.50,0,0.0,0,0,0
68,1983,1983-11-20,12,27.068,MIN,@,PIT,W 17-14,0,0,,0,2,25,12.50,0,0.0,0,0,0
69,1983,1983-12-11,15,27.089,MIN,,CHI,L 13-19,0,0,,0,0,0,,0,,,,
70,1983,1983-12-17,16,27.095,MIN,,CIN,W 20-14,0,0,,0,0,0,,0,,,,
71,1984,1984-09-02,1,27.355,MIN,,SDG,L 13-42,0,0,,0,0,0,,0,,,,
72,1984,1984-09-09,2,27.362,MIN,@,PHI,L 17-19,3,47,15.67,0,2,9,4.50,0,0.0,0,0,0
73,1984,1984-09-16,3,28.003,MIN,,ATL,W 27-20,0,0,,0,0,0,,0,,,,
74,1984,1984-09-23,4,28.010,MIN,@,DET,W 29-28,0,0,,0,0,0,,0,,,,
75,1984,1984-09-30,5,28.017,MIN,,SEA,L 12-20,0,0,,0,0,0,,0,0.0,1,0,0
76,1984,1984-10-07,6,28.024,MIN,@,TAM,L 31-35,0,0,,0,0,0,,0,,,,
77,1984,1984-10-14,7,28.031,MIN,@,RAI,L 20-23,0,0,,0,0,0,,0,,,,
78,1984,1984-10-21,8,28.038,MIN,,DET,L 14-16,0,0,,0,0,0,,0,,,,
79,1984,1984-10-28,9,28.045,MIN,@,CHI,L 7-16,0,0,,0,0,0,,0,,,,
80,1984,1984-11-04,10,28.052,MIN,,TAM,W 27-24,0,0,,0,0,0,,0,1.0,0,0,0
81,1984,1984-11-11,11,28.059,MIN,@,GNB,L 17-45,0,0,,0,0,0,,0,,,,
82,1984,1984-11-18,12,28.066,MIN,@,DEN,L 21-42,0,0,,0,0,0,,0,,,,
83,1984,1984-11-25,13,28.073,MIN,,CHI,L 3-34,0,0,,0,0,0,,0,,,,
84,1984,1984-11-29,14,28.077,MIN,,WAS,L 17-31,0,0,,0,0,0,,0,,,,
85,1984,1984-12-08,15,28.086,MIN,@,SFO,L 7-51,0,0,,0,0,0,,0,,,,
86,1984,1984-12-16,16,28.094,MIN,,GNB,L 14-38,0,0,,0,0,0,,0,0.0,2,7,0
87,1985,1985-09-08,1,28.360,MIN,,SFO,W 28-21,0,0,,0,0,0,,0,0.0,1,0,0
88,1985,1985-09-15,2,29.002,MIN,@,TAM,W 31-16,0,0,,0,,,,,,,,
89,1985,1985-09-19,3,29.006,MIN,,CHI,L 24-33,0,0,,0,,,,,,,,
90,1985,1985-09-29,4,29.016,MIN,@,BUF,W 27-20,0,0,,0,,,,,,,,
91,1985,1985-10-06,5,29.023,MIN,@,RAM,L 10-13,0,0,,0,,,,,,,,
92,1985,1985-10-13,6,29.030,MIN,@,GNB,L 17-20,2,33,16.50,0,0,0,,0,0.0,0,0,0
93,1985,1985-10-20,7,29.037,MIN,,SDG,W 21-17,0,0,,0,0,0,,0,1.0,1,27,0
94,1985,1985-10-27,8,29.044,MIN,@,CHI,L 9-27,0,0,,0,,,,,,,,
95,1985,1985-11-03,9,29.051,MIN,,DET,W 16-13,0,0,,0,,,,,,,,
96,1985,1985-11-10,10,29.058,MIN,,GNB,L 17-27,0,0,,0,,,,,,,,
97,1985,1985-11-17,11,29.065,MIN,@,DET,L 21-41,0,0,,0,,,,,,,,
98,1986,1986-09-07,1,29.359,MIN,,DET,L 10-13,0,0,,0,2,13,6.50,0,0.0,0,0,0
99,1986,1986-09-14,2,30.001,MIN,@,TAM,W 23-10,0,0,,0,3,17,5.67,0,0.0,0,0,0
100,1986,1986-09-21,3,30.008,MIN,,PIT,W 31-7,0,0,,0,2,25,12.50,0,0.0,0,0,0
101,1986,1986-09-28,4,30.015,MIN,,GNB,W 42-7,0,0,,0,1,9,9.00,0,0.0,0,0,0
102,1986,1986-10-05,5,30.022,MIN,@,CHI,L 0-23,2,49,24.50,0,0,0,,0,0.0,0,0,0
103,1986,1986-10-12,6,30.029,MIN,@,SFO,W 27-24,6,168,28.00,0,1,10,10.00,0,0.0,0,0,0
104,1986,1986-10-19,7,30.036,MIN,,CHI,W 23-7,2,37,18.50,0,1,15,15.00,0,0.0,0,0,0
105,1986,1986-10-26,8,30.043,MIN,,CLE,L 20-23,4,84,21.00,0,4,28,7.00,0,0.0,0,0,0
106,1986,1986-11-02,9,30.050,MIN,@,WAS,L 38-44,6,109,18.17,0,3,12,4.00,0,0.0,1,12,0
107,1986,1986-11-09,10,30.057,MIN,@,DET,W 24-10,2,47,23.50,0,2,8,4.00,0,0.0,0,0,0
108,1986,1986-11-16,11,30.064,MIN,,NYG,L 20-22,2,45,22.50,0,2,16,8.00,0,0.0,0,0,0
109,1986,1986-11-23,12,30.071,MIN,@,CIN,L 20-24,2,60,30.00,0,0,0,,0,0.0,0,0,0
110,1986,1986-11-30,13,30.078,MIN,,TAM,W 45-13,1,28,28.00,0,2,9,4.50,0,0.0,0,0,0
111,1986,1986-12-07,14,30.085,MIN,@,GNB,W 32-6,1,26,26.00,0,0,0,,0,0.0,0,0,0
112,1986,1986-12-14,15,30.092,MIN,@,HOU,L 10-23,3,52,17.33,0,0,0,,0,0.0,0,0,0
113,1986,1986-12-21,16,30.099,MIN,,NOR,W 33-17,0,0,,0,0,0,,0,,,,
114,1987,1987-10-04,3,31.021,MIN,,GNB,L 16-23,5,77,15.40,0,3,47,15.67,0,0.0,0,0,0
115,1987,1987-10-11,4,31.028,MIN,@,CHI,L 7-27,3,50,16.67,0,1,21,21.00,0,0.0,0,0,0
116,1987,1987-10-18,5,31.035,MIN,@,TAM,L 10-20,2,42,21.00,0,3,18,6.00,0,0.0,0,0,0
