ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
23,2010,2010-11-07,8,22.163,MIN,,ARI,W 27-24,*,12,9,126,14.00,0,75.0%,10.50,0,0,,0,5,88,17.60,0,,0,0,0.0,0,0
24,2010,2010-11-14,9,22.170,MIN,@,CHI,L 13-27,*,6,4,64,16.00,1,66.7%,10.67,0,0,,0,6,151,25.17,0,,1,6,0.0,1,0
25,2010,2010-11-21,10,22.177,MIN,,GNB,L 3-31,*,5,2,12,6.00,0,40.0%,2.40,2,18,9.00,0,4,69,17.25,0,,0,0,0.0,0,0
26,2010,2010-11-28,11,22.184,MIN,@,WAS,W 17-13,*,5,5,32,6.40,0,100.0%,6.40,3,14,4.67,0,4,78,19.50,0,,0,0,0.0,0,0
27,2010,2010-12-20,14,22.206,MIN,,CHI,L 14-40,,7,5,72,14.40,1,71.4%,10.29,1,-1,-1.00,0,0,0,,0,,1,6,0.0,0,0
28,2010,2010-12-28,15,22.214,MIN,@,PHI,W 24-14,*,8,7,100,14.29,0,87.5%,12.50,2,6,3.00,0,0,0,,0,,0,0,0.0,0,0
29,2010,2011-01-02,16,22.219,MIN,@,DET,L 13-20,*,14,8,69,8.63,0,57.1%,4.93,2,-4,-2.00,0,0,0,,0,,0,0,0.0,0,0
30,2011,2011-09-11,1,23.106,MIN,@,SDG,L 17-24,*,4,2,7,3.50,0,50.0%,1.75,4,15,3.75,0,1,103,103.00,1,,0,6,0.0,0,0
31,2011,2011-09-18,2,23.113,MIN,,TAM,L 20-24,,9,7,76,10.86,0,77.8%,8.44,2,18,9.00,0,1,2,2.00,0,,0,0,0.0,0,0
32,2011,2011-09-25,3,23.120,MIN,,DET,L 23-26,*,5,3,47,15.67,0,60.0%,9.40,2,41,20.50,0,2,47,23.50,0,,0,0,0.0,0,0
33,2011,2011-10-02,4,23.127,MIN,@,KAN,L 17-22,*,7,5,42,8.40,0,71.4%,6.00,4,67,16.75,0,1,25,25.00,0,,0,0,0.0,0,0
34,2011,2011-10-09,5,23.134,MIN,,ARI,W 34-10,*,2,1,11,11.00,0,50.0%,5.50,1,12,12.00,0,0,0,,0,,0,0,0.0,0,0
35,2011,2011-10-16,6,23.141,MIN,@,CHI,L 10-39,*,9,7,78,11.14,0,77.8%,8.67,1,5,5.00,0,2,48,24.00,0,,0,0,0.0,0,0
36,2011,2011-10-23,7,23.148,MIN,,GNB,L 27-33,*,3,2,15,7.50,0,66.7%,5.00,2,8,4.00,0,2,55,27.50,0,,0,0,0.0,0,0
37,2011,2011-10-30,8,23.155,MIN,@,CAR,W 24-21,,5,4,58,14.50,0,80.0%,11.60,4,19,4.75,1,0,0,,0,,1,6,0.0,1,0
38,2011,2011-11-14,9,23.170,MIN,@,GNB,L 7-45,*,8,6,52,8.67,0,75.0%,6.50,3,18,6.00,0,0,0,,0,,0,0,0.0,0,0
39,2011,2011-11-20,10,23.176,MIN,,OAK,L 21-27,*,8,6,73,12.17,1,75.0%,9.13,5,21,4.20,0,1,14,14.00,0,,1,6,0.0,0,0
40,2011,2011-11-27,11,23.183,MIN,@,ATL,L 14-24,*,8,8,95,11.88,1,100.0%,11.88,5,11,2.20,0,1,104,104.00,0,,1,6,0.0,0,0
41,2011,2011-12-04,12,23.190,MIN,,DEN,L 32-35,*,9,8,156,19.50,2,88.9%,17.33,5,19,3.80,0,0,0,,0,,2,12,0.0,0,0
42,2011,2011-12-11,13,23.197,MIN,@,DET,L 28-34,*,15,10,69,6.90,1,66.7%,4.60,4,40,10.00,0,1,47,47.00,0,,1,6,0.0,0,0
43,2011,2011-12-18,14,23.204,MIN,,NOR,L 20-42,*,7,3,8,2.67,0,42.9%,1.14,1,-1,-1.00,0,1,28,28.00,0,,0,0,0.0,0,0
44,2011,2011-12-24,15,23.210,MIN,@,WAS,W 33-26,*,6,5,65,13.00,1,83.3%,10.83,4,39,9.75,0,3,47,15.67,0,,1,6,0.0,0,0
45,2011,2012-01-01,16,23.218,MIN,,CHI,L 13-17,*,16,10,115,11.50,0,62.5%,7.19,5,13,2.60,1,0,0,,0,,1,6,0.0,0,0
46,2012,2012-09-09,1,24.104,MIN,,JAX,W 26-23,*,8,6,84,14.00,0,75.0%,10.50,5,20,4.00,0,3,88,29.33,0,,0,0,0.0,0,0
47,2012,2012-09-16,2,24.111,MIN,@,IND,L 20-23,*,13,12,104,8.67,0,92.3%,8.00,2,13,6.50,0,2,78,39.00,0,,0,0,0.0,0,0
48,2012,2012-09-23,3,24.118,MIN,,SFO,W 24-13,*,11,9,89,9.89,0,81.8%,8.09,1,9,9.00,0,3,74,24.67,0,,0,0,0.0,0,0
49,2012,2012-09-30,4,24.125,MIN,@,DET,W 20-13,*,6,3,22,7.33,0,50.0%,3.67,3,12,4.00,0,1,105,105.00,1,,0,6,0.0,0,0
50,2012,2012-10-07,5,24.132,MIN,,TEN,W 30-7,*,10,8,108,13.50,1,80.0%,10.80,2,8,4.00,1,0,0,,0,,2,12,0.0,0,0
51,2012,2012-10-14,6,24.139,MIN,@,WAS,L 26-38,*,14,11,133,12.09,0,78.6%,9.50,2,1,0.50,0,3,100,33.33,0,,0,0,0.0,0,0
52,2012,2012-10-21,7,24.146,MIN,,ARI,W 21-14,,5,4,37,9.25,1,80.0%,7.40,2,10,5.00,0,2,47,23.50,0,,1,6,0.0,0,0
53,2012,2012-10-25,8,24.150,MIN,,TAM,L 17-36,*,12,7,90,12.86,1,58.3%,7.50,1,-1,-1.00,0,1,43,43.00,0,,1,6,0.0,0,0
54,2012,2012-11-04,9,24.160,MIN,@,SEA,L 20-30,*,6,2,10,5.00,0,33.3%,1.67,4,24,6.00,0,1,39,39.00,0,,0,0,0.0,0,0
55,2013,2013-11-17,11,25.173,SEA,,MIN,W 41-20,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,1,58,58.00,0,,0,0,0.0,0,0
56,2014,2014-09-04,1,26.099,SEA,,GNB,W 36-16,*,7,7,59,8.43,0,100.0%,8.43,4,41,10.25,0,3,60,20.00,0,,0,0,0.0,0,0
57,2014,2014-09-14,2,26.109,SEA,@,SDG,L 21-30,*,1,1,5,5.00,0,100.0%,5.00,2,45,22.50,1,3,68,22.67,0,,1,6,0.0,0,0
58,2014,2014-09-21,3,26.116,SEA,,DEN,W 26-20,,9,7,42,6.00,0,77.8%,4.67,0,0,,0,1,13,13.00,0,,0,0,0.0,1,0
59,2014,2014-10-06,4,26.131,SEA,@,WAS,W 27-17,*,5,4,27,6.75,0,80.0%,5.40,2,7,3.50,0,0,0,,0,,0,0,0.0,0,0
60,2014,2014-10-12,5,26.137,SEA,,DAL,L 23-30,*,4,3,0,0.00,0,75.0%,0.00,3,-1,-0.33,0,5,142,28.40,0,,0,0,0.0,0,0
61,2014,2014-10-26,8,26.151,NYJ,,BUF,L 23-43,*,9,3,22,7.33,0,33.3%,2.44,4,28,7.00,0,6,144,24.00,0,,0,0,0.0,1,0
62,2014,2014-11-02,9,26.158,NYJ,@,KAN,L 10-24,*,13,11,129,11.73,0,84.6%,9.92,1,8,8.00,0,2,88,44.00,0,,0,0,0.0,0,0
63,2014,2014-11-09,10,26.165,NYJ,,PIT,W 20-13,*,5,3,23,7.67,0,60.0%,4.60,6,33,5.50,0,1,19,19.00,0,,0,0,0.0,0,0
64,2014,2014-11-24,11,26.180,NYJ,@,BUF,L 3-38,*,5,1,2,2.00,0,20.0%,0.40,0,0,,0,5,83,16.60,0,,0,0,0.0,0,0
65,2014,2014-12-01,12,26.187,NYJ,,MIA,L 13-16,*,3,1,6,6.00,0,33.3%,2.00,6,27,4.50,0,0,0,,0,,0,0,0.0,0,0
66,2014,2014-12-07,13,26.193,NYJ,@,MIN,L 24-30,*,9,6,124,20.67,1,66.7%,13.78,2,3,1.50,0,4,109,27.25,0,,1,6,0.0,0,0
67,2014,2014-12-14,14,26.200,NYJ,@,TEN,W 16-11,*,3,0,0,,0,0.0%,0.00,1,10,10.00,0,1,33,33.00,0,,0,0,0.0,0,0
68,2014,2014-12-21,15,26.207,NYJ,,NWE,L 16-17,*,5,4,44,11.00,0,80.0%,8.80,2,1,0.50,0,1,19,19.00,0,,0,0,0.0,0,0
69,2015,2015-09-13,1,27.108,BUF,,IND,W 27-14,*,5,5,79,15.80,1,100.0%,15.80,1,9,9.00,0,0,0,,0,,1,6,0.0,0,0
70,2015,2015-09-20,2,27.115,BUF,,NWE,L 32-40,*,5,4,47,11.75,0,80.0%,9.40,1,7,7.00,0,2,45,22.50,0,,0,0,0.0,0,0
71,2015,2015-09-27,3,27.122,BUF,@,MIA,W 41-14,*,8,7,66,9.43,0,87.5%,8.25,2,16,8.00,0,0,0,,0,,0,0,0.0,0,0
72,2015,2015-10-04,4,27.129,BUF,,NYG,L 10-24,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,2,39,19.50,0,,0,0,0.0,0,0
73,2015,2015-10-11,5,27.136,BUF,@,TEN,W 14-13,*,4,0,0,,0,0.0%,0.00,1,-1,-1.00,0,1,24,24.00,0,,0,0,0.0,0,0
74,2016,2016-11-07,9,28.163,BUF,@,SEA,L 25-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
75,2016,2016-11-20,10,28.176,BUF,@,CIN,W 16-12,*,4,2,6,3.00,0,50.0%,1.50,1,11,11.00,0,0,0,,0,,0,0,0.0,0,0
