ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,21.108,MIN,@,CLE,W 34-20,,4,3,36,12.00,1,75.0%,9.00,2,22,11.00,0,3,99,33.00,0,,1,6,0.0,0,0
2,2009,2009-09-20,2,21.115,MIN,@,DET,W 27-13,,5,5,41,8.20,1,100.0%,8.20,2,14,7.00,0,3,79,26.33,0,,1,6,0.0,0,0
3,2009,2009-09-27,3,21.122,MIN,,SFO,W 27-24,,9,4,51,12.75,0,44.4%,5.67,1,-8,-8.00,0,4,180,45.00,1,,1,6,0.0,0,0
4,2009,2009-10-05,4,21.130,MIN,,GNB,W 30-23,*,2,2,39,19.50,0,100.0%,19.50,0,0,,0,3,52,17.33,0,,0,0,0.0,0,0
5,2009,2009-10-11,5,21.136,MIN,@,STL,W 38-10,*,5,4,66,16.50,0,80.0%,13.20,0,0,,0,1,27,27.00,0,,0,0,0.0,0,0
6,2009,2009-10-18,6,21.143,MIN,,BAL,W 33-31,,4,2,10,5.00,0,50.0%,2.50,1,2,2.00,0,4,81,20.25,0,,0,0,0.0,0,0
7,2009,2009-10-25,7,21.150,MIN,@,PIT,L 17-27,*,10,3,42,14.00,0,30.0%,4.20,1,7,7.00,0,5,167,33.40,1,,1,6,0.0,0,0
8,2009,2009-11-01,8,21.157,MIN,@,GNB,W 38-26,,7,5,84,16.80,1,71.4%,12.00,1,2,2.00,0,5,175,35.00,0,,1,6,0.0,0,0
9,2009,2009-11-15,9,21.171,MIN,,DET,W 27-10,*,4,3,53,17.67,0,75.0%,13.25,1,7,7.00,0,1,29,29.00,0,,0,0,0.0,0,0
10,2009,2009-11-22,10,21.178,MIN,,SEA,W 35-9,*,5,5,79,15.80,1,100.0%,15.80,0,0,,0,2,35,17.50,0,,1,6,0.0,0,0
11,2009,2009-11-29,11,21.185,MIN,,CHI,W 36-10,,8,6,101,16.83,1,75.0%,12.63,2,45,22.50,0,0,0,,0,,1,6,0.0,0,0
12,2009,2009-12-06,12,21.192,MIN,@,ARI,L 17-30,*,7,6,79,13.17,1,85.7%,11.29,2,22,11.00,0,3,62,20.67,0,,1,6,0.0,0,0
13,2009,2009-12-20,14,21.206,MIN,@,CAR,L 7-26,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,2,31,15.50,0,,0,0,0.0,1,0
14,2009,2009-12-28,15,21.214,MIN,@,CHI,L 30-36,,8,4,40,10.00,0,50.0%,5.00,1,0,0.00,0,6,139,23.17,0,,0,0,0.0,0,0
15,2009,2010-01-03,16,21.220,MIN,,NYG,W 44-7,*,10,7,59,8.43,0,70.0%,5.90,1,22,22.00,0,0,0,,0,,0,0,0.0,0,0
16,2010,2010-09-09,1,22.104,MIN,@,NOR,L 9-14,*,5,1,12,12.00,0,20.0%,2.40,1,2,2.00,0,2,41,20.50,0,,0,0,0.0,0,0
17,2010,2010-09-19,2,22.114,MIN,,MIA,L 10-14,*,7,5,32,6.40,0,71.4%,4.57,0,0,,0,2,44,22.00,0,,0,0,0.0,1,0
18,2010,2010-09-26,3,22.121,MIN,,DET,W 24-10,*,8,6,62,10.33,1,75.0%,7.75,2,13,6.50,0,2,41,20.50,0,,1,6,0.0,1,0
19,2010,2010-10-11,4,22.136,MIN,@,NYJ,L 20-29,*,10,5,97,19.40,2,50.0%,9.70,0,0,,0,7,175,25.00,0,,2,12,0.0,0,0
20,2010,2010-10-17,5,22.142,MIN,,DAL,W 24-21,*,6,3,21,7.00,0,50.0%,3.50,2,18,9.00,0,3,134,44.67,1,,1,6,0.0,0,0
21,2010,2010-10-24,6,22.149,MIN,@,GNB,L 24-28,*,8,5,65,13.00,0,62.5%,8.13,3,41,13.67,1,3,81,27.00,0,,1,6,0.0,0,0
22,2010,2010-10-31,7,22.156,MIN,@,NWE,L 18-28,*,8,6,104,17.33,0,75.0%,13.00,0,0,,0,2,31,15.50,0,1,0,2,0.0,0,0
