ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2017,2017-09-10,1,22.126,CLE,,PIT,L 18-21,,1,1,100.0,1,1,100.0,0,4,0,0,,0
2,2017,2017-09-17,2,22.133,CLE,@,BAL,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
3,2017,2017-09-24,3,22.140,CLE,@,IND,L 28-31,,4,4,100.0,,,,0,4,0,0,,0
4,2017,2017-10-01,4,22.147,CLE,,CIN,L 7-31,,1,1,100.0,,1,0.0,0,1,0,0,,0
5,2017,2017-10-08,5,22.154,CLE,,NYJ,L 14-17,,2,2,100.0,,2,0.0,0,2,0,0,,0
6,2017,2017-10-15,6,22.161,CLE,@,HOU,L 17-33,,2,2,100.0,1,1,100.0,0,5,0,0,,0
7,2017,2017-10-22,7,22.168,CLE,,TEN,L 9-12,,,,,3,3,100.0,0,9,0,0,,0
8,2017,2017-10-29,8,22.175,CLE,,MIN,L 16-33,,1,2,50.0,1,2,50.0,0,4,0,0,,0
9,2017,2017-11-12,9,22.189,CLE,@,DET,L 24-38,,3,3,100.0,1,1,100.0,0,6,0,0,,0
10,2017,2017-11-19,10,22.196,CLE,,JAX,L 7-19,,1,1,100.0,,,,0,1,0,0,,0
11,2017,2017-11-26,11,22.203,CLE,@,CIN,L 16-30,,1,1,100.0,3,4,75.0,0,10,1,16,16.00,0
12,2017,2017-12-03,12,22.210,CLE,@,LAC,L 10-19,,1,1,100.0,1,1,100.0,0,4,0,0,,0
13,2017,2017-12-10,13,22.217,CLE,,GNB,L 21-27,,3,3,100.0,,,,0,3,0,0,,0
14,2017,2017-12-17,14,22.224,CLE,,BAL,L 10-27,,1,1,100.0,1,1,100.0,0,4,0,0,,0
15,2017,2017-12-24,15,22.231,CLE,@,CHI,L 3-20,,,,,1,1,100.0,0,3,0,0,,0
16,2017,2017-12-31,16,22.238,CLE,@,PIT,L 24-28,,3,3,100.0,1,1,100.0,0,6,0,0,,0
17,2018,2018-09-09,1,23.125,CLE,,PIT,T 21-21,,3,3,100.0,,1,0.0,0,3,0,0,,0
18,2018,2018-09-16,2,23.132,CLE,@,NOR,L 18-21,,,2,0.0,2,4,50.0,0,6,0,0,,0
