ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
24,1967,1967-12-10,12,27.072,OAK,@,HOU,W 19-7,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,142,47.33,0
25,1967,1967-12-17,13,27.079,OAK,,NYJ,W 38-29,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,135,45.00,0
26,1967,1967-12-24,14,27.086,OAK,,BUF,W 28-21,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,260,43.33,0
27,1968,1968-09-15,1,27.352,OAK,@,BUF,W 48-6,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,186,37.20,0
28,1968,1968-09-21,2,27.358,OAK,@,MIA,W 47-21,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,166,41.50,0
29,1968,1968-09-29,3,28.000,OAK,@,HOU,W 24-15,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,232,46.40,0
30,1968,1968-10-06,4,28.007,OAK,,BOS,W 41-10,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,197,39.40,0
31,1968,1968-10-13,5,28.014,OAK,,SDG,L 14-23,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,8,360,45.00,0
32,1968,1968-10-20,6,28.021,OAK,@,KAN,L 10-24,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,144,48.00,0
33,1968,1968-10-27,7,28.028,OAK,,CIN,W 31-10,1,17,17.00,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,1,51,51.00,0
34,1968,1968-11-03,8,28.035,OAK,,KAN,W 38-21,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,192,48.00,0
35,1968,1968-11-10,9,28.042,OAK,@,DEN,W 43-7,1,24,24.00,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,239,47.80,0
36,1968,1968-11-17,10,28.049,OAK,,NYJ,W 43-32,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,219,43.80,0
37,1968,1968-11-24,11,28.056,OAK,@,CIN,W 34-0,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,2,80,40.00,0
38,1968,1968-11-28,12,28.060,OAK,,BUF,W 13-10,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,281,46.83,0
39,1968,1968-12-08,13,28.070,OAK,,DEN,W 33-27,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,138,34.50,0
40,1968,1968-12-15,14,28.077,OAK,@,SDG,W 34-27,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,301,43.00,0
41,1969,1969-09-14,1,28.350,OAK,,HOU,W 21-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,243,34.71,0
42,1969,1969-09-20,2,28.356,OAK,,MIA,W 20-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,219,54.75,0
43,1969,1969-09-28,3,28.364,OAK,@,BOS,W 38-23,1,10,10.00,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,235,47.00,0
44,1969,1969-10-04,4,29.005,OAK,@,MIA,T 20-20,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,275,45.83,0
45,1969,1969-10-12,5,29.013,OAK,@,DEN,W 24-14,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,269,38.43,0
46,1969,1969-10-19,6,29.020,OAK,,BUF,W 50-21,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,316,45.14,0
47,1969,1969-10-26,7,29.027,OAK,@,SDG,W 24-12,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,247,41.17,0
48,1969,1969-11-02,8,29.034,OAK,@,CIN,L 17-31,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,1,34,34.00,0
49,1969,1969-11-09,9,29.041,OAK,,DEN,W 41-10,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,139,46.33,0
50,1969,1969-11-16,10,29.048,OAK,,SDG,W 21-16,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,164,41.00,0
51,1969,1969-11-23,11,29.055,OAK,@,KAN,W 27-24,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,239,39.83,0
52,1969,1969-11-30,12,29.062,OAK,@,NYJ,W 27-14,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,185,37.00,0
53,1969,1969-12-07,13,29.069,OAK,,CIN,W 37-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,131,43.67,0
54,1969,1969-12-13,14,29.075,OAK,,KAN,W 10-6,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,248,49.60,0
55,1970,1970-09-20,1,29.356,OAK,@,CIN,L 21-31,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,9,371,41.22,0
56,1970,1970-09-27,2,29.363,OAK,@,SDG,T 27-27,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,267,38.14,0
57,1970,1970-10-03,3,30.004,OAK,@,MIA,L 13-20,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,144,48.00,0
58,1970,1970-10-11,4,30.012,OAK,,DEN,W 35-23,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,314,44.86,0
59,1970,1970-10-19,5,30.020,OAK,,WAS,W 34-20,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,2,68,34.00,0
60,1970,1970-10-25,6,30.026,OAK,,PIT,W 31-14,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,199,39.80,0
61,1970,1970-11-01,7,30.033,OAK,@,KAN,T 17-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,8,336,42.00,0
62,1970,1970-11-08,8,30.040,OAK,,CLE,W 23-20,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,311,44.43,0
63,1970,1970-11-15,9,30.047,OAK,@,DEN,W 24-19,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,284,47.33,0
64,1970,1970-11-22,10,30.054,OAK,,SDG,W 20-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,3,112,37.33,0
65,1970,1970-11-26,11,30.058,OAK,@,DET,L 14-28,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,186,31.00,1
66,1970,1970-12-06,12,30.068,OAK,@,NYJ,W 14-13,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,7,205,29.29,0
67,1970,1970-12-12,13,30.074,OAK,,KAN,W 20-6,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,146,36.50,0
68,1970,1970-12-20,14,30.082,OAK,,SFO,L 7-38,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,178,35.60,0
69,1971,1971-09-19,1,30.355,OAK,@,NWE,L 6-20,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,6,250,41.67,0
70,1971,1971-09-26,2,30.362,OAK,@,SDG,W 34-0,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,5,211,42.20,0
71,1972,1972-09-18,1,31.355,MIN,,WAS,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,123,30.75,1
72,1972,1972-09-24,2,31.361,MIN,@,DET,W 34-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,206,41.20,0
73,1972,1972-10-01,3,32.002,MIN,,MIA,L 14-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,320,45.71,0
74,1972,1972-10-08,4,32.009,MIN,,STL,L 17-19,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,242,40.33,0
75,1972,1972-10-15,5,32.016,MIN,@,DEN,W 23-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,196,49.00,0
76,1972,1972-10-23,6,32.024,MIN,@,CHI,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,76,38.00,0
77,1972,1972-10-29,7,32.030,MIN,@,GNB,W 27-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,173,43.25,0
78,1972,1972-11-05,8,32.037,MIN,,NOR,W 37-6,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,131,43.67,0
79,1972,1972-11-12,9,32.044,MIN,,DET,W 16-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,99,49.50,0
80,1972,1972-11-19,10,32.051,MIN,@,RAM,W 45-41,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,253,42.17,0
81,1972,1972-11-26,11,32.058,MIN,@,PIT,L 10-23,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,269,44.83,0
82,1972,1972-12-03,12,32.065,MIN,,CHI,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,180,45.00,0
83,1972,1972-12-10,13,32.072,MIN,,GNB,L 7-23,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,129,43.00,0
84,1972,1972-12-16,14,32.078,MIN,@,SFO,L 17-20,1,-13,-13.00,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,254,42.33,0
85,1973,1973-09-16,1,32.352,MIN,,OAK,W 24-16,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,280,40.00,0
86,1973,1973-09-23,2,32.359,MIN,@,CHI,W 22-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,227,45.40,0
87,1973,1973-09-30,3,33.001,MIN,,GNB,W 11-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,211,42.20,0
88,1973,1973-10-07,4,33.008,MIN,@,DET,W 23-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,160,40.00,0
89,1973,1973-10-14,5,33.015,MIN,@,SFO,W 17-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,250,41.67,0
90,1973,1973-10-21,6,33.022,MIN,,PHI,W 28-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,83,41.50,0
91,1973,1973-10-28,7,33.029,MIN,,RAM,W 10-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,184,36.80,0
92,1973,1973-11-04,8,33.036,MIN,,CLE,W 26-3,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,122,40.67,0
93,1973,1973-11-11,9,33.043,MIN,,DET,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,141,35.25,0
94,1973,1973-11-19,10,33.051,MIN,@,ATL,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,204,40.80,0
95,1973,1973-11-25,11,33.057,MIN,,CHI,W 31-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,72,36.00,0
96,1973,1973-12-02,12,33.064,MIN,@,CIN,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,297,42.43,0
97,1973,1973-12-08,13,33.070,MIN,@,GNB,W 31-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,291,36.38,0
98,1973,1973-12-16,14,33.078,MIN,@,NYG,W 31-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,106,35.33,0
99,1974,1974-09-15,1,33.351,MIN,@,GNB,W 32-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,161,32.20,0
100,1974,1974-09-22,2,33.358,MIN,@,DET,W 7-6,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,228,32.57,1
101,1974,1974-09-29,3,34.000,MIN,,CHI,W 11-7,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,150,37.50,0
102,1974,1974-10-06,4,34.007,MIN,@,DAL,W 23-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,201,33.50,0
103,1974,1974-10-13,5,34.014,MIN,,HOU,W 51-10,0,0,,0,1,1,100.00,6,0,0,91.7,0,0,6.00,6.00,,,,,,,0,0,2,83,41.50,0
104,1974,1974-10-20,6,34.021,MIN,,DET,L 16-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,75,37.50,0
105,1974,1974-10-27,7,34.028,MIN,,NWE,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,267,44.50,0
106,1974,1974-11-03,8,34.035,MIN,@,CHI,W 17-0,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,235,33.57,0
107,1974,1974-11-11,9,34.043,MIN,@,STL,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,288,36.00,0
108,1974,1974-11-17,10,34.049,MIN,,GNB,L 7-19,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,197,32.83,0
109,1974,1974-11-24,11,34.056,MIN,@,RAM,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,297,42.43,0
110,1974,1974-12-01,12,34.063,MIN,,NOR,W 29-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,170,34.00,0
111,1974,1974-12-07,13,34.069,MIN,,ATL,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,186,37.20,0
112,1974,1974-12-14,14,34.076,MIN,@,KAN,W 35-15,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,98,32.67,0
