ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2015,2015-09-13,1,23.219,CLE,@,NYJ,L 10-31,,1,1,100.0,1,1,100.0,0,4
2,2015,2015-09-20,2,23.226,CLE,,TEN,W 28-14,,4,4,100.0,,,,0,4
3,2015,2015-09-27,3,23.233,CLE,,OAK,L 20-27,,2,2,100.0,2,2,100.0,0,8
4,2015,2015-10-04,4,23.240,CLE,@,SDG,L 27-30,,1,1,100.0,4,4,100.0,0,13
5,2015,2015-10-11,5,23.247,CLE,@,BAL,W 33-30,,1,1,100.0,4,4,100.0,0,13
6,2015,2015-10-18,6,23.254,CLE,,DEN,L 23-26,,2,2,100.0,1,1,100.0,0,5
7,2015,2015-10-25,7,23.261,CLE,@,STL,L 6-24,,,,,2,2,100.0,0,6
8,2015,2015-11-01,8,23.268,CLE,,ARI,L 20-34,,2,3,66.7,,,,0,2
9,2015,2015-11-05,9,23.272,CLE,@,CIN,L 10-31,,1,1,100.0,1,1,100.0,0,4
10,2015,2015-11-15,10,23.282,CLE,@,PIT,L 9-30,,,1,0.0,1,1,100.0,0,3
11,2015,2015-11-30,11,23.297,CLE,,BAL,L 27-33,,3,3,100.0,2,3,66.7,0,9
12,2015,2015-12-06,12,23.303,CLE,,CIN,L 3-37,,,,,1,2,50.0,0,3
13,2015,2015-12-13,13,23.310,CLE,,SFO,W 24-10,,3,3,100.0,1,2,50.0,0,6
14,2015,2015-12-20,14,23.317,CLE,@,SEA,L 13-30,,1,1,100.0,2,2,100.0,0,7
15,2015,2015-12-27,15,23.324,CLE,@,KAN,L 13-17,,1,1,100.0,2,3,66.7,0,7
16,2015,2016-01-03,16,23.331,CLE,,PIT,L 12-28,,,,,4,4,100.0,0,12
17,2017,2017-12-03,12,25.300,LAC,,CLE,W 19-10,,1,1,100.0,4,5,80.0,0,13
18,2017,2017-12-10,13,25.307,LAC,,WAS,W 30-13,,3,3,100.0,3,3,100.0,0,12
19,2017,2017-12-16,14,25.313,LAC,@,KAN,L 13-30,,1,2,50.0,,,,0,1
