ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
103,2007,2007-11-18,10,30.154,GNB,,CAR,W 31-17,*,0,,,,,0.0%,,,,
104,2007,2007-11-22,11,30.158,GNB,@,DET,W 37-26,*,,,,,,0.0%,,,,
105,2007,2007-11-29,12,30.165,GNB,@,DAL,L 27-37,*,,,,,,0.0%,,,,
106,2007,2007-12-09,13,30.175,GNB,,OAK,W 38-7,*,,,,,,0.0%,,,,
107,2007,2007-12-16,14,30.182,GNB,@,STL,W 33-14,*,,,,,,0.0%,,,,
108,2007,2007-12-23,15,30.189,GNB,@,CHI,L 7-35,*,,,,,,0.0%,,,,
109,2007,2007-12-30,16,30.196,GNB,,DET,W 34-13,*,,,,,,0.0%,,,,
110,2008,2008-09-08,1,31.083,GNB,,MIN,W 24-19,*,0,,,,,0.0%,,,,
111,2008,2008-09-14,2,31.089,GNB,@,DET,W 48-25,*,,,,,,0.0%,,,,
112,2008,2008-09-21,3,31.096,GNB,,DAL,L 16-27,*,0,,,,,0.0%,,,,
113,2008,2008-09-28,4,31.103,GNB,@,TAM,L 21-30,*,,0,0,,0,0.0%,,0.0,1,0
114,2008,2008-10-05,5,31.110,GNB,,ATL,L 24-27,*,,,,,,0.0%,,,,
115,2008,2008-10-12,6,31.117,GNB,@,SEA,W 27-17,*,,,,,,0.0%,,,,
116,2008,2008-10-19,7,31.124,GNB,,IND,W 34-14,*,,,,,,0.0%,,,,
117,2008,2008-11-02,8,31.138,GNB,@,TEN,L 16-19,*,,,,,,0.0%,,,,
118,2008,2008-11-09,9,31.145,GNB,@,MIN,L 27-28,*,,,,,,0.0%,,,,
119,2008,2008-11-16,10,31.152,GNB,,CHI,W 37-3,*,,,,,,0.0%,,,,
120,2008,2008-11-24,11,31.160,GNB,@,NOR,L 29-51,*,,,,,,0.0%,,,,
121,2008,2008-11-30,12,31.166,GNB,,CAR,L 31-35,*,,,,,,0.0%,,,,
122,2008,2008-12-07,13,31.173,GNB,,HOU,L 21-24,*,,,,,,0.0%,,,,
123,2009,2009-11-08,8,32.144,GNB,@,TAM,L 28-38,*,,,,,,0.0%,,,,
124,2009,2009-11-22,10,32.158,GNB,,SFO,W 30-24,*,,,,,,0.0%,,,,
125,2009,2009-11-26,11,32.162,GNB,@,DET,W 34-12,*,,,,,,0.0%,,,,
126,2009,2009-12-07,12,32.173,GNB,,BAL,W 27-14,*,1,1,-3,-3.00,0,100.0%,-3.00,0.0,0,0
127,2009,2009-12-13,13,32.179,GNB,@,CHI,W 21-14,*,,,,,,0.0%,,,,
128,2009,2009-12-20,14,32.186,GNB,@,PIT,L 36-37,*,,,,,,0.0%,,,,
129,2009,2009-12-27,15,32.193,GNB,,SEA,W 48-10,*,0,,,,,0.0%,,,,
130,2009,2010-01-03,16,32.200,GNB,@,ARI,W 33-7,*,,,,,,0.0%,,,,
131,2010,2010-09-12,1,33.087,GNB,@,PHI,W 27-20,*,,,,,,0.0%,,,,
132,2010,2010-09-19,2,33.094,GNB,,BUF,W 34-7,*,,,,,,0.0%,,,,
133,2010,2010-09-27,3,33.102,GNB,@,CHI,L 17-20,*,0,,,,,0.0%,,,,
134,2010,2010-10-03,4,33.108,GNB,,DET,W 28-26,*,,,,,,0.0%,,,,
