ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,23.078,GNB,,NYJ,L 16-20,,,,,,,0.0%,,,,
2,2000,2000-09-10,2,23.085,GNB,@,BUF,L 18-27,,,,,,,0.0%,,,,
3,2000,2000-09-17,3,23.092,GNB,,PHI,W 6-3,,0,,,,,0.0%,,,,
4,2000,2000-09-24,4,23.099,GNB,@,ARI,W 29-3,*,,,,,,0.0%,,,,
5,2000,2000-10-01,5,23.106,GNB,,CHI,L 24-27,*,0,,,,,0.0%,,,,
6,2000,2000-10-08,6,23.113,GNB,@,DET,L 24-31,,,,,,,0.0%,,,,
7,2000,2000-10-15,7,23.120,GNB,,SFO,W 31-28,,0,,,,,0.0%,,,,
8,2000,2000-10-29,8,23.134,GNB,@,MIA,L 20-28,*,,,,,,0.0%,,,,
9,2000,2000-11-06,9,23.142,GNB,,MIN,W 26-20,*,,,,,,0.0%,,,,
10,2000,2000-11-12,10,23.148,GNB,@,TAM,L 15-20,,,,,,,0.0%,,,,
11,2000,2000-11-19,11,23.155,GNB,,IND,W 26-24,,,,,,,0.0%,,,,
12,2000,2000-11-27,12,23.163,GNB,@,CAR,L 14-31,*,,,,,,0.0%,,,,
13,2000,2000-12-03,13,23.169,GNB,@,CHI,W 28-6,*,0,,,,,0.0%,,,,
14,2000,2000-12-10,14,23.176,GNB,,DET,W 26-13,*,,,,,,0.0%,,,,
15,2000,2000-12-17,15,23.183,GNB,@,MIN,W 33-28,*,,,,,,0.0%,,,,
16,2000,2000-12-24,16,23.190,GNB,,TAM,W 17-14,,,,,,,0.0%,,,,
17,2001,2001-09-09,1,24.084,GNB,,DET,W 28-6,*,,,,,,0.0%,,,,
18,2001,2001-09-24,2,24.099,GNB,,WAS,W 37-0,*,0,,,,,0.0%,,,,
19,2001,2001-09-30,3,24.105,GNB,@,CAR,W 28-7,*,,,,,,0.0%,,,,
20,2001,2001-10-07,4,24.112,GNB,@,TAM,L 10-14,*,,,,,,0.0%,,,,
21,2001,2001-10-14,5,24.119,GNB,,BAL,W 31-23,*,,,,,,0.0%,,,,
22,2001,2001-10-21,6,24.126,GNB,@,MIN,L 13-35,*,,,,,,0.0%,,,,
23,2001,2001-11-04,7,24.140,GNB,,TAM,W 21-20,*,,,,,,0.0%,,,,
24,2001,2001-11-11,8,24.147,GNB,@,CHI,W 20-12,*,,,,,,0.0%,,,,
25,2001,2001-11-18,9,24.154,GNB,,ATL,L 20-23,*,,,,,,0.0%,,,,
26,2001,2001-11-22,10,24.158,GNB,@,DET,W 29-27,*,,,,,,0.0%,,,,
27,2001,2001-12-03,11,24.169,GNB,@,JAX,W 28-21,*,0,,,,,0.0%,,,,
28,2001,2001-12-09,12,24.175,GNB,,CHI,W 17-7,*,,,,,,0.0%,,,,
29,2001,2001-12-16,13,24.182,GNB,@,TEN,L 20-26,*,,,,,,0.0%,,,,
30,2001,2001-12-23,14,24.189,GNB,,CLE,W 30-7,*,,,,,,0.0%,,,,
31,2001,2001-12-30,15,24.196,GNB,,MIN,W 24-13,*,,,,,,0.0%,,,,
32,2001,2002-01-06,16,24.203,GNB,@,NYG,W 34-25,*,,,,,,0.0%,,,,
33,2002,2002-09-08,1,25.083,GNB,,ATL,W 37-34,*,,,,,,0.0%,,,,
34,2002,2002-09-15,2,25.090,GNB,@,NOR,L 20-35,*,,,,,,0.0%,,,,
35,2003,2003-09-07,1,26.082,GNB,,MIN,L 25-30,*,0,,,,,0.0%,,,,
36,2003,2003-09-14,2,26.089,GNB,,DET,W 31-6,*,,,,,,0.0%,,,,
37,2003,2003-09-21,3,26.096,GNB,@,ARI,L 13-20,*,,,,,,0.0%,,,,
38,2003,2003-09-29,4,26.104,GNB,@,CHI,W 38-23,*,,,,,,0.0%,,,,
39,2003,2003-10-05,5,26.110,GNB,,SEA,W 35-13,*,,,,,,0.0%,,,,
40,2003,2003-10-12,6,26.117,GNB,,KAN,L 34-40,*,,,,,,0.0%,,,,
41,2003,2003-10-19,7,26.124,GNB,@,STL,L 24-34,*,0,,,,,0.0%,,,,
42,2003,2003-11-02,8,26.138,GNB,@,MIN,W 30-27,*,,,,,,0.0%,,,,
43,2003,2003-11-10,9,26.146,GNB,,PHI,L 14-17,*,,,,,,0.0%,,,,
44,2003,2003-11-16,10,26.152,GNB,@,TAM,W 20-13,*,,,,,,0.0%,,,,
45,2003,2003-11-23,11,26.159,GNB,,SFO,W 20-10,*,,,,,,0.0%,,,,
46,2003,2003-11-27,12,26.163,GNB,@,DET,L 14-22,*,0,,,,,0.0%,,,,
47,2003,2003-12-07,13,26.173,GNB,,CHI,W 34-21,*,,,,,,0.0%,,,,
48,2003,2003-12-14,14,26.180,GNB,@,SDG,W 38-21,*,,,,,,0.0%,,,,
49,2003,2003-12-22,15,26.188,GNB,@,OAK,W 41-7,*,0,,,,,0.0%,,,,
50,2003,2003-12-28,16,26.194,GNB,,DEN,W 31-3,*,,,,,,0.0%,,,,
51,2004,2004-09-13,1,27.088,GNB,@,CAR,W 24-14,*,,,,,,0.0%,,,,
52,2004,2004-09-19,2,27.094,GNB,,CHI,L 10-21,*,,,,,,0.0%,,,,
53,2004,2004-09-26,3,27.101,GNB,@,IND,L 31-45,*,,,,,,0.0%,,,,
54,2004,2004-10-03,4,27.108,GNB,,NYG,L 7-14,*,,,,,,0.0%,,,,
55,2004,2004-10-11,5,27.116,GNB,,TEN,L 27-48,*,,,,,,0.0%,,,,
56,2004,2004-10-17,6,27.122,GNB,@,DET,W 38-10,*,,,,,,0.0%,,,,
57,2004,2004-10-24,7,27.129,GNB,,DAL,W 41-20,*,,,,,,0.0%,,,,
58,2004,2004-10-31,8,27.136,GNB,@,WAS,W 28-14,*,,,,,,0.0%,,,,
59,2004,2004-11-14,9,27.150,GNB,,MIN,W 34-31,*,,,,,,0.0%,,,,
60,2004,2004-11-21,10,27.157,GNB,@,HOU,W 16-13,*,,,,,,0.0%,,,,
61,2004,2004-11-29,11,27.165,GNB,,STL,W 45-17,*,,,,,,0.0%,,,,
62,2004,2004-12-05,12,27.171,GNB,@,PHI,L 17-47,*,0,,,,,0.0%,,,,
63,2004,2004-12-12,13,27.178,GNB,,DET,W 16-13,*,,,,,,0.0%,,,,
64,2004,2004-12-19,14,27.185,GNB,,JAX,L 25-28,*,0,,,,,0.0%,,,,
65,2004,2004-12-24,15,27.190,GNB,@,MIN,W 34-31,*,0,,,,,0.0%,,,,
66,2004,2005-01-02,16,27.199,GNB,@,CHI,W 31-14,*,,,,,,0.0%,,,,
67,2005,2005-09-11,1,28.086,GNB,@,DET,L 3-17,*,,,,,,0.0%,,,,
68,2005,2005-09-18,2,28.093,GNB,,CLE,L 24-26,*,,,,,,0.0%,,,,
69,2005,2005-09-25,3,28.100,GNB,,TAM,L 16-17,*,,,,,,0.0%,,,,
70,2005,2005-10-03,4,28.108,GNB,@,CAR,L 29-32,*,0,,,,,0.0%,,,,
71,2005,2005-10-09,5,28.114,GNB,,NOR,W 52-3,*,0,,,,,0.0%,,,,
72,2005,2005-10-23,6,28.128,GNB,@,MIN,L 20-23,*,0,,,,,0.0%,,,,
73,2005,2005-10-30,7,28.135,GNB,@,CIN,L 14-21,*,,,,,,0.0%,,,,
74,2005,2005-11-06,8,28.142,GNB,,PIT,L 10-20,*,0,,,,,0.0%,,,,
75,2005,2005-11-13,9,28.149,GNB,@,ATL,W 33-25,*,,,,,,0.0%,,,,
76,2005,2005-11-21,10,28.157,GNB,,MIN,L 17-20,*,,,,,,0.0%,,,,
77,2005,2005-11-27,11,28.163,GNB,@,PHI,L 14-19,*,,,,,,0.0%,,,,
78,2005,2005-12-04,12,28.170,GNB,@,CHI,L 7-19,*,,,,,,0.0%,,,,
79,2005,2005-12-11,13,28.177,GNB,,DET,W 16-13,*,0,,,,,0.0%,,,,
80,2005,2005-12-19,14,28.185,GNB,@,BAL,L 3-48,*,,,,,,0.0%,,,,
81,2005,2005-12-25,15,28.191,GNB,,CHI,L 17-24,*,,,,,,0.0%,,,,
82,2005,2006-01-01,16,28.198,GNB,,SEA,W 23-17,*,,,,,,0.0%,,,,
83,2006,2006-09-10,1,29.085,GNB,,CHI,L 0-26,*,0,,,,,0.0%,,,,
84,2006,2006-09-17,2,29.092,GNB,,NOR,L 27-34,*,,,,,,0.0%,,,,
85,2006,2006-09-24,3,29.099,GNB,@,DET,W 31-24,*,,,,,,0.0%,,,,
86,2006,2006-10-02,4,29.107,GNB,@,PHI,L 9-31,*,,,,,,0.0%,,,,
87,2006,2006-10-08,5,29.113,GNB,,STL,L 20-23,*,,,,,,0.0%,,,,
88,2006,2006-10-22,6,29.127,GNB,@,MIA,W 34-24,*,,,,,,0.0%,,,,
89,2006,2006-10-29,7,29.134,GNB,,ARI,W 31-14,*,,,,,,0.0%,,,,
90,2006,2006-11-05,8,29.141,GNB,@,BUF,L 10-24,*,,,,,,0.0%,,,,
91,2006,2006-11-12,9,29.148,GNB,@,MIN,W 23-17,*,,,,,,0.0%,,,,
92,2006,2006-12-21,15,29.187,GNB,,MIN,W 9-7,*,,,,,,0.0%,,,,
93,2006,2006-12-31,16,29.197,GNB,@,CHI,W 26-7,*,0,,,,,0.0%,,,,
94,2007,2007-09-09,1,30.084,GNB,,PHI,W 16-13,*,,,,,,0.0%,,,,
95,2007,2007-09-16,2,30.091,GNB,@,NYG,W 35-13,*,,,,,,0.0%,,,,
96,2007,2007-09-23,3,30.098,GNB,,SDG,W 31-24,*,,,,,,0.0%,,,,
97,2007,2007-09-30,4,30.105,GNB,@,MIN,W 23-16,*,,,,,,0.0%,,,,
98,2007,2007-10-07,5,30.112,GNB,,CHI,L 20-27,*,0,,,,,0.0%,,,,
99,2007,2007-10-14,6,30.119,GNB,,WAS,W 17-14,*,0,,,,,0.0%,,,,
100,2007,2007-10-29,7,30.134,GNB,@,DEN,W 19-13,*,,,,,,0.0%,,,,
101,2007,2007-11-04,8,30.140,GNB,@,KAN,W 33-22,*,0,,,,,0.0%,,,,
102,2007,2007-11-11,9,30.147,GNB,,MIN,W 34-0,*,0,,,,,0.0%,,,,
