ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1984,1984-10-07,6,23.231,ATL,@,RAM,W 30-28,,,,,,,,,0,0,,0
2,1984,1984-10-14,7,23.238,ATL,,NYG,L 7-19,,,,,,,,,0,0,,0
3,1984,1984-10-22,8,23.246,ATL,,RAM,L 10-24,,,,,,,,,0,0,,0
4,1984,1984-10-28,9,23.252,ATL,@,PIT,L 10-35,,,,,,,,,0,0,,0
5,1984,1984-11-05,10,23.260,ATL,@,WAS,L 14-27,0,0,,0,0,0,,0,1,0,0.00,0
6,1984,1984-11-11,11,23.266,ATL,,NOR,L 13-17,,,,,,,,,0,0,,0
7,1984,1984-11-18,12,23.273,ATL,,CLE,L 7-23,,,,,,,,,0,0,,0
8,1984,1984-11-25,13,23.280,ATL,@,CIN,L 14-35,,,,,,,,,0,0,,0
9,1984,1984-12-02,14,23.287,ATL,,SFO,L 17-35,,,,,,,,,0,0,,0
10,1984,1984-12-09,15,23.294,ATL,@,TAM,L 6-23,,,,,,,,,0,0,,0
11,1984,1984-12-16,16,23.301,ATL,,PHI,W 26-10,,,,,,,,,0,0,,0
12,1985,1985-09-08,1,24.201,ATL,,DET,L 27-28,,,,,,,,,0,0,,0
13,1985,1985-09-15,2,24.208,ATL,@,SFO,L 16-35,,,,,,,,,0,0,,0
14,1985,1985-09-22,3,24.215,ATL,,DEN,L 28-44,,,,,,,,,0,0,,0
15,1985,1985-09-29,4,24.222,ATL,@,RAM,L 6-17,,,,,,,,,0,0,,0
16,1985,1985-10-06,5,24.229,ATL,,SFO,L 17-38,,,,,,,,,0,0,,0
17,1985,1985-10-13,6,24.236,ATL,@,SEA,L 26-30,,,,,,,,,0,0,,0
18,1985,1985-10-20,7,24.243,ATL,,NOR,W 31-24,,,,,,,,,0,0,,0
19,1985,1985-10-27,8,24.250,ATL,@,DAL,L 10-24,,,,,,,,,0,0,,0
20,1985,1985-11-03,9,24.257,ATL,,WAS,L 10-44,,,,,,,,,0,0,,0
21,1985,1985-11-10,10,24.264,ATL,@,PHI,L 17-23,,,,,,,,,0,0,,0
22,1985,1985-11-17,11,24.271,ATL,,RAM,W 30-14,,,,,,,,,0,0,,0
23,1985,1985-11-24,12,24.278,ATL,@,CHI,L 0-36,,,,,,,,,0,0,,0
24,1985,1985-12-01,13,24.285,ATL,,RAI,L 24-34,0,0,,0,0,0,,0,1,13,13.00,0
25,1985,1985-12-08,14,24.292,ATL,@,KAN,L 10-38,,,,,,,,,0,0,,0
26,1985,1985-12-15,15,24.299,ATL,,MIN,W 14-13,,,,,,,,,0,0,,0
27,1985,1985-12-22,16,24.306,ATL,@,NOR,W 16-10,,,,,,,,,0,0,,0
28,1986,1986-10-26,8,25.249,ATL,@,RAM,L 7-14,,,,,,,,,,,,
29,1986,1986-11-02,9,25.256,ATL,@,NWE,L 17-25,,,,,,,,,,,,
30,1986,1986-11-09,10,25.263,ATL,,NYJ,L 14-28,,,,,,,,,,,,
31,1986,1986-11-16,11,25.270,RAM,,NWE,L 28-30,,,,,0,0,,0,,,,
32,1986,1986-11-23,12,25.277,RAM,,NOR,W 26-13,,,,,0,0,,0,,,,
33,1986,1986-11-30,13,25.284,RAM,@,NYJ,W 17-3,,,,,0,0,,0,,,,
34,1986,1986-12-07,14,25.291,RAM,,DAL,W 29-10,,,,,0,0,,0,,,,
35,1986,1986-12-14,15,25.298,RAM,,MIA,L 31-37,0,0,,0,1,9,9.00,0,0,0,,0
36,1986,1986-12-19,16,25.303,RAM,@,SFO,L 14-24,,,,,0,0,,0,,,,
37,1987,1987-09-13,1,26.206,RAM,@,HOU,L 16-20,0,0,,0,0,0,,0,0,0,,0
38,1987,1987-09-20,2,26.213,RAM,,MIN,L 16-21,0,0,,0,0,0,,0,0,0,,0
39,1987,1987-10-26,6,26.249,RAM,@,CLE,L 17-30,2,5,2.50,0,1,10,10.00,0,0,0,,0
40,1987,1987-11-01,7,26.255,RAM,,SFO,L 10-31,0,0,,0,0,0,,0,0,0,,0
41,1987,1987-11-08,8,26.262,RAM,,NOR,L 14-31,0,0,,0,0,0,,0,0,0,,0
42,1987,1987-11-15,9,26.269,RAM,@,STL,W 27-24,0,0,,0,0,0,,0,0,0,,0
43,1987,1987-11-23,10,26.277,RAM,@,WAS,W 30-26,0,0,,0,0,0,,0,0,0,,0
