ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1958,1958-10-05,2,24.269,PIT,,CLE,L 12-45,1,17,17.00,0,,,,,0,
2,1958,1958-10-12,3,24.276,PIT,,PHI,W 24-3,2,19,9.50,0,,,,,0,
3,1958,1958-10-19,4,24.283,PIT,@,CLE,L 10-27,1,11,11.00,0,,,,,0,
4,1960,1960-12-11,11,26.337,PHI,@,PIT,L 21-27,1,19,19.00,0,0,0,,0,0,0
5,1960,1960-12-18,12,26.344,PHI,@,WAS,W 38-28,2,15,7.50,0,1,5,5.00,0,0,0
6,1961,1961-10-01,3,27.265,PHI,,STL,L 27-30,1,3,3.00,1,0,0,,0,1,6
7,1961,1961-10-29,7,27.293,PHI,@,WAS,W 27-24,1,5,5.00,0,0,0,,0,0,0
8,1961,1961-11-12,9,27.307,PHI,@,NYG,L 21-38,3,24,8.00,2,0,0,,0,2,12
9,1961,1961-11-26,11,27.321,PHI,,DAL,W 35-13,1,12,12.00,0,0,0,,0,0,0
10,1961,1961-12-03,12,27.328,PHI,@,PIT,W 35-24,1,7,7.00,1,0,0,,0,1,6
11,1961,1961-12-17,14,27.342,PHI,@,DET,W 27-24,1,16,16.00,1,0,0,,0,1,6
12,1962,1962-09-16,1,28.250,PHI,,STL,L 21-27,1,6,6.00,0,0,0,,0,0,0
13,1962,1962-09-23,2,28.257,PHI,,NYG,L 13-29,5,32,6.40,0,0,0,,0,0,0
14,1962,1962-09-30,3,28.264,PHI,,CLE,W 35-7,4,76,19.00,1,0,0,,0,1,6
15,1962,1962-10-14,5,28.278,PHI,@,DAL,L 19-41,1,15,15.00,0,0,0,,0,0,0
16,1962,1962-10-21,6,28.285,PHI,,WAS,L 21-27,5,59,11.80,0,0,0,,0,0,0
17,1962,1962-10-28,7,28.292,PHI,@,MIN,L 21-31,2,31,15.50,0,0,0,,0,0,0
18,1962,1962-11-04,8,28.299,PHI,@,CLE,T 14-14,1,17,17.00,0,0,0,,0,0,0
