ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1984,1984-09-03,1,23.276,SEA,,CLE,W 33-0,,,,
2,1984,1984-09-09,2,23.282,SEA,,SDG,W 31-17,,,,
3,1984,1984-09-16,3,23.289,SEA,@,NWE,L 23-38,,,,
4,1984,1984-09-23,4,23.296,SEA,,CHI,W 38-9,,,,
5,1984,1984-09-30,5,23.303,SEA,@,MIN,W 20-12,,,,
6,1984,1984-10-07,6,23.310,SEA,@,RAI,L 14-28,,,,
7,1984,1984-10-14,7,23.317,SEA,,BUF,W 31-28,,,,
8,1984,1984-10-21,8,23.324,SEA,@,GNB,W 30-24,,,,
9,1984,1984-10-29,9,23.332,SEA,@,SDG,W 24-0,,,,
10,1984,1984-11-04,10,23.338,SEA,,KAN,W 45-0,,,,
11,1984,1984-11-12,11,23.346,SEA,,RAI,W 17-14,,,,
12,1984,1984-11-18,12,23.352,SEA,@,CIN,W 26-6,,,,
13,1984,1984-11-25,13,23.359,SEA,@,DEN,W 27-24,,,,
14,1984,1984-12-02,14,24.000,SEA,,DET,W 38-17,,,,
15,1985,1985-09-08,1,24.280,SEA,@,CIN,W 28-24,,,,
16,1985,1985-09-15,2,24.287,SEA,@,SDG,W 49-35,,,,
17,1985,1985-09-23,3,24.295,SEA,,RAM,L 24-35,,,,
18,1985,1985-09-29,4,24.301,SEA,@,KAN,L 7-28,,,,
19,1985,1985-10-06,5,24.308,SEA,,SDG,W 26-21,,,,
20,1985,1985-10-13,6,24.315,SEA,,ATL,W 30-26,,,,
21,1985,1985-10-20,7,24.322,SEA,@,DEN,L 10-13,,,,
22,1985,1985-10-27,8,24.329,SEA,@,NYJ,L 14-17,,,,
23,1985,1985-11-03,9,24.336,SEA,,RAI,W 33-3,,,,
24,1985,1985-11-10,10,24.343,SEA,@,NOR,W 27-3,,,,
25,1985,1985-11-17,11,24.350,SEA,,NWE,L 13-20,,,,
26,1985,1985-11-25,12,24.358,SEA,@,SFO,L 6-19,,,,
27,1985,1985-12-01,13,24.364,SEA,,KAN,W 24-6,,,,
28,1985,1985-12-08,14,25.006,SEA,,CLE,W 31-13,,,,
29,1985,1985-12-15,15,25.013,SEA,@,RAI,L 3-13,,,,
30,1985,1985-12-20,16,25.018,SEA,,DEN,L 24-27,,,,
31,1986,1986-09-07,1,25.279,SEA,,PIT,W 30-0,,,,
32,1986,1986-09-14,2,25.286,SEA,,KAN,W 23-17,,,,
33,1986,1986-09-21,3,25.293,SEA,@,NWE,W 38-31,,,,
34,1986,1986-09-28,4,25.300,SEA,@,WAS,L 14-19,,,,
35,1986,1986-10-06,5,25.308,SEA,,SDG,W 33-7,,,,
