ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1968,1968-09-22,2,22.304,BOS,,NYJ,L 31-47,1,6,1,4,1
2,1970,1970-09-20,1,24.301,BOS,,MIA,W 27-14,,,,,
3,1970,1970-09-27,2,24.308,BOS,,NYJ,L 21-31,,,,,
4,1970,1970-10-04,3,24.315,BOS,,BAL,L 6-14,,,,,
5,1970,1970-10-11,4,24.322,BOS,@,KAN,L 10-23,,,,,
6,1970,1970-10-18,5,24.329,BOS,,NYG,L 0-16,,,,,
7,1970,1970-10-25,6,24.336,BOS,@,BAL,L 3-27,,,,,
8,1970,1970-11-01,7,24.343,BOS,,BUF,L 10-45,,,,,
9,1970,1970-11-08,8,24.350,BOS,@,STL,L 0-31,,,,,
10,1970,1970-11-15,9,24.357,BOS,,SDG,L 14-16,,,,,
11,1970,1970-11-22,10,24.364,BOS,@,NYJ,L 3-17,,,,,
12,1970,1970-11-29,11,25.006,BOS,@,BUF,W 14-10,,,,,
13,1970,1970-12-06,12,25.013,BOS,@,MIA,L 20-37,,,,,
14,1970,1970-12-13,13,25.020,BOS,,MIN,L 14-35,,,,,
15,1970,1970-12-20,14,25.027,BOS,@,CIN,L 7-45,,,,,
