ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
78,1992,1992-11-29,12,27.031,PHO,@,WAS,L 3-41,,,,1,2,50.0,0,3,0,0,,0
79,1992,1992-12-06,13,27.038,PHO,,SDG,L 21-27,3,3,100.0,,1,0.0,0,3,0,0,,0
80,1992,1992-12-12,14,27.044,PHO,,NYG,W 19-0,2,2,100.0,1,1,100.0,0,5,0,0,,0
81,1992,1992-12-20,15,27.052,PHO,@,IND,L 13-16,1,1,100.0,2,2,100.0,0,7,0,0,,0
82,1992,1992-12-27,16,27.059,PHO,,TAM,L 3-7,,,,1,4,25.0,0,3,0,0,,0
83,1993,1993-09-05,1,27.311,PHO,@,PHI,L 17-23,2,2,100.0,1,1,100.0,0,5,0,0,,0
84,1993,1993-09-12,2,27.318,PHO,@,WAS,W 17-10,2,2,100.0,1,2,50.0,0,5,0,0,,0
85,1993,1993-09-19,3,27.325,PHO,,DAL,L 10-17,1,1,100.0,1,1,100.0,0,4,0,0,,0
86,1993,1993-09-26,4,27.332,PHO,@,DET,L 20-26,2,2,100.0,2,2,100.0,0,8,0,0,,0
87,1993,1993-10-10,5,27.346,PHO,,NWE,L 21-23,3,3,100.0,,,,0,3,,,,
88,1993,1993-10-17,6,27.353,PHO,,WAS,W 36-6,4,4,100.0,2,2,100.0,0,10,0,0,,0
89,1993,1993-10-24,7,27.360,PHO,@,SFO,L 14-28,2,2,100.0,,,,0,2,,,,
90,1993,1993-10-31,8,28.002,PHO,,NOR,L 17-20,2,2,100.0,1,2,50.0,0,5,0,0,,0
91,1993,1993-11-07,9,28.009,PHO,,PHI,W 16-3,1,1,100.0,3,5,60.0,0,10,0,0,,0
92,1993,1993-11-14,10,28.016,PHO,@,DAL,L 15-20,1,1,100.0,2,2,100.0,0,7,0,0,,0
93,1993,1993-11-28,11,28.030,PHO,@,NYG,L 17-19,2,2,100.0,1,1,100.0,0,5,0,0,,0
94,1993,1993-12-05,12,28.037,PHO,,RAM,W 38-10,5,5,100.0,1,1,100.0,0,8,0,0,,0
95,1993,1993-12-12,13,28.044,PHO,,DET,L 14-21,2,2,100.0,,1,0.0,0,2,0,0,,0
96,1993,1993-12-19,14,28.051,PHO,@,SEA,W 30-27,3,3,100.0,3,4,75.0,0,12,0,0,,0
97,1993,1993-12-26,15,28.058,PHO,,NYG,W 17-6,2,2,100.0,1,2,50.0,0,5,0,0,,0
98,1993,1994-01-02,16,28.065,PHO,@,ATL,W 27-10,3,3,100.0,2,2,100.0,0,9,0,0,,0
99,1994,1994-09-04,1,28.310,ARI,@,RAM,L 12-14,,,,2,2,100.0,0,6,0,0,,0
100,1994,1994-09-11,2,28.317,ARI,,NYG,L 17-20,2,2,100.0,1,1,100.0,0,5,0,0,,0
101,1994,1994-09-18,3,28.324,ARI,@,CLE,L 0-32,,,,,2,0.0,0,0,0,0,,0
102,1994,1994-10-02,4,28.338,ARI,,MIN,W 17-7,2,2,100.0,1,2,50.0,0,5,0,0,,0
103,1994,1994-10-09,5,28.345,ARI,@,DAL,L 3-38,,,,1,1,100.0,0,3,0,0,,0
104,1994,1994-10-30,8,29.001,ARI,,PIT,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
105,1994,1994-11-06,9,29.008,ARI,@,PHI,L 7-17,1,1,100.0,,1,0.0,0,1,0,0,,0
106,1994,1994-11-13,10,29.015,ARI,@,NYG,W 10-9,1,1,100.0,1,1,100.0,0,4,0,0,,0
107,1994,1994-11-20,11,29.022,ARI,,PHI,W 12-6,,,,4,4,100.0,0,12,0,0,,0
108,1994,1994-11-27,12,29.029,ARI,,CHI,L 16-19,1,1,100.0,3,3,100.0,0,10,0,0,,0
109,1994,1994-12-04,13,29.036,ARI,@,HOU,W 30-12,2,2,100.0,2,2,100.0,0,8,0,0,,0
110,1994,1994-12-11,14,29.043,ARI,,WAS,W 17-15,2,2,100.0,1,1,100.0,0,5,0,0,,0
111,1994,1994-12-18,15,29.050,ARI,,CIN,W 28-7,4,4,100.0,,1,0.0,0,4,0,0,,0
112,1994,1994-12-24,16,29.056,ARI,@,ATL,L 6-10,,,,2,2,100.0,0,6,0,0,,0
113,1995,1995-09-03,1,29.309,ARI,@,WAS,L 7-27,1,1,100.0,,1,0.0,0,1,0,0,,0
114,1995,1995-09-10,2,29.316,ARI,,PHI,L 19-31,1,1,100.0,2,2,100.0,0,7,0,0,,0
115,1995,1995-09-17,3,29.323,ARI,@,DET,W 20-17,,,,4,4,100.0,0,12,0,0,,0
116,1995,1995-09-24,4,29.330,ARI,@,DAL,L 20-34,2,2,100.0,2,3,66.7,0,8,0,0,,0
117,1995,1995-10-01,5,29.337,ARI,,KAN,L 3-24,,,,1,1,100.0,0,3,0,0,,0
118,1995,1995-10-08,6,29.344,ARI,@,NYG,L 21-27,1,1,100.0,2,4,50.0,0,7,0,0,,0
119,1995,1995-10-15,7,29.351,ARI,,WAS,W 24-20,3,3,100.0,1,1,100.0,0,6,0,0,,0
120,1995,1995-10-29,8,30.000,ARI,,SEA,W 20-14,2,2,100.0,,1,0.0,0,2,0,0,,0
121,1995,1995-11-05,9,30.007,ARI,@,DEN,L 6-38,,,,2,3,66.7,0,6,0,0,,0
122,1995,1995-11-12,10,30.014,ARI,,MIN,L 24-30,1,1,100.0,3,3,100.0,0,10,0,0,,0
123,1995,1995-11-19,11,30.021,ARI,@,CAR,L 7-27,1,1,100.0,,,,0,1,,,,
124,1995,1995-11-26,12,30.028,ARI,,ATL,W 40-37,4,4,100.0,4,5,80.0,0,16,0,0,,0
125,1995,1995-11-30,13,30.032,ARI,,NYG,L 6-10,,,,2,2,100.0,0,6,0,0,,0
126,1995,1995-12-09,14,30.041,ARI,@,SDG,L 25-28,2,2,100.0,1,2,50.0,0,5,0,0,,0
127,1995,1995-12-17,15,30.049,ARI,@,PHI,L 20-21,,,,4,5,80.0,0,12,0,0,,0
128,1995,1995-12-25,16,30.057,ARI,,DAL,L 13-37,1,1,100.0,2,2,100.0,0,7,0,0,,0
129,1996,1996-09-01,1,30.308,ARI,@,IND,L 13-20,1,1,100.0,2,3,66.7,0,7,0,0,,0
130,1996,1996-09-08,2,30.315,ARI,,MIA,L 10-38,1,1,100.0,1,1,100.0,0,4,0,0,,0
131,1996,1996-09-15,3,30.322,ARI,@,NWE,L 0-31,,,,,,,,,,,,
132,1996,1996-09-22,4,30.329,ARI,@,NOR,W 28-14,2,2,100.0,2,2,100.0,0,8,0,0,,0
133,1996,1996-09-29,5,30.336,ARI,,STL,W 31-28,4,4,100.0,1,2,50.0,0,7,0,0,,0
134,1996,1996-10-13,6,30.350,ARI,@,DAL,L 3-17,,,,1,1,100.0,0,3,0,0,,0
135,1996,1996-10-20,7,30.357,ARI,,TAM,W 13-9,1,1,100.0,2,2,100.0,0,7,0,0,,0
136,1996,1996-10-27,8,30.364,ARI,,NYJ,L 21-31,3,3,100.0,,2,0.0,0,3,0,0,,0
137,1996,1996-11-03,9,31.005,ARI,@,NYG,L 8-16,,,,,1,0.0,0,0,0,0,,0
138,1997,1997-08-31,1,31.306,MIN,@,BUF,W 34-13,4,4,100.0,2,2,100.0,0,10,0,0,,0
139,1997,1997-09-07,2,31.313,MIN,@,CHI,W 27-24,3,3,100.0,2,4,50.0,0,9,0,0,,0
140,1997,1997-09-14,3,31.320,MIN,,TAM,L 14-28,,,,2,2,100.0,0,6,0,0,,0
141,1997,1997-09-21,4,31.327,MIN,@,GNB,L 32-38,3,3,100.0,1,2,50.0,0,6,0,0,,0
142,1997,1997-09-28,5,31.334,SDG,,BAL,W 21-17,3,3,100.0,,1,0.0,0,3,0,0,,0
143,1997,1997-10-05,6,31.341,SDG,@,OAK,W 25-10,1,1,100.0,6,6,100.0,0,19,0,0,,0
144,1997,1997-10-16,7,31.352,SDG,@,KAN,L 3-31,,,,1,1,100.0,0,3,0,0,,0
145,1997,1997-10-26,8,31.362,SDG,,IND,W 35-19,2,3,66.7,5,6,83.3,0,17,0,0,,0
146,1997,1997-11-02,9,32.004,SDG,@,CIN,L 31-38,4,4,100.0,1,1,100.0,0,7,0,0,,0
147,1997,1997-11-09,10,32.011,SDG,,SEA,L 31-37,4,4,100.0,1,1,100.0,0,7,0,0,,0
148,1997,1997-11-16,11,32.018,SDG,,OAK,L 13-38,1,1,100.0,2,3,66.7,0,7,0,0,,0
149,1997,1997-11-23,12,32.025,SDG,@,SFO,L 10-17,1,1,100.0,1,2,50.0,0,4,0,0,,0
150,1997,1997-11-30,13,32.032,SDG,,DEN,L 28-38,4,4,100.0,,,,0,4,,,,
151,1997,1997-12-07,14,32.039,SDG,,ATL,L 3-14,,,,1,2,50.0,0,3,0,0,,0
152,1997,1997-12-14,15,32.046,SDG,,KAN,L 7-29,1,1,100.0,,,,0,1,,,,
153,1997,1997-12-21,16,32.053,SDG,@,DEN,L 3-38,,,,1,1,100.0,0,3,0,0,,0
154,1998,1998-09-06,1,32.312,OAK,@,KAN,L 8-28,,,,,2,0.0,0,0,0,0,,0
155,1998,1998-09-13,2,32.319,OAK,,NYG,W 20-17,2,2,100.0,2,2,100.0,0,8,0,0,,0
156,1998,1998-09-20,3,32.326,OAK,,DEN,L 17-34,2,2,100.0,1,1,100.0,0,5,0,0,,0
157,1998,1998-09-27,4,32.333,OAK,@,DAL,W 13-12,1,1,100.0,2,3,66.7,0,7,0,0,,0
158,1998,1998-10-04,5,32.340,OAK,@,ARI,W 23-20,2,2,100.0,3,3,100.0,0,11,0,0,,0
159,1998,1998-10-11,6,32.347,OAK,,SDG,W 7-6,1,1,100.0,,,,0,1,,,,
160,1998,1998-10-25,7,32.361,OAK,,CIN,W 27-10,3,3,100.0,2,4,50.0,0,9,0,0,,0
161,1998,1998-11-01,8,33.003,OAK,@,SEA,W 31-18,4,4,100.0,1,1,100.0,0,7,0,0,,0
162,1998,1998-11-08,9,33.010,OAK,@,BAL,L 10-13,1,1,100.0,1,1,100.0,0,4,0,0,,0
163,1998,1998-11-15,10,33.017,OAK,,SEA,W 20-17,2,2,100.0,2,3,66.7,0,8,0,0,,0
164,1998,1998-11-22,11,33.024,OAK,@,DEN,L 14-40,2,2,100.0,,,,0,2,,,,
165,1998,1998-11-29,12,33.031,OAK,,WAS,L 19-29,1,1,100.0,,,,0,1,,,,
166,1998,1998-12-06,13,33.038,OAK,,MIA,L 17-27,2,2,100.0,1,2,50.0,0,5,0,0,,0
167,1998,1998-12-13,14,33.045,OAK,@,BUF,L 21-44,3,3,100.0,,,,0,3,,,,
168,1998,1998-12-20,15,33.052,OAK,@,SDG,W 17-10,2,2,100.0,1,3,33.3,0,5,0,0,,0
169,1998,1998-12-26,16,33.058,OAK,,KAN,L 24-31,3,3,100.0,1,2,50.0,0,6,0,0,,0
