ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1978,1978-09-03,1,23.076,HOU,@,ATL,L 14-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1978,1978-09-10,2,23.083,HOU,@,KAN,W 20-17,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1978,1978-09-17,3,23.090,HOU,,SFO,W 20-19,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1978,1978-09-24,4,23.097,HOU,,RAM,L 6-10,,,,,,,,,,,,,,,,,,,,,
5,1978,1978-10-01,5,23.104,HOU,@,CLE,W 16-13,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1978,1978-10-08,6,23.111,HOU,@,OAK,L 17-21,3,72,24.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
7,1978,1978-10-15,7,23.118,HOU,,BUF,W 17-10,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1978,1978-10-23,8,23.126,HOU,@,PIT,W 24-17,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1978,1978-10-29,9,23.132,HOU,@,CIN,L 13-28,4,56,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
10,1978,1978-11-05,10,23.139,HOU,,CLE,W 14-10,3,31,10.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1978,1978-11-12,11,23.146,HOU,@,NWE,W 26-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1978,1978-11-20,12,23.154,HOU,,MIA,W 35-30,2,24,12.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0
13,1978,1978-11-26,13,23.160,HOU,,CIN,W 17-10,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1978,1978-12-03,14,23.167,HOU,,PIT,L 3-13,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1979,1979-09-02,1,24.075,HOU,@,WAS,W 29-27,,,,,,,,,,,,,,,,,,,,,
16,1979,1979-09-09,2,24.082,HOU,@,PIT,L 7-38,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1979,1979-09-16,3,24.089,HOU,,KAN,W 20-6,,,,,,,,,,,,,,,,,,,,,
