ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-06,1,22.143,SDG,,BUF,W 16-14,,1,6,6.00,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0
2,1998,1998-09-13,2,22.150,SDG,@,TEN,W 13-7,,1,12,12.00,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
3,1998,1998-09-20,3,22.157,SDG,@,KAN,L 7-23,,0,0,,0,0,0,0,,0,0.0%,,3,55,18.33,0,0,0
4,1998,1998-09-27,4,22.164,SDG,,NYG,L 16-34,,0,0,,0,0,0,0,,0,0.0%,,1,36,36.00,0,0,0
5,1998,1998-10-04,5,22.171,SDG,@,IND,L 12-17,,0,0,,0,0,0,0,,0,0.0%,,2,52,26.00,0,0,0
6,1998,1998-10-11,6,22.178,SDG,@,OAK,L 6-7,,5,10,2.00,0,1,0,0,,0,0.0%,0.00,2,41,20.50,0,0,0
7,1998,1998-10-18,7,22.185,SDG,,PHI,W 13-10,,1,5,5.00,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0
8,1998,1998-10-25,8,22.192,SDG,,SEA,L 20-27,,1,0,0.00,0,0,0,0,,0,0.0%,,2,48,24.00,0,0,0
9,1998,1998-11-08,9,22.206,SDG,@,DEN,L 10-27,,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,0,0
10,1998,1998-11-22,11,22.220,SDG,,KAN,W 38-37,,4,17,4.25,1,0,0,0,,0,0.0%,,0,0,,0,1,6
11,1998,1998-12-13,14,22.241,SDG,@,SEA,L 17-38,,4,16,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
12,1998,1998-12-20,15,22.248,SDG,,OAK,L 10-17,,8,14,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,1998,1998-12-27,16,22.255,SDG,@,ARI,L 13-16,,10,42,4.20,0,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0
14,1999,1999-10-03,3,23.170,SDG,,KAN,W 21-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
15,1999,1999-10-10,4,23.177,SDG,@,DET,W 20-10,,3,4,1.33,1,0,0,0,,0,0.0%,,0,0,,0,1,6
16,1999,1999-10-17,5,23.184,SDG,,SEA,W 13-10,,0,0,,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0
17,1999,1999-10-24,6,23.191,SDG,,GNB,L 3-31,,4,10,2.50,0,3,2,7,3.50,0,66.7%,2.33,3,78,26.00,0,0,0
18,1999,1999-10-31,7,23.198,SDG,@,KAN,L 0-34,,2,2,1.00,0,0,0,0,,0,0.0%,,5,105,21.00,0,0,0
19,1999,1999-11-07,8,23.205,SDG,,DEN,L 17-33,,3,13,4.33,0,3,3,38,12.67,0,100.0%,12.67,4,53,13.25,0,0,0
20,1999,1999-11-14,9,23.212,SDG,@,OAK,L 9-28,*,1,9,9.00,0,3,2,14,7.00,0,66.7%,4.67,3,55,18.33,0,0,0
21,1999,1999-11-21,10,23.219,SDG,,CHI,L 20-23,,5,22,4.40,0,7,7,49,7.00,1,100.0%,7.00,3,44,14.67,0,1,6
22,1999,1999-11-28,11,23.226,SDG,@,MIN,L 27-35,*,6,1,0.17,2,2,0,0,,0,0.0%,0.00,0,0,,0,2,12
23,1999,1999-12-19,14,23.247,SDG,@,MIA,L 9-12,,,,,,,,,,,0.0%,,,,,,,
24,1999,2000-01-02,16,23.261,SDG,@,DEN,W 12-6,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
