ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1968,1968-09-06,1,24.111,CIN,@,SDG,L 13-29,2,24,12.00,0,0,0,,0,0,0,,0
2,1968,1968-10-20,7,24.155,CIN,,MIA,L 22-24,3,43,14.33,0,0,0,,0,0,0,,0
3,1968,1968-10-27,8,24.162,CIN,@,OAK,L 10-31,5,66,13.20,0,0,0,,0,1,0,0.00,0
4,1968,1968-11-03,9,24.169,CIN,,HOU,L 17-27,3,20,6.67,0,0,0,,0,0,0,,0
5,1968,1968-11-10,10,24.176,CIN,,KAN,L 9-16,1,7,7.00,0,0,0,,0,0,0,,0
6,1968,1968-12-01,13,24.197,CIN,@,BOS,L 14-33,2,12,6.00,0,1,21,21.00,0,0,0,,0
