ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2016,2016-10-09,5,22.027,LAR,,BUF,L 19-30,,,0,0,0.0,0,0
2,2016,2016-12-15,14,22.094,LAR,@,SEA,L 3-24,,,0,0,0.0,0,1
3,2016,2016-12-24,15,22.103,LAR,,SFO,L 21-22,,,0,0,0.0,2,1
4,2016,2017-01-01,16,22.111,LAR,,ARI,L 6-44,,,0,0,0.0,1,0
5,2017,2017-09-10,1,22.363,LAR,,IND,W 46-9,,1,0,2,0.0,2,0
6,2017,2017-09-17,2,23.005,LAR,,WAS,L 20-27,,,0,0,0.5,0,1
7,2017,2017-09-21,3,23.009,LAR,@,SFO,W 41-39,,,0,0,1.0,1,0
8,2017,2017-10-01,4,23.019,LAR,@,DAL,W 35-30,,,0,0,0.0,1,0
9,2017,2017-10-08,5,23.026,LAR,,SEA,L 10-16,,,0,0,0.0,2,0
10,2017,2017-10-15,6,23.033,LAR,@,JAX,W 27-17,,,0,0,1.0,2,0
11,2017,2017-10-22,7,23.040,LAR,,ARI,W 33-0,,,0,0,0.0,0,0
12,2017,2017-11-05,8,23.054,LAR,@,NYG,W 51-17,,,0,0,0.0,0,1
13,2017,2017-11-12,9,23.061,LAR,,HOU,W 33-7,,,0,0,0.0,1,0
14,2017,2017-11-19,10,23.068,LAR,@,MIN,L 7-24,,,0,0,0.0,0,0
15,2017,2017-11-26,11,23.075,LAR,,NOR,W 26-20,,,0,0,0.0,0,0
16,2017,2017-12-03,12,23.082,LAR,@,ARI,W 32-16,,,0,0,0.0,2,0
17,2017,2017-12-10,13,23.089,LAR,,PHI,L 35-43,,,0,0,0.0,0,0
18,2017,2017-12-17,14,23.096,LAR,@,SEA,W 42-7,,,0,0,0.0,0,2
19,2017,2017-12-24,15,23.103,LAR,@,TEN,W 27-23,,,0,0,0.0,0,0
20,2017,2017-12-31,16,23.110,LAR,,SFO,L 13-34,*,,0,0,0.0,3,1
