ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-09-08,1,23.151,DEN,@,OAK,W 41-14,,,,,,,,
2,2008,2008-09-14,2,23.157,DEN,,SDG,W 39-38,,,,,,,,
3,2008,2008-09-21,3,23.164,DEN,,NOR,W 34-32,,,,,,,,
4,2008,2008-09-28,4,23.171,DEN,@,KAN,L 19-33,,,,,,,,
5,2008,2008-10-05,5,23.178,DEN,,TAM,W 16-13,,,,,,,,
6,2008,2008-10-12,6,23.185,DEN,,JAX,L 17-24,,,,,,,,
7,2008,2008-10-20,7,23.193,DEN,@,NWE,L 7-41,,,,,,,,
8,2008,2008-11-02,8,23.206,DEN,,MIA,L 17-26,,,,,,,,
9,2008,2008-11-06,9,23.210,DEN,@,CLE,W 34-30,,,,,,,,
10,2008,2008-11-16,10,23.220,DEN,@,ATL,W 24-20,,,,,,,,
11,2008,2008-11-23,11,23.227,DEN,,OAK,L 10-31,,,,,,,,
12,2008,2008-11-30,12,23.234,DEN,@,NYJ,W 34-17,,,,,,,,
13,2008,2008-12-07,13,23.241,DEN,,KAN,W 24-17,,,,,,,,
14,2008,2008-12-14,14,23.248,DEN,@,CAR,L 10-30,,,,,,,,
15,2008,2008-12-21,15,23.255,DEN,,BUF,L 23-30,,,,,,,,
16,2008,2008-12-28,16,23.262,DEN,@,SDG,L 21-52,,,,,,,,
17,2009,2009-09-13,1,24.156,DEN,@,CIN,W 12-7,,1,0,0.00,0,0.0,0,0
18,2009,2009-09-20,2,24.163,DEN,,CLE,W 27-6,,,,,,,,
19,2009,2009-09-27,3,24.170,DEN,@,OAK,W 23-3,,,,,,,,
20,2009,2009-10-11,5,24.184,DEN,,NWE,W 20-17,,,,,,,,
21,2009,2009-10-19,6,24.192,DEN,@,SDG,W 34-23,,,,,,,,
22,2009,2009-11-01,7,24.205,DEN,@,BAL,L 7-30,,,,,,,,
23,2009,2009-11-09,8,24.213,DEN,,PIT,L 10-28,*,0,0,,0,0.0,1,0
24,2009,2009-11-15,9,24.219,DEN,@,WAS,L 17-27,*,,,,,,,
25,2009,2009-11-22,10,24.226,DEN,,SDG,L 3-32,*,,,,,,,
26,2009,2009-11-26,11,24.230,DEN,,NYG,W 26-6,*,,,,,,,
27,2009,2009-12-06,12,24.240,DEN,@,KAN,W 44-13,,,,,,,,
28,2009,2009-12-13,13,24.247,DEN,@,IND,L 16-28,*,,,,,,,
29,2009,2009-12-20,14,24.254,DEN,,OAK,L 19-20,*,0,0,,0,0.0,0,0
30,2009,2009-12-27,15,24.261,DEN,@,PHI,L 27-30,*,,,,,,,
31,2009,2010-01-03,16,24.268,DEN,,KAN,L 24-44,*,,,,,,,
32,2010,2010-09-12,1,25.155,SEA,,SFO,W 31-6,*,,,,,,,
33,2010,2010-09-19,2,25.162,SEA,@,DEN,L 14-31,*,,,,,,,
34,2010,2010-09-26,3,25.169,SEA,,SDG,W 27-20,*,,,,,,,
35,2010,2010-10-03,4,25.176,SEA,@,STL,L 3-20,*,0,0,,0,0.0,1,0
36,2010,2010-10-17,5,25.190,SEA,@,CHI,W 23-20,,,,,,,,
37,2010,2010-10-24,6,25.197,SEA,,ARI,W 22-10,,,,,,,,
38,2010,2010-10-31,7,25.204,SEA,@,OAK,L 3-33,*,,,,,,,
39,2010,2010-11-14,9,25.218,SEA,@,ARI,W 36-18,*,,,,,,,
40,2010,2010-11-21,10,25.225,SEA,@,NOR,L 19-34,,,,,,,,
41,2010,2010-11-28,11,25.232,SEA,,KAN,L 24-42,,,,,,,,
42,2010,2010-12-05,12,25.239,SEA,,CAR,W 31-14,,,,,,,,
43,2010,2010-12-12,13,25.246,SEA,@,SFO,L 21-40,,,,,,,,
44,2010,2010-12-19,14,25.253,SEA,,ATL,L 18-34,,,,,,,,
