ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-09-24,4,23.002,BOS,@,BUF,W 23-0,0,0,,0,0,0,1,0,0
2,1967,1967-11-12,10,23.051,BOS,,KAN,L 10-33,0,0,,0,0,0,1,0,0
3,1967,1967-12-09,13,23.078,BOS,,BUF,L 16-44,0,0,,0,0,0,1,9,0
4,1968,1968-09-08,1,23.352,BOS,@,BUF,W 16-7,0,0,,0,0,0,1,0,0
5,1968,1968-09-29,3,24.007,BOS,@,DEN,W 20-17,0,0,,0,0,0,1,0,0
6,1968,1968-10-20,6,24.028,BOS,,BUF,W 23-6,0,0,,0,0,0,1,3,0
7,1968,1968-10-27,7,24.035,BOS,@,NYJ,L 14-48,0,0,,0,0,0,2,38,0
8,1968,1968-11-03,8,24.042,BOS,,DEN,L 14-35,0,0,,0,0,0,2,0,0
9,1970,1970-09-20,1,25.363,HOU,@,PIT,W 19-7,,,,,,,,,
10,1970,1970-09-27,2,26.005,HOU,,MIA,L 10-20,,,,,,,,,
11,1970,1970-10-04,3,26.012,HOU,@,CIN,W 20-13,,,,,,,,,
12,1970,1970-10-11,4,26.019,HOU,,BAL,L 20-24,,,,,,,,,
13,1970,1970-10-18,5,26.026,HOU,,PIT,L 3-7,,,,,,,,,
14,1970,1970-10-25,6,26.033,HOU,@,SDG,T 31-31,,,,,,,,,
15,1970,1970-11-01,7,26.040,HOU,@,STL,L 0-44,,,,,,,,,
16,1970,1970-11-08,8,26.047,HOU,@,KAN,L 9-24,,,,,,,,,
17,1970,1970-11-15,9,26.054,HOU,,SFO,L 20-30,0,0,,0,0,0,1,0,0
18,1970,1970-11-22,10,26.061,HOU,@,CLE,L 14-28,,,,,,,,,
19,1970,1970-11-29,11,26.068,HOU,,DEN,W 31-21,,,,,,,,,
20,1970,1970-12-07,12,26.076,HOU,,CLE,L 10-21,,,,,,,,,
21,1970,1970-12-13,13,26.082,HOU,,CIN,L 20-30,,,,,,,,,
22,1970,1970-12-20,14,26.089,HOU,@,DAL,L 10-52,0,0,,0,0,0,1,35,0
23,1971,1971-09-19,1,26.362,DEN,,MIA,T 10-10,,,,,,,,,
24,1971,1971-09-26,2,27.004,DEN,@,GNB,L 13-34,1,0,0.00,0,0,0,0,0,0
25,1971,1971-10-03,3,27.011,DEN,,KAN,L 3-16,,,,,,,,,
26,1971,1971-10-10,4,27.018,DEN,,OAK,L 16-27,,,,,,,,,
27,1971,1971-10-17,5,27.025,DEN,,SDG,W 20-16,,,,,,,,,
28,1971,1971-10-24,6,27.032,DEN,@,CLE,W 27-0,,,,,,,,,
29,1971,1971-10-31,7,27.039,DEN,@,PHI,L 16-17,,,,,,,,,
30,1971,1971-11-07,8,27.046,DEN,,DET,L 20-24,,,,,,,,,
31,1971,1971-11-14,9,27.053,DEN,,CIN,L 10-24,,,,,,,,,
32,1971,1971-11-21,10,27.060,DEN,@,KAN,L 10-28,,,,,,,,,
33,1971,1971-11-28,11,27.067,DEN,@,PIT,W 22-10,,,,,,,,,
34,1971,1971-12-05,12,27.074,DEN,,CHI,W 6-3,,,,,,,,,
35,1971,1971-12-12,13,27.081,DEN,@,SDG,L 17-45,,,,,,,,,
36,1971,1971-12-19,14,27.088,DEN,@,OAK,L 13-21,0,0,,0,0,0,2,0,0
37,1972,1972-09-17,1,27.361,DEN,,HOU,W 30-17,0,0,,0,0,0,1,0,0
38,1972,1972-09-24,2,28.002,DEN,@,SDG,L 14-37,,,,,,,,,
39,1972,1972-10-01,3,28.009,DEN,,KAN,L 24-45,,,,,,,,,
40,1972,1972-10-08,4,28.016,DEN,@,CIN,L 10-21,,,,,,,,,
41,1972,1972-10-15,5,28.023,DEN,,MIN,L 20-23,,,,,,,,,
42,1972,1972-10-22,6,28.030,DEN,@,OAK,W 30-23,,,,,,,,,
43,1972,1972-10-29,7,28.037,DEN,,CLE,L 20-27,,,,,,,,,
44,1972,1972-11-05,8,28.044,DEN,@,NYG,L 17-29,,,,,,,,,
45,1972,1972-11-12,9,28.051,DEN,@,RAM,W 16-10,0,0,,0,0,0,1,27,0
46,1972,1972-11-19,10,28.058,DEN,,OAK,L 20-37,,,,,,,,,
47,1972,1972-11-26,11,28.065,DEN,@,ATL,L 20-23,,,,,,,,,
48,1972,1972-12-03,12,28.072,DEN,@,KAN,L 21-24,,,,,,,,,
49,1972,1972-12-10,13,28.079,DEN,,SDG,W 38-13,0,0,,0,0,0,1,0,0
50,1972,1972-12-17,14,28.086,DEN,,NWE,W 45-21,,,,,,,,,
51,1973,1973-09-16,1,28.359,DEN,,CIN,W 28-10,,,,,,,,,
52,1973,1973-09-23,2,29.001,DEN,,SFO,L 34-36,,,,,,,,,
53,1973,1973-09-30,3,29.008,DEN,,CHI,L 14-33,,,,,,,,,
54,1973,1973-10-07,4,29.015,DEN,@,KAN,L 14-16,,,,,,,,,
55,1973,1973-10-14,5,29.022,DEN,@,HOU,W 48-20,,,,,,,,,
56,1973,1973-10-28,7,29.036,DEN,@,NYJ,W 40-28,0,0,,0,1,6,1,40,1
57,1973,1973-11-11,9,29.050,DEN,,SDG,W 30-19,,,,,,,,,
58,1973,1973-11-18,10,29.057,DEN,@,PIT,W 23-13,,,,,,,,,
59,1973,1973-11-25,11,29.064,DEN,,KAN,W 14-10,,,,,,,,,
60,1973,1973-12-02,12,29.071,DEN,,DAL,L 10-22,,,,,,,,,
61,1973,1973-12-09,13,29.078,DEN,@,SDG,W 42-28,1,0,0.00,0,0,0,1,3,0
62,1973,1973-12-16,14,29.085,DEN,@,OAK,L 17-21,,,,,,,,,
