ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1987,1987-10-18,5,24.242,RAI,,SDG,L 17-23,,,,,,,
2,1987,1987-12-06,12,24.291,RAI,,BUF,W 34-21,,,,,,,
3,1987,1987-12-27,15,24.312,RAI,,CHI,L 3-6,,,,,,,
4,1988,1988-09-11,2,25.206,RAI,@,HOU,L 35-38,,,,,,,
5,1988,1988-09-18,3,25.213,RAI,,RAM,L 17-22,,,,,,,
6,1988,1988-09-26,4,25.221,RAI,@,DEN,W 30-27,,,,,,,
7,1988,1988-10-02,5,25.227,RAI,,CIN,L 21-45,,,,,,,
8,1988,1988-10-09,6,25.234,RAI,,MIA,L 14-24,,,,,,,
9,1988,1988-10-16,7,25.241,RAI,@,KAN,W 27-17,,,,,,,
10,1988,1988-10-23,8,25.248,RAI,@,NOR,L 6-20,,,,,,,
11,1988,1988-10-30,9,25.255,RAI,,KAN,W 17-10,,,,,,,
12,1988,1988-11-06,10,25.262,RAI,@,SDG,W 13-3,,,,,,,
13,1988,1988-11-13,11,25.269,RAI,@,SFO,W 9-3,,,,,,,
14,1988,1988-11-20,12,25.276,RAI,,ATL,L 6-12,,,,,,,
15,1988,1988-11-28,13,25.284,RAI,@,SEA,L 27-35,,,,,,,
16,1989,1989-09-10,1,26.204,RAI,,SDG,W 40-14,,,,,,,
17,1989,1989-09-17,2,26.211,RAI,@,KAN,L 19-24,,,,,,,
18,1989,1989-09-24,3,26.218,RAI,@,DEN,L 21-31,,,,,,,
19,1989,1989-10-01,4,26.225,RAI,,SEA,L 20-24,,,,,,,
20,1989,1989-10-09,5,26.233,RAI,@,NYJ,W 14-7,,,,,,,
21,1989,1989-10-15,6,26.239,RAI,,KAN,W 20-14,,,,,,,
22,1989,1989-10-22,7,26.246,RAI,@,PHI,L 7-10,,,,,,,
23,1989,1989-10-29,8,26.253,RAI,,WAS,W 37-24,,,,,,,
24,1989,1989-11-05,9,26.260,RAI,,CIN,W 28-7,,,,,,,
25,1989,1989-11-12,10,26.267,RAI,@,SDG,L 12-14,,,,,,,
26,1989,1989-11-19,11,26.274,RAI,@,HOU,L 7-23,,,,,,,
