ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1969,1969-10-12,5,24.002,KAN,,HOU,W 24-0,0,1,0
2,1969,1969-11-02,8,24.023,KAN,@,BUF,W 29-7,1,28,0
3,1969,1969-11-09,9,24.030,KAN,,SDG,W 27-3,1,4,0
4,1970,1970-09-20,1,24.345,KAN,@,MIN,L 10-27,1,0,0
5,1970,1970-09-28,2,24.353,KAN,@,BAL,W 44-24,,,
6,1970,1970-10-04,3,24.359,KAN,@,DEN,L 13-26,,,
7,1970,1970-10-11,4,25.001,KAN,,BOS,W 23-10,2,0,0
8,1970,1970-10-18,5,25.008,KAN,@,CIN,W 27-19,,,
9,1970,1970-10-25,6,25.015,KAN,,DAL,L 16-27,,,
10,1970,1970-11-01,7,25.022,KAN,,OAK,T 17-17,,,
11,1970,1970-11-08,8,25.029,KAN,,HOU,W 24-9,,,
12,1970,1970-11-15,9,25.036,KAN,@,PIT,W 31-14,1,26,0
13,1970,1970-11-22,10,25.043,KAN,,STL,T 6-6,,,
14,1970,1970-11-29,11,25.050,KAN,,SDG,W 26-14,,,
15,1970,1970-12-06,12,25.057,KAN,,DEN,W 16-0,,,
16,1970,1970-12-12,13,25.063,KAN,@,OAK,L 6-20,,,
17,1970,1970-12-20,14,25.071,KAN,@,SDG,L 13-31,,,
18,1971,1971-09-19,1,25.344,KAN,@,SDG,L 14-21,,,
19,1971,1971-09-26,2,25.351,KAN,@,HOU,W 20-16,1,0,0
20,1971,1971-10-03,3,25.358,KAN,@,DEN,W 16-3,,,
21,1971,1971-10-10,4,26.000,KAN,,SDG,W 31-10,1,0,0
22,1971,1971-10-18,5,26.008,KAN,,PIT,W 38-16,,,
23,1971,1971-10-24,6,26.014,KAN,,WAS,W 27-20,,,
24,1971,1971-10-31,7,26.021,KAN,@,OAK,T 20-20,,,
25,1971,1971-11-07,8,26.028,KAN,@,NYJ,L 10-13,,,
