ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
122,1980,1980-10-12,6,31.265,ATL,,NYJ,L 7-14,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,5,196,39.20,0
123,1980,1980-10-19,7,31.272,ATL,@,NOR,W 41-14,,0,0,,0,0,0,,0,0,,,0,0,,0,3,122,40.67,0
124,1980,1980-10-26,8,31.279,ATL,,RAM,W 13-10,,0,0,,0,0,0,,0,0,,,0,0,,0,6,211,35.17,0
125,1980,1980-11-02,9,31.286,ATL,@,BUF,W 30-14,,0,0,,0,0,0,,0,0,,,0,0,,0,4,155,38.75,0
126,1980,1980-11-09,10,31.293,ATL,@,STL,W 33-27,,0,0,,0,0,0,,0,0,,,0,0,,0,4,180,45.00,0
127,1980,1980-11-16,11,31.300,ATL,,NOR,W 31-13,,0,0,,0,0,0,,0,0,,,1,13,13.00,0,7,249,35.57,0
128,1980,1980-11-23,12,31.307,ATL,,CHI,W 28-17,,0,0,,0,0,0,,0,0,,,0,0,,0,6,239,39.83,0
129,1980,1980-11-30,13,31.314,ATL,,WAS,W 10-6,,0,0,,0,0,0,,0,0,,,0,0,,0,6,244,40.67,0
130,1980,1980-12-07,14,31.321,ATL,@,PHI,W 20-17,,0,0,,0,0,0,,0,0,,,0,0,,0,6,246,41.00,0
131,1980,1980-12-14,15,31.328,ATL,,SFO,W 35-10,,0,0,,0,0,0,,0,0,,,0,0,,0,3,112,37.33,0
132,1980,1980-12-21,16,31.335,ATL,@,RAM,L 17-20,,0,0,,0,0,0,,0,0,,,0,0,,0,5,195,39.00,0
133,1981,1981-09-06,1,32.228,ATL,,NOR,W 27-0,,0,0,,0,0,0,,0,,,,0,0,,0,3,113,37.67,0
134,1981,1981-09-13,2,32.235,ATL,@,GNB,W 31-17,,0,0,,0,0,0,,0,,,,0,0,,0,4,162,40.50,0
135,1981,1981-09-20,3,32.242,ATL,,SFO,W 34-17,,0,0,,0,0,0,,0,,,,0,0,,0,3,110,36.67,0
136,1981,1981-09-27,4,32.249,ATL,@,CLE,L 17-28,,0,0,,0,0,0,,0,,,,0,0,,0,7,315,45.00,0
137,1981,1981-10-05,5,32.257,ATL,@,PHI,L 13-16,,0,0,,0,0,0,,0,,,,0,0,,0,4,153,38.25,0
138,1981,1981-10-11,6,32.263,ATL,,RAM,L 35-37,,0,0,,0,0,0,,0,,,,0,0,,0,9,394,43.78,0
139,1981,1981-10-18,7,32.270,ATL,,STL,W 41-20,,0,0,,0,0,0,,0,,,,0,0,,0,7,287,41.00,0
140,1981,1981-10-25,8,32.277,ATL,,NYG,L 24-27,,0,0,,0,0,0,,0,,,,0,0,,0,8,328,41.00,1
141,1981,1981-11-01,9,32.284,ATL,@,NOR,W 41-10,,0,0,,0,0,0,,0,,,,0,0,,0,4,156,39.00,0
142,1981,1981-11-08,10,32.291,ATL,@,SFO,L 14-17,,0,0,,0,0,0,,0,,,,0,0,,0,8,359,44.88,0
143,1981,1981-11-15,11,32.298,ATL,,PIT,L 20-34,,0,0,,0,0,0,,0,,,,0,0,,0,5,220,44.00,0
144,1981,1981-11-23,12,32.306,ATL,,MIN,W 31-30,,0,0,,0,0,0,,0,,,,1,-7,-7.00,0,6,244,40.67,0
145,1981,1981-11-29,13,32.312,ATL,@,HOU,W 31-27,,0,0,,0,0,0,,0,,,,0,0,,0,3,127,42.33,0
146,1981,1981-12-06,14,32.319,ATL,@,TAM,L 23-24,,0,0,,0,0,0,,0,,,,0,0,,0,3,134,44.67,0
147,1981,1981-12-14,15,32.327,ATL,@,RAM,L 16-21,,0,0,,0,0,0,,0,,,,0,0,,0,8,245,30.63,0
148,1981,1981-12-20,16,32.333,ATL,,CIN,L 28-30,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,5,196,39.20,0
149,1982,1982-09-12,1,33.234,DET,,CHI,W 17-10,,0,0,,0,0,0,,,,,,0,0,,0,7,298,42.57,0
150,1982,1982-09-19,2,33.241,DET,@,RAM,W 19-14,,0,0,,0,0,0,,,,,,0,0,,0,5,183,36.60,0
151,1982,1982-12-05,5,33.318,HOU,@,NYG,L 14-17,,0,0,,0,0,0,,,,,,0,0,,0,9,376,41.78,0
152,1982,1982-12-13,6,33.326,HOU,,DAL,L 7-37,,0,0,,0,0,0,,,,,,0,0,,0,9,367,40.78,0
153,1982,1982-12-19,7,33.332,HOU,@,PHI,L 14-35,,0,0,,0,0,0,,,,,,0,0,,0,6,209,34.83,0
154,1982,1982-12-26,8,33.339,HOU,,CLE,L 14-20,,0,0,,0,0,0,,,,,,0,0,,0,4,178,44.50,0
155,1982,1983-01-02,9,33.346,HOU,,CIN,L 27-35,,0,0,,0,0,0,,,,,,0,0,,0,3,130,43.33,0
156,1983,1983-09-04,1,34.226,HOU,,GNB,L 38-41,,0,0,,0,0,0,,0,,,,0,0,,0,3,112,37.33,0
157,1983,1983-09-11,2,34.233,HOU,@,RAI,L 6-20,,0,0,,0,0,0,,0,,,,0,0,,0,6,224,37.33,0
158,1983,1983-09-18,3,34.240,HOU,,PIT,L 28-40,,0,0,,0,0,0,,0,,,,0,0,,0,5,218,43.60,0
159,1983,1983-09-25,4,34.247,HOU,@,BUF,L 13-30,,0,0,,0,0,0,,0,,,,0,0,,0,5,216,43.20,0
160,1983,1983-10-02,5,34.254,HOU,@,PIT,L 10-17,,0,0,,0,0,0,,0,,,,1,0,0.00,0,3,106,35.33,0
161,1983,1983-10-09,6,34.261,HOU,,DEN,L 14-26,,0,0,,0,0,0,,0,,,,0,0,,0,3,122,40.67,0
162,1983,1983-10-16,7,34.268,HOU,@,MIN,L 14-34,,0,0,,0,0,0,,0,,,,0,0,,0,4,179,44.75,1
163,1983,1983-10-23,8,34.275,HOU,,KAN,L 10-13,,0,0,,0,0,0,,0,,,,0,0,,0,7,289,41.29,0
164,1983,1983-10-30,9,34.282,HOU,@,CLE,L 19-25,,0,0,,0,0,0,,0,,,,0,0,,0,10,344,34.40,0
165,1983,1983-11-06,10,34.289,HOU,,CIN,L 14-55,,0,0,,0,0,0,,0,,,,0,0,,0,5,202,40.40,0
166,1983,1983-11-13,11,34.296,HOU,,DET,W 27-17,,0,0,,0,0,0,,0,,,,0,0,,0,3,103,34.33,0
167,1983,1983-11-20,12,34.303,HOU,@,CIN,L 10-38,,0,0,,0,0,0,,0,,,,0,0,,0,7,270,38.57,0
168,1983,1983-11-27,13,34.310,HOU,@,TAM,L 24-33,,0,0,,0,0,0,,0,,,,0,0,,0,4,185,46.25,0
169,1983,1983-12-04,14,34.317,HOU,,MIA,L 17-24,,0,0,,0,0,0,,0,,,,0,0,,0,6,257,42.83,0
170,1983,1983-12-11,15,34.324,HOU,,CLE,W 34-27,,0,0,,0,0,0,,0,,,,0,0,,0,3,120,40.00,0
171,1983,1983-12-18,16,34.331,HOU,@,BAL,L 10-20,,1,1,100.00,7,0,0,95.8,0,0,7.00,7.00,0,0,,0,5,189,37.80,0
172,1984,1984-09-02,1,35.225,HOU,,RAI,L 14-24,,0,0,,0,0,0,,,,,,0,0,,0,10,377,37.70,0
173,1984,1984-09-09,2,35.232,HOU,,IND,L 21-35,,0,0,,0,0,0,,,,,,0,0,,0,6,223,37.17,0
174,1984,1984-09-16,3,35.239,HOU,@,SDG,L 14-31,,0,0,,0,0,0,,,,,,0,0,,0,9,349,38.78,0
175,1984,1984-09-23,4,35.246,HOU,@,ATL,L 10-42,,0,0,,0,0,0,,,,,,0,0,,0,3,122,40.67,0
176,1984,1984-09-30,5,35.253,HOU,,NOR,L 10-27,,0,0,,0,0,0,,,,,,0,0,,0,6,244,40.67,0
177,1984,1984-10-07,6,35.260,HOU,@,CIN,L 3-13,,0,0,,0,0,0,,,,,,0,0,,0,8,334,41.75,0
178,1984,1984-10-14,7,35.267,HOU,@,MIA,L 10-28,,0,0,,0,0,0,,,,,,0,0,,0,5,207,41.40,0
179,1984,1984-10-21,8,35.274,HOU,,SFO,L 21-34,,0,0,,0,0,0,,,,,,0,0,,0,3,139,46.33,0
180,1984,1984-10-28,9,35.281,HOU,,CIN,L 13-31,,0,0,,0,0,0,,,,,,0,0,,0,2,83,41.50,0
181,1984,1984-11-04,10,35.288,HOU,@,PIT,L 7-35,,0,0,,0,0,0,,,,,,0,0,,0,4,154,38.50,0
182,1984,1984-11-11,11,35.295,HOU,@,KAN,W 17-16,,0,0,,0,0,0,,,,,,0,0,,0,10,412,41.20,0
183,1984,1984-11-18,12,35.302,HOU,,NYJ,W 31-20,,0,0,,0,0,0,,,,,,0,0,,0,4,150,37.50,0
184,1984,1984-11-25,13,35.309,HOU,@,CLE,L 10-27,,0,0,,0,0,0,,,,,,0,0,,0,6,247,41.17,0
185,1984,1984-12-02,14,35.316,HOU,,PIT,W 23-20,,0,0,,0,0,0,,,,,,0,0,,0,7,257,36.71,0
186,1984,1984-12-09,15,35.323,HOU,@,RAM,L 16-27,,0,0,,0,0,0,,,,,,0,0,,0,3,96,32.00,0
187,1984,1984-12-16,16,35.330,HOU,,CLE,L 20-27,,0,0,,0,0,0,,,,,,0,0,,0,2,88,44.00,0
