ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2016,2016-10-30,8,23.007,CLE,,NYJ,L 28-31,,0,0,0,,0,0.0%,,0,0,,0
2,2016,2016-11-06,9,23.014,CLE,,DAL,L 10-35,*,0,0,0,,0,0.0%,,0,0,,0
3,2016,2016-11-10,10,23.018,CLE,@,BAL,L 7-28,,0,0,0,,0,0.0%,,0,0,,0
4,2016,2016-11-20,11,23.028,CLE,,PIT,L 9-24,,0,0,0,,0,0.0%,,0,0,,0
5,2016,2016-11-27,12,23.035,CLE,,NYG,L 13-27,*,1,1,-4,-4.00,0,100.0%,-4.00,0,0,,0
6,2016,2016-12-11,13,23.049,CLE,,CIN,L 10-23,,1,0,0,,0,0.0%,0.00,0,0,,0
7,2016,2016-12-18,14,23.056,CLE,@,BUF,L 13-33,,1,1,17,17.00,0,100.0%,17.00,0,0,,0
8,2016,2016-12-24,15,23.062,CLE,,SDG,W 20-17,,1,1,15,15.00,0,100.0%,15.00,0,0,,0
9,2016,2017-01-01,16,23.070,CLE,@,PIT,L 24-27,*,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0
10,2017,2017-09-10,1,23.322,CLE,,PIT,L 18-21,,0,0,0,,0,0.0%,,0,0,,0
11,2017,2017-09-17,2,23.329,CLE,@,BAL,L 10-24,,0,0,0,,0,0.0%,,0,0,,0
12,2017,2017-09-24,3,23.336,CLE,@,IND,L 28-31,*,0,0,0,,0,0.0%,,0,0,,0
13,2017,2017-10-01,4,23.343,CLE,,CIN,L 7-31,,0,0,0,,0,0.0%,,0,0,,0
14,2017,2017-10-08,5,23.350,CLE,,NYJ,L 14-17,,0,0,0,,0,0.0%,,0,0,,0
15,2017,2017-10-15,6,23.357,CLE,@,HOU,L 17-33,,1,1,7,7.00,0,100.0%,7.00,0,0,,0
16,2017,2017-10-22,7,23.364,CLE,,TEN,L 9-12,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0
17,2017,2017-10-29,8,24.006,CLE,,MIN,L 16-33,,0,0,0,,0,0.0%,,0,0,,0
18,2017,2017-11-12,9,24.020,CLE,@,DET,L 24-38,*,1,0,0,,0,0.0%,0.00,0,0,,0
19,2017,2017-11-19,10,24.027,CLE,,JAX,L 7-19,*,0,0,0,,0,0.0%,,1,18,18.00,0
20,2017,2017-11-26,11,24.034,CLE,@,CIN,L 16-30,,1,0,0,,0,0.0%,0.00,0,0,,0
21,2017,2017-12-03,12,24.041,CLE,@,LAC,L 10-19,,0,0,0,,0,0.0%,,0,0,,0
22,2017,2017-12-10,13,24.048,CLE,,GNB,L 21-27,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0
23,2017,2017-12-17,14,24.055,CLE,,BAL,L 10-27,*,0,0,0,,0,0.0%,,0,0,,0
24,2017,2017-12-24,15,24.062,CLE,@,CHI,L 3-20,,0,0,0,,0,0.0%,,0,0,,0
