ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-10-16,4,24.180,RAM,@,BAL,L 17-31,0,0,1,10,0
2,1961,1961-10-01,3,25.165,RAM,,PIT,W 24-14,0,0,1,2,0
3,1963,1963-09-14,1,27.148,RAM,,DET,L 2-23,0,0,1,0,0
4,1963,1963-10-20,6,27.184,RAM,,MIN,W 27-24,0,0,1,5,0
5,1964,1964-09-13,1,28.147,RAM,@,PIT,W 26-14,0,0,1,32,0
6,1966,1966-09-30,4,30.164,RAM,,SFO,W 34-3,0,0,1,0,0
7,1966,1966-12-04,13,30.229,RAM,,DET,W 23-3,0,0,1,0,0
8,1967,1967-09-22,2,31.156,RAM,,MIN,W 39-3,1,6,1,40,1
9,1967,1967-10-08,4,31.172,RAM,,SFO,L 24-27,1,6,1,2,1
10,1967,1967-11-19,10,31.214,RAM,@,ATL,W 31-3,0,0,1,11,0
11,1967,1967-11-23,11,31.218,RAM,@,DET,W 31-7,0,0,1,0,0
12,1967,1967-12-03,12,31.228,RAM,,ATL,W 20-3,0,0,1,13,0
13,1967,1967-12-17,14,31.242,RAM,,BAL,W 34-10,0,0,1,29,0
14,1968,1968-10-20,6,32.184,RAM,,ATL,W 27-14,1,6,1,46,1
15,1968,1968-11-10,9,32.205,RAM,@,ATL,W 17-10,1,6,1,29,1
16,1969,1969-10-12,4,33.176,RAM,@,SFO,W 27-21,0,0,1,19,0
17,1970,1970-09-18,1,34.152,RAM,,STL,W 34-13,,,,,
18,1970,1970-09-27,2,34.161,RAM,@,BUF,W 19-0,,,,,
19,1970,1970-10-04,3,34.168,RAM,,SDG,W 37-10,0,0,1,9,0
20,1970,1970-10-11,4,34.175,RAM,,SFO,L 6-20,,,,,
21,1970,1970-10-18,5,34.182,RAM,@,GNB,W 31-21,,,,,
22,1970,1970-10-26,6,34.190,RAM,@,MIN,L 3-13,,,,,
23,1970,1970-11-01,7,34.196,RAM,@,NOR,W 30-17,,,,,
24,1970,1970-11-08,8,34.203,RAM,,ATL,T 10-10,,,,,
25,1970,1970-11-15,9,34.210,RAM,,NYJ,L 20-31,,,,,
26,1970,1970-11-22,10,34.217,RAM,@,ATL,W 17-7,,,,,
27,1970,1970-11-29,11,34.224,RAM,@,SFO,W 30-13,,,,,
28,1970,1970-12-06,12,34.231,RAM,,NOR,W 34-16,,,,,
29,1970,1970-12-14,13,34.239,RAM,,DET,L 23-28,,,,,
30,1970,1970-12-20,14,34.245,RAM,@,NYG,W 31-3,,,,,
31,1971,1971-09-19,1,35.153,WAS,@,STL,W 24-17,,,,,
32,1971,1971-09-26,2,35.160,WAS,@,NYG,W 30-3,1,6,1,20,1
33,1971,1971-10-03,3,35.167,WAS,@,DAL,W 20-16,,,,,
34,1971,1971-10-10,4,35.174,WAS,,HOU,W 22-13,0,0,1,13,0
35,1971,1971-10-17,5,35.181,WAS,,STL,W 20-0,0,0,3,25,0
36,1971,1971-10-24,6,35.188,WAS,@,KAN,L 20-27,,,,,
37,1971,1971-10-31,7,35.195,WAS,,NOR,W 24-14,,,,,
38,1971,1971-11-07,8,35.202,WAS,,PHI,T 7-7,,,,,
39,1971,1971-11-14,9,35.209,WAS,@,CHI,L 15-16,,,,,
40,1971,1971-11-21,10,35.216,WAS,,DAL,L 0-13,,,,,
41,1971,1971-11-28,11,35.223,WAS,@,PHI,W 20-13,,,,,
42,1971,1971-12-05,12,35.230,WAS,,NYG,W 23-7,,,,,
43,1971,1971-12-13,13,35.238,WAS,@,RAM,W 38-24,,,,,
44,1971,1971-12-19,14,35.244,WAS,,CLE,L 13-20,,,,,
45,1972,1972-09-18,1,36.152,WAS,@,MIN,W 24-21,,,,,
46,1972,1972-09-24,2,36.158,WAS,,STL,W 24-10,,,,,
47,1972,1972-10-01,3,36.165,WAS,@,NWE,L 23-24,,,,,
48,1972,1972-10-08,4,36.172,WAS,,PHI,W 14-0,,,,,
49,1972,1972-10-15,5,36.179,WAS,@,STL,W 33-3,,,,,
50,1972,1972-10-22,6,36.186,WAS,,DAL,W 24-20,,,,,
51,1972,1972-10-29,7,36.193,WAS,@,NYG,W 23-16,,,,,
52,1972,1972-11-05,8,36.200,WAS,@,NYJ,W 35-17,,,,,
53,1972,1972-11-12,9,36.207,WAS,,NYG,W 27-13,,,,,
54,1972,1972-11-20,10,36.215,WAS,,ATL,W 24-13,,,,,
55,1972,1972-11-26,11,36.221,WAS,,GNB,W 21-16,,,,,
56,1972,1972-12-03,12,36.228,WAS,@,PHI,W 23-7,,,,,
57,1972,1972-12-09,13,36.234,WAS,@,DAL,L 24-34,,,,,
