ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2004,2004-09-12,1,23.314,NYG,@,PHI,L 17-31,,0,0,0,,0,0.0%,,0,0,,0,1,8,8.00,0
2,2004,2004-09-19,2,23.321,NYG,,WAS,W 20-14,,0,0,0,,0,0.0%,,0,0,,0,2,22,11.00,0
3,2004,2004-09-26,3,23.328,NYG,,CLE,W 27-10,,0,0,0,,0,0.0%,,0,0,,0,3,28,9.33,0
4,2004,2004-10-03,4,23.335,NYG,@,GNB,W 14-7,,0,0,0,,0,0.0%,,0,0,,0,4,16,4.00,0
5,2004,2004-10-10,5,23.342,NYG,@,DAL,W 26-10,,0,0,0,,0,0.0%,,0,0,,0,2,4,2.00,0
6,2004,2004-10-24,6,23.356,NYG,,DET,L 13-28,,0,0,0,,0,0.0%,,0,0,,0,1,9,9.00,0
7,2004,2004-10-31,7,23.363,NYG,@,MIN,W 34-13,,0,0,0,,0,0.0%,,1,20,20.00,0,3,15,5.00,0
8,2004,2004-11-07,8,24.004,NYG,,CHI,L 21-28,,0,0,0,,0,0.0%,,0,0,,0,3,45,15.00,0
9,2004,2004-11-14,9,24.011,NYG,@,ARI,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,4,17,4.25,0
10,2004,2004-11-21,10,24.018,NYG,,ATL,L 10-14,,0,0,0,,0,0.0%,,0,0,,0,4,1,0.25,0
11,2004,2004-11-28,11,24.025,NYG,,PHI,L 6-27,,0,0,0,,0,0.0%,,1,17,17.00,0,3,16,5.33,0
12,2004,2004-12-05,12,24.032,NYG,@,WAS,L 7-31,,0,0,0,,0,0.0%,,0,0,,0,2,24,12.00,0
13,2004,2004-12-12,13,24.039,NYG,@,BAL,L 14-37,,0,0,0,,0,0.0%,,0,0,,0,2,22,11.00,0
14,2004,2004-12-18,14,24.045,NYG,,PIT,L 30-33,,,,,,,0.0%,,,,,,,,,
15,2005,2005-09-11,1,24.312,TAM,@,MIN,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,3,27,9.00,0
16,2005,2005-09-18,2,24.319,TAM,,BUF,W 19-3,,0,0,0,,0,0.0%,,3,49,16.33,0,3,50,16.67,0
17,2005,2005-09-25,3,24.326,TAM,@,GNB,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,2,23,11.50,0
18,2005,2005-10-02,4,24.333,TAM,,DET,W 17-13,,0,0,0,,0,0.0%,,0,0,,0,3,15,5.00,0
19,2005,2005-10-09,5,24.340,TAM,@,NYJ,L 12-14,,0,0,0,,0,0.0%,,0,0,,0,4,18,4.50,0
20,2005,2005-10-16,6,24.347,TAM,,MIA,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,3,20,6.67,0
21,2005,2005-10-30,7,24.361,TAM,@,SFO,L 10-15,,0,0,0,,0,0.0%,,2,46,23.00,0,5,29,5.80,0
22,2005,2005-11-06,8,25.003,TAM,,CAR,L 14-34,,0,0,0,,0,0.0%,,0,0,,0,3,45,15.00,0
23,2005,2005-11-13,9,25.010,TAM,,WAS,W 36-35,,0,0,0,,0,0.0%,,0,0,,0,1,4,4.00,0
24,2005,2005-11-20,10,25.017,TAM,@,ATL,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,1,2,2.00,0
25,2005,2005-11-27,11,25.024,TAM,,CHI,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,6,67,11.17,0
26,2005,2005-12-04,12,25.031,TAM,@,NOR,W 10-3,,0,0,0,,0,0.0%,,0,0,,0,3,36,12.00,0
27,2005,2005-12-11,13,25.038,TAM,@,CAR,W 20-10,,0,0,0,,0,0.0%,,0,0,,0,3,49,16.33,0
28,2005,2005-12-17,14,25.044,TAM,@,NWE,L 0-28,,0,0,0,,0,0.0%,,0,0,,0,3,28,9.33,0
29,2005,2005-12-24,15,25.051,TAM,,ATL,W 27-24,,0,0,0,,0,0.0%,,0,0,,0,6,55,9.17,0
30,2005,2006-01-01,16,25.059,TAM,,NOR,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,2,24,12.00,0
31,2006,2006-09-10,1,25.311,TAM,,BAL,L 0-27,,0,0,0,,0,0.0%,,0,0,,0,5,47,9.40,0
32,2006,2006-09-17,2,25.318,TAM,@,ATL,L 3-14,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0
33,2006,2006-09-24,3,25.325,TAM,,CAR,L 24-26,,0,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0
34,2006,2006-10-08,4,25.339,TAM,@,NOR,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,6,51,8.50,0
35,2006,2006-12-17,14,26.044,TAM,@,CHI,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,7,46,6.57,0
36,2006,2006-12-24,15,26.051,TAM,@,CLE,W 22-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
37,2006,2006-12-31,16,26.058,TAM,,SEA,L 7-23,,,0,0,,0,0.0%,,1,29,29.00,0,0,0,,0
38,2007,2007-09-16,2,26.317,TAM,,NOR,W 31-14,,0,0,0,,0,0.0%,,1,36,36.00,0,3,25,8.33,0
