ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
21,2011,2011-11-27,11,23.130,NWE,@,PHI,W 38-20,,0,0,,0,0.0,3,0,0,0,0
22,2011,2011-12-24,15,23.157,SEA,,SFO,L 17-19,,,,,,,,,,,
23,2012,2012-09-10,1,24.052,OAK,,SDG,L 14-22,,1,15,15.00,0,0.0,0,0,0,0,0
24,2012,2012-09-16,2,24.058,OAK,@,MIA,L 13-35,,5,58,11.60,0,0.0,0,0,0,0,0
25,2012,2012-09-23,3,24.065,OAK,,PIT,W 34-31,,1,5,5.00,0,0.0,0,0,0,0,0
26,2012,2012-09-30,4,24.072,OAK,@,DEN,L 6-37,,,,,,,,,,,
27,2012,2012-10-14,5,24.086,OAK,@,ATL,L 20-23,,1,0,0.00,0,0.0,0,1,0,0,0
28,2012,2012-10-21,6,24.093,OAK,,JAX,W 26-23,,4,6,1.50,0,0.0,2,0,0,0,0
29,2012,2012-10-28,7,24.100,OAK,@,KAN,W 26-16,,3,38,12.67,0,0.0,1,0,0,0,0
30,2012,2012-11-04,8,24.107,OAK,,TAM,L 32-42,,2,0,0.00,0,0.0,1,0,0,0,0
31,2012,2012-11-11,9,24.114,OAK,@,BAL,L 20-55,,3,0,0.00,0,0.0,0,0,0,0,0
32,2012,2012-11-18,10,24.121,OAK,,NOR,L 17-38,,1,0,0.00,0,0.0,0,0,0,0,0
33,2012,2012-11-25,11,24.128,OAK,@,CIN,L 10-34,,2,17,8.50,0,0.0,0,0,0,0,0
34,2012,2012-12-02,12,24.135,OAK,,CLE,L 17-20,,0,0,,0,0.0,0,0,1,0,0
35,2012,2012-12-06,13,24.139,OAK,,DEN,L 13-26,,0,0,,0,0.0,5,0,1,0,0
36,2012,2012-12-16,14,24.149,OAK,,KAN,W 15-0,*,0,0,,0,0.0,1,0,0,0,0
37,2012,2012-12-23,15,24.156,OAK,@,CAR,L 6-17,*,2,0,0.00,0,0.0,0,1,0,0,0
38,2013,2013-09-08,1,25.050,OAK,@,IND,L 17-21,,1,5,5.00,0,0.0,0,0,0,0,0
39,2013,2013-09-15,2,25.057,OAK,,JAX,W 19-9,,3,33,11.00,0,0.0,0,0,0,0,0
40,2013,2013-09-23,3,25.065,OAK,@,DEN,L 21-37,,0,0,,0,0.0,0,0,0,0,0
41,2013,2013-09-29,4,25.071,OAK,,WAS,L 14-24,,1,9,9.00,0,0.0,0,0,0,0,0
42,2013,2013-10-06,5,25.078,OAK,,SDG,W 27-17,,0,0,,0,0.0,0,0,0,0,0
43,2013,2013-10-13,6,25.085,OAK,@,KAN,L 7-24,,3,12,4.00,0,0.0,0,0,0,0,0
44,2013,2013-10-27,7,25.099,OAK,,PIT,W 21-18,,0,0,,0,0.0,1,0,0,0,0
45,2013,2013-11-03,8,25.106,OAK,,PHI,L 20-49,,0,0,,0,0.0,2,0,0,0,0
46,2013,2013-11-10,9,25.113,OAK,@,NYG,L 20-24,,0,0,,0,0.0,1,0,0,0,0
47,2013,2013-11-17,10,25.120,OAK,@,HOU,W 28-23,,0,0,,0,0.0,2,1,0,0,0
48,2013,2013-11-24,11,25.127,OAK,,TEN,L 19-23,,0,0,,0,0.0,3,2,0,0,0
49,2013,2013-11-28,12,25.131,OAK,@,DAL,L 24-31,,0,0,,0,0.0,7,0,0,0,0
50,2013,2013-12-08,13,25.141,OAK,@,NYJ,L 27-37,,0,0,,0,0.0,1,0,0,0,0
51,2013,2013-12-15,14,25.148,OAK,,KAN,L 31-56,*,0,0,,0,0.0,2,0,0,0,0
52,2013,2013-12-22,15,25.155,OAK,@,SDG,L 13-26,,0,0,,0,0.0,1,0,0,0,0
53,2013,2013-12-29,16,25.162,OAK,,DEN,L 14-34,*,0,0,,0,0.0,6,1,0,0,0
54,2014,2014-09-07,1,26.049,NYJ,,OAK,W 19-14,,,,,,,,,,,
55,2014,2014-09-14,2,26.056,NYJ,@,GNB,L 24-31,,,,,,,,,,,
56,2014,2014-09-22,3,26.064,NYJ,,CHI,L 19-27,,0,0,,0,0.0,1,0,0,0,0
57,2014,2014-09-28,4,26.070,NYJ,,DET,L 17-24,,,,,,,,,,,
58,2014,2014-10-05,5,26.077,NYJ,@,SDG,L 0-31,,0,0,,0,0.0,1,0,1,0,0
59,2014,2014-10-12,6,26.084,NYJ,,DEN,L 17-31,*,0,0,,0,0.0,4,2,0,0,0
60,2014,2014-10-16,7,26.088,NYJ,@,NWE,L 25-27,*,0,0,,0,0.0,2,0,0,0,0
61,2014,2014-11-09,10,26.112,NYJ,,PIT,W 20-13,*,0,0,,0,0.0,3,1,0,0,0
62,2014,2014-11-24,11,26.127,NYJ,@,BUF,L 3-38,,0,0,,0,0.0,1,0,0,0,0
63,2014,2014-12-07,13,26.140,NYJ,@,MIN,L 24-30,,0,0,,0,0.0,4,0,0,0,0
64,2014,2014-12-14,14,26.147,NYJ,@,TEN,W 16-11,*,0,0,,0,0.0,3,0,0,0,0
65,2014,2014-12-28,16,26.161,NYJ,@,MIA,W 37-24,,0,0,,0,0.0,2,0,0,0,0
66,2015,2015-09-14,1,27.056,ATL,,PHI,W 26-24,*,0,0,,0,0.0,3,0,0,0,0
67,2015,2015-09-20,2,27.062,ATL,@,NYG,W 24-20,*,0,0,,0,0.0,4,3,0,0,0
68,2015,2015-09-27,3,27.069,ATL,@,DAL,W 39-28,,0,0,,0,0.0,2,1,0,0,0
69,2015,2015-10-04,4,27.076,ATL,,HOU,W 48-21,,0,0,,0,0.0,4,0,0,0,0
70,2015,2015-10-11,5,27.083,ATL,,WAS,W 25-19,*,0,0,,0,0.0,4,0,0,0,0
71,2015,2015-10-15,6,27.087,ATL,@,NOR,L 21-31,,0,0,,0,0.0,1,1,0,0,0
72,2015,2015-10-25,7,27.097,ATL,@,TEN,W 10-7,,0,0,,0,0.0,0,0,0,0,0
73,2015,2015-11-01,8,27.104,ATL,,TAM,L 20-23,,0,0,,0,0.0,3,0,0,0,0
74,2015,2015-11-08,9,27.111,ATL,@,SFO,L 16-17,,0,0,,0,0.0,1,0,1,2,0
75,2015,2015-12-13,13,27.146,ATL,@,CAR,L 0-38,,0,0,,0,0.0,1,0,0,0,0
76,2015,2015-12-20,14,27.153,ATL,@,JAX,W 23-17,,0,0,,0,0.0,5,0,0,0,0
77,2015,2015-12-27,15,27.160,ATL,,CAR,W 20-13,,0,0,,0,0.0,3,1,0,0,0
78,2015,2016-01-03,16,27.167,ATL,,NOR,L 17-20,,0,0,,0,0.0,0,0,0,0,0
