ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2006,2006-09-10,1,23.267,NOR,@,CLE,W 19-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,135,45.00,0
2,2006,2006-09-17,2,23.274,NOR,@,GNB,W 34-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,186,46.50,0
3,2006,2006-09-25,3,23.282,NOR,,ATL,W 23-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,245,40.83,0
4,2006,2006-10-01,4,23.288,NOR,@,CAR,L 18-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,230,46.00,0
5,2006,2006-10-08,5,23.295,NOR,,TAM,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,358,44.75,0
6,2006,2006-10-15,6,23.302,NOR,,PHI,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,235,47.00,0
7,2006,2006-10-29,7,23.316,NOR,,BAL,L 22-35,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,89,44.50,0
8,2006,2006-11-05,8,23.323,NOR,@,TAM,W 31-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,242,40.33,0
9,2006,2006-11-12,9,23.330,NOR,@,PIT,L 31-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,79,39.50,0
10,2006,2006-11-19,10,23.337,NOR,,CIN,L 16-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,186,37.20,0
11,2006,2006-11-26,11,23.344,NOR,@,ATL,W 31-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,265,44.17,0
12,2006,2006-12-03,12,23.351,NOR,,SFO,W 34-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,210,42.00,0
13,2006,2006-12-10,13,23.358,NOR,@,DAL,W 42-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,191,47.75,0
14,2006,2006-12-17,14,24.000,NOR,,WAS,L 10-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,281,46.83,0
15,2006,2006-12-24,15,24.007,NOR,@,NYG,W 30-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,213,42.60,0
16,2006,2006-12-31,16,24.014,NOR,,CAR,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,224,44.80,0
17,2007,2007-09-06,1,24.263,NOR,@,IND,L 10-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,242,48.40,0
