ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2007,2007-09-30,4,25.041,DEN,@,IND,L 20-38,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
2,2007,2007-10-29,7,25.070,DEN,,GNB,L 13-19,,3,10,3.33,0,0,0,0,,0,0.0%,,2,49,24.50,0,0,0
3,2007,2007-11-04,8,25.076,DEN,@,DET,L 7-44,,0,0,,0,0,0,0,,0,0.0%,,4,116,29.00,0,0,0
4,2007,2007-11-11,9,25.083,DEN,@,KAN,W 27-11,,5,9,1.80,0,0,0,0,,0,0.0%,,4,103,25.75,0,0,0
5,2007,2007-11-19,10,25.091,DEN,,TEN,W 34-20,,7,89,12.71,1,0,0,0,,0,0.0%,,1,26,26.00,0,1,6
6,2007,2007-11-25,11,25.097,DEN,@,CHI,L 34-37,*,26,98,3.77,1,2,2,69,34.50,0,100.0%,34.50,1,14,14.00,0,1,6
7,2007,2007-12-09,13,25.111,DEN,,KAN,W 41-7,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0
8,2007,2007-12-13,14,25.115,DEN,@,HOU,L 13-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2007,2007-12-24,15,25.126,DEN,@,SDG,L 3-23,,0,0,,0,0,0,0,,0,0.0%,,4,105,26.25,0,0,0
10,2007,2007-12-30,16,25.132,DEN,,MIN,W 22-19,,3,10,3.33,0,0,0,0,,0,0.0%,,2,43,21.50,0,0,0
11,2008,2008-09-08,1,26.019,DEN,@,OAK,W 41-14,,10,61,6.10,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0
12,2008,2008-09-14,2,26.025,DEN,,SDG,W 39-38,,7,31,4.43,0,0,0,0,,0,0.0%,,2,48,24.00,0,0,0
13,2008,2008-09-21,3,26.032,DEN,,NOR,W 34-32,,6,25,4.17,0,0,0,0,,0,0.0%,,2,50,25.00,0,0,0
14,2008,2008-09-28,4,26.039,DEN,@,KAN,L 19-33,,4,14,3.50,0,0,0,0,,0,0.0%,,4,91,22.75,0,0,0
15,2008,2008-10-05,5,26.046,DEN,,TAM,W 16-13,,5,13,2.60,0,2,2,17,8.50,0,100.0%,8.50,2,47,23.50,0,0,0
16,2008,2008-10-12,6,26.053,DEN,,JAX,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0,0,0
17,2008,2008-10-20,7,26.061,DEN,@,NWE,L 7-41,,2,-7,-3.50,0,0,0,0,,0,0.0%,,7,148,21.14,0,0,0
18,2008,2008-11-02,8,26.074,DEN,,MIA,L 17-26,,1,7,7.00,0,1,1,8,8.00,0,100.0%,8.00,1,18,18.00,0,0,0
