ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.334,DEN,,KAN,W 34-20,6,15,2.50,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,33,16.50,0,0,0
2,1989,1989-09-18,2,22.342,DEN,@,BUF,W 28-14,10,76,7.60,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,24,24.00,0,1,6
3,1989,1989-09-24,3,22.348,DEN,,RAI,W 31-21,19,57,3.00,0,,3,22,7.33,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
4,1989,1989-10-01,4,22.355,DEN,@,CLE,L 13-16,10,44,4.40,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
5,1989,1989-10-08,5,22.362,DEN,,SDG,W 16-10,23,102,4.43,1,,1,3,3.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
6,1989,1989-10-15,6,23.004,DEN,,IND,W 14-3,11,37,3.36,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,29,29.00,0,1,6
7,1989,1989-10-22,7,23.011,DEN,@,SEA,W 24-21,17,50,2.94,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
8,1989,1989-10-29,8,23.018,DEN,,PHI,L 24-28,12,44,3.67,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
9,1989,1989-11-05,9,23.025,DEN,,PIT,W 34-7,25,105,4.20,2,,4,30,7.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
10,1989,1989-11-12,10,23.032,DEN,@,KAN,W 16-13,21,77,3.67,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
11,1989,1989-11-20,11,23.040,DEN,@,WAS,W 14-10,31,110,3.55,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
12,1989,1989-11-26,12,23.046,DEN,,SEA,W 41-14,25,86,3.44,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
13,1989,1989-12-03,13,23.053,DEN,@,RAI,L 13-16,31,125,4.03,0,,5,45,9.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
14,1989,1989-12-10,14,23.060,DEN,,NYG,L 7-14,15,44,2.93,0,,5,36,7.20,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
15,1989,1989-12-16,15,23.066,DEN,@,PHO,W 37-0,23,128,5.57,0,,1,6,6.00,0,,,1,1,100.00,17,1,0,158.3,0,0,17.00,37.00,0,0,,0,0,0
16,1989,1989-12-24,16,23.074,DEN,@,SDG,L 16-19,15,51,3.40,0,,2,15,7.50,1,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
17,1990,1990-09-09,1,23.333,DEN,@,RAI,L 9-14,11,24,2.18,0,,0,0,,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
18,1990,1990-09-17,2,23.341,DEN,,KAN,W 24-23,19,132,6.95,2,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
19,1990,1990-09-23,3,23.347,DEN,,SEA,W 34-31,25,129,5.16,0,,2,11,5.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
20,1990,1990-09-30,4,23.354,DEN,@,BUF,L 28-29,34,177,5.21,1,,1,3,3.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
21,1990,1990-10-08,5,23.362,DEN,,CLE,L 29-30,20,106,5.30,1,,2,15,7.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
22,1990,1990-10-21,7,24.010,DEN,@,IND,W 27-17,3,5,1.67,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1990,1990-11-04,8,24.024,DEN,@,MIN,L 22-27,21,92,4.38,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
24,1990,1990-11-11,9,24.031,DEN,@,SDG,L 7-19,22,62,2.82,0,,4,12,3.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1990,1990-11-18,10,24.038,DEN,,CHI,L 13-16,23,83,3.61,0,,6,64,10.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
26,1990,1990-11-22,11,24.042,DEN,@,DET,L 27-40,16,53,3.31,0,,6,24,4.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
27,1990,1990-12-02,12,24.052,DEN,,RAI,L 20-23,20,88,4.40,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,1990,1990-12-09,13,24.059,DEN,@,KAN,L 20-31,21,56,2.67,1,,1,11,11.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
29,1990,1990-12-16,14,24.066,DEN,,SDG,W 20-10,15,51,3.40,0,,2,12,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
30,1990,1990-12-23,15,24.073,DEN,@,SEA,L 12-17,25,91,3.64,1,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
31,1990,1990-12-30,16,24.080,DEN,,GNB,W 22-13,13,53,4.08,1,,0,0,,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
32,1991,1991-10-27,8,25.016,DEN,@,NWE,W 9-6,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,1991,1991-11-03,9,25.023,DEN,,PIT,W 20-13,5,15,3.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1991,1991-12-08,14,25.058,DEN,@,CLE,W 17-7,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
35,1991,1991-12-15,15,25.065,DEN,,PHO,W 24-19,5,18,3.60,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
