ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1978,1978-10-22,8,22.099,SEA,,OAK,W 27-7,1,14,14.00,0,0,0
2,1978,1978-10-29,9,22.106,SEA,,DEN,L 17-20,,,,,,
3,1978,1978-11-05,10,22.113,SEA,@,CHI,W 31-29,,,,,,
4,1978,1978-11-12,11,22.120,SEA,,BAL,L 14-17,,,,,,
5,1978,1978-11-26,13,22.134,SEA,@,OAK,W 17-16,,,,,,
6,1978,1978-12-03,14,22.141,SEA,,CLE,W 47-24,,,,,,
7,1978,1978-12-10,15,22.148,SEA,@,SDG,L 10-37,,,,,,
8,1978,1978-12-17,16,22.155,SEA,,KAN,W 23-19,,,,,,
9,1979,1979-09-02,1,23.049,SEA,,SDG,L 16-33,4,36,9.00,0,0,0
10,1979,1979-09-09,2,23.056,SEA,@,MIA,L 10-19,1,6,6.00,0,0,0
11,1979,1979-09-16,3,23.063,SEA,,OAK,W 27-10,,,,,,
12,1979,1979-09-23,4,23.070,SEA,@,DEN,L 34-37,1,18,18.00,0,0,0
13,1979,1979-09-30,5,23.077,SEA,,KAN,L 6-24,1,10,10.00,0,0,0
14,1979,1979-10-07,6,23.084,SEA,@,SFO,W 35-24,,,,,,
15,1979,1979-10-14,7,23.091,SEA,@,SDG,L 10-20,,,,,,
16,1979,1979-10-21,8,23.098,SEA,,HOU,W 34-14,3,34,11.33,0,0,0
17,1979,1979-10-29,9,23.106,SEA,@,ATL,W 31-28,2,15,7.50,0,0,0
18,1979,1979-11-04,10,23.112,SEA,,RAM,L 0-24,,,,,,
19,1979,1979-11-11,11,23.119,SEA,@,CLE,W 29-24,1,11,11.00,0,0,0
20,1979,1979-11-18,12,23.126,SEA,,NOR,W 38-24,3,47,15.67,1,1,6
21,1979,1979-11-26,13,23.134,SEA,,NYJ,W 30-7,1,9,9.00,0,0,0
22,1979,1979-12-02,14,23.140,SEA,@,KAN,L 21-37,3,39,13.00,0,0,0
23,1979,1979-12-08,15,23.146,SEA,,DEN,W 28-23,2,25,12.50,0,0,0
24,1979,1979-12-16,16,23.154,SEA,@,OAK,W 29-24,3,43,14.33,0,0,0
25,1981,1981-09-20,3,25.067,SFO,@,ATL,L 17-34,1,5,5.00,0,0,0
26,1981,1981-09-27,4,25.074,SFO,,NOR,W 21-14,0,0,,0,,
27,1981,1981-10-04,5,25.081,SFO,@,WAS,W 30-17,0,0,,0,,
28,1981,1981-10-11,6,25.088,SFO,,DAL,W 45-14,0,0,,0,,
29,1981,1981-10-18,7,25.095,SFO,@,GNB,W 13-3,0,0,,0,,
