ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1980,1980-09-07,1,22.163,CLE,@,NWE,L 17-34,,,,
2,1980,1980-09-15,2,22.171,CLE,,HOU,L 7-16,,,,
3,1980,1980-09-21,3,22.177,CLE,,KAN,W 20-13,,,,
4,1980,1980-09-28,4,22.184,CLE,@,TAM,W 34-27,1,5,5.00,0
5,1980,1980-10-05,5,22.191,CLE,,DEN,L 16-19,,,,
6,1980,1980-10-12,6,22.198,CLE,@,SEA,W 27-3,1,8,8.00,0
7,1980,1980-10-19,7,22.205,CLE,,GNB,W 26-21,,,,
8,1980,1980-10-26,8,22.212,CLE,,PIT,W 27-26,,,,
9,1980,1980-11-03,9,22.220,CLE,,CHI,W 27-21,1,5,5.00,0
10,1980,1980-11-09,10,22.226,CLE,@,BAL,W 28-27,,,,
11,1980,1980-11-16,11,22.233,CLE,@,PIT,L 13-16,,,,
12,1980,1980-11-23,12,22.240,CLE,,CIN,W 31-7,,,,
13,1980,1980-11-30,13,22.247,CLE,@,HOU,W 17-14,,,,
14,1980,1980-12-07,14,22.254,CLE,,NYJ,W 17-14,,,,
15,1980,1980-12-14,15,22.261,CLE,@,MIN,L 23-28,,,,
16,1980,1980-12-21,16,22.268,CLE,@,CIN,W 27-24,,,,
17,1981,1981-09-07,1,23.163,CLE,,SDG,L 14-44,0,0,,0
18,1981,1981-09-13,2,23.169,CLE,,HOU,L 3-9,0,0,,0
19,1981,1981-09-20,3,23.176,CLE,@,CIN,W 20-17,0,0,,0
20,1981,1981-09-27,4,23.183,CLE,,ATL,W 28-17,0,0,,0
21,1981,1981-10-04,5,23.190,CLE,@,RAM,L 16-27,0,0,,0
22,1981,1981-10-11,6,23.197,CLE,@,PIT,L 7-13,0,0,,0
23,1981,1981-10-18,7,23.204,CLE,,NOR,W 20-17,0,0,,0
24,1981,1981-10-25,8,23.211,CLE,,BAL,W 42-28,0,0,,0
25,1981,1981-11-01,9,23.218,CLE,@,BUF,L 13-22,0,0,,0
26,1981,1981-11-08,10,23.225,CLE,@,DEN,L 20-23,0,0,,0
27,1981,1981-11-15,11,23.232,CLE,@,SFO,W 15-12,0,0,,0
28,1981,1981-11-22,12,23.239,CLE,,PIT,L 10-32,1,6,6.00,0
29,1981,1981-11-29,13,23.246,CLE,,CIN,L 21-41,0,0,,0
30,1981,1981-12-03,14,23.250,CLE,@,HOU,L 13-17,0,0,,0
31,1981,1981-12-12,15,23.259,CLE,,NYJ,L 13-14,0,0,,0
32,1981,1981-12-20,16,23.267,CLE,@,SEA,L 21-42,0,0,,0
33,1982,1982-09-12,1,24.168,CLE,@,SEA,W 21-7,0,0,,0
34,1982,1982-09-19,2,24.175,CLE,,PHI,L 21-24,0,0,,0
35,1982,1982-11-21,3,24.238,CLE,,NWE,W 10-7,0,0,,0
36,1982,1982-11-25,4,24.242,CLE,@,DAL,L 14-31,0,0,,0
37,1982,1982-12-05,5,24.252,CLE,,SDG,L 13-30,1,4,4.00,0
38,1982,1982-12-12,6,24.259,CLE,@,CIN,L 10-23,0,0,,0
39,1982,1982-12-19,7,24.266,CLE,,PIT,W 10-9,0,0,,0
40,1982,1982-12-26,8,24.273,CLE,@,HOU,W 20-14,0,0,,0
41,1982,1983-01-02,9,24.280,CLE,@,PIT,L 21-37,0,0,,0
