ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.317,NOR,@,ATL,L 34-37,,,,
2,2014,2014-09-14,2,22.324,NOR,@,CLE,L 24-26,,0.0,1,1
3,2014,2014-09-21,3,22.331,NOR,,MIN,W 20-9,,,,
4,2014,2014-09-28,4,22.338,NOR,@,DAL,L 17-38,,,,
5,2014,2014-10-05,5,22.345,NOR,,TAM,W 37-31,,,,
6,2014,2014-10-19,6,22.359,NOR,@,DET,L 23-24,,,,
7,2014,2014-10-26,7,23.001,NOR,,GNB,W 44-23,,,,
8,2014,2014-10-30,8,23.005,NOR,@,CAR,W 28-10,,0.0,0,1
9,2014,2014-11-09,9,23.015,NOR,,SFO,L 24-27,,0.0,2,0
10,2016,2016-11-27,11,25.033,SFO,@,MIA,L 24-31,,0.0,0,0
11,2016,2016-12-04,12,25.040,SFO,@,CHI,L 6-26,,0.0,0,0
12,2016,2016-12-11,13,25.047,SFO,,NYJ,L 17-23,,0.0,0,0
13,2016,2016-12-18,14,25.054,SFO,@,ATL,L 13-41,,0.0,2,0
14,2016,2016-12-24,15,25.060,SFO,@,LAR,W 22-21,,0.0,0,0
15,2016,2017-01-01,16,25.068,SFO,,SEA,L 23-25,,0.0,0,0
