ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-11-14,9,24.004,CIN,@,IND,L 17-23,,,,,,,0.0%,,,,,,
2,2010,2010-11-21,10,24.011,CIN,,BUF,L 31-49,,,,,,,0.0%,,,,,,
3,2010,2010-11-25,11,24.015,CIN,@,NYJ,L 10-26,,,,,,,0.0%,,,,,,
4,2010,2010-12-05,12,24.025,CIN,,NOR,L 30-34,,,,,,,0.0%,,,,,,
5,2010,2010-12-12,13,24.032,CIN,@,PIT,L 7-23,,,,,,,0.0%,,,,,,
6,2010,2011-01-02,16,24.053,CIN,@,BAL,L 7-13,,5,3,30,10.00,0,60.0%,6.00,0,0,0.0,1,0
7,2012,2012-11-18,10,26.008,ATL,,ARI,W 23-19,,,,,,,0.0%,,,,,,
8,2012,2012-11-25,11,26.015,ATL,@,TAM,W 24-23,,,,,,,0.0%,,,,,,
9,2012,2012-11-29,12,26.019,ATL,,NOR,W 23-13,,,,,,,0.0%,,,,,,
10,2012,2012-12-09,13,26.029,ATL,@,CAR,L 20-30,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
11,2012,2012-12-30,16,26.050,ATL,,TAM,L 17-22,,,,,,,0.0%,,,,,,
12,2013,2013-09-08,1,26.302,ATL,@,NOR,L 17-23,,,,,,,0.0%,,,,,,
13,2013,2013-09-15,2,26.309,ATL,,STL,W 31-24,,,,,,,0.0%,,,,,,
14,2013,2013-09-22,3,26.316,ATL,@,MIA,L 23-27,,,,,,,0.0%,,,,,,
15,2013,2013-09-29,4,26.323,ATL,,NWE,L 23-30,,,,,,,0.0%,,,,,,
16,2013,2013-10-27,7,26.351,ATL,@,ARI,L 13-27,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
17,2013,2013-11-03,8,26.358,ATL,@,CAR,L 10-34,,,,,,,0.0%,,,,,,
18,2013,2013-11-10,9,27.000,ATL,,SEA,L 10-33,,,,,,,0.0%,,,,,,
19,2013,2013-11-17,10,27.007,ATL,@,TAM,L 28-41,,,,,,,0.0%,,,,,,
20,2013,2013-11-21,11,27.011,ATL,,NOR,L 13-17,,,,,,,0.0%,,,,,,
21,2013,2013-12-01,12,27.021,ATL,@,BUF,W 34-31,,,,,,,0.0%,,,,,,
22,2013,2013-12-29,16,27.049,ATL,,CAR,L 20-21,,,,,,,0.0%,,,,,,
23,2014,2014-09-28,4,27.322,TEN,@,IND,L 17-41,,,,,,,0.0%,,,,,,
24,2014,2014-10-05,5,27.329,TEN,,CLE,L 28-29,,2,2,18,9.00,0,100.0%,9.00,0,0,0.0,0,0
25,2014,2014-10-12,6,27.336,TEN,,JAX,W 16-14,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
26,2014,2014-10-19,7,27.343,TEN,@,WAS,L 17-19,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
27,2014,2014-10-26,8,27.350,TEN,,HOU,L 16-30,,,,,,,0.0%,,,,,,
28,2014,2014-11-09,9,27.364,TEN,@,BAL,L 7-21,,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
29,2014,2014-11-17,10,28.007,TEN,,PIT,L 24-27,*,4,3,32,10.67,1,75.0%,8.00,1,6,0.0,0,0
30,2014,2014-11-23,11,28.013,TEN,@,PHI,L 24-43,,,,,,,0.0%,,,,,,
31,2014,2014-11-30,12,28.020,TEN,@,HOU,L 21-45,,,,,,,0.0%,,,,,,
32,2014,2014-12-07,13,28.027,TEN,,NYG,L 7-36,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
33,2014,2014-12-14,14,28.034,TEN,,NYJ,L 11-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
34,2014,2014-12-18,15,28.038,TEN,@,JAX,L 13-21,*,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0
35,2014,2014-12-28,16,28.048,TEN,,IND,L 10-27,,,,,,,0.0%,,,,,,
36,2015,2015-09-20,2,28.314,TEN,@,CLE,L 14-28,,6,4,42,10.50,0,66.7%,7.00,0,0,0.0,0,0
37,2015,2016-01-03,16,29.054,SEA,@,ARI,W 36-6,,5,4,29,7.25,1,80.0%,5.80,1,6,0.0,0,0
38,2016,2016-10-23,7,29.348,IND,@,TEN,W 34-26,,0,0,0,,0,0.0%,,0,0,0.0,0,0
39,2016,2016-10-30,8,29.355,IND,,KAN,L 14-30,,0,0,0,,0,0.0%,,0,0,0.0,0,0
