ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1981,1981-11-15,11,25.059,MIN,,NOR,W 20-10,0,0,,0,0,0,,0,,,,,,,,,0,
2,1981,1981-11-23,12,25.067,MIN,@,ATL,L 30-31,2,58,29.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,0
3,1981,1981-12-12,15,25.086,MIN,@,DET,L 7-45,0,0,,0,0,0,,0,,,,,,,,,0,
4,1981,1981-12-20,16,25.094,MIN,,KAN,L 6-10,0,0,,0,0,0,,0,,,,,,,,,0,
5,1982,1982-09-12,1,25.360,MIN,,TAM,W 17-10,0,0,,0,,,,,,,,,,,,,,
6,1982,1982-09-16,2,25.364,MIN,@,BUF,L 22-23,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
7,1982,1982-11-21,3,26.065,MIN,@,GNB,L 7-26,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1982,1982-11-28,4,26.072,MIN,,CHI,W 35-7,1,31,31.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
9,1982,1982-12-05,5,26.079,MIN,@,MIA,L 14-22,0,0,,0,,,,,,,,,,,,,,
10,1982,1982-12-12,6,26.086,MIN,,BAL,W 13-10,0,0,,0,,,,,,,,,,,,,,
11,1982,1982-12-19,7,26.093,MIN,@,DET,W 34-31,3,53,17.67,2,0,0,,0,0,0,,0,0,0,,0,2,12
12,1982,1982-12-26,8,26.100,MIN,,NYJ,L 14-42,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1982,1983-01-03,9,26.108,MIN,,DAL,W 31-27,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
14,1983,1983-09-04,1,26.352,MIN,@,CLE,W 27-21,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
