ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.111,SEA,,CLE,L 7-21,,0,0,,0,,,,,,,,
2,1982,1982-09-19,2,22.118,SEA,@,HOU,L 21-23,,4,48,12.00,0,,,0,0,,0,0,0
3,1982,1982-11-21,3,22.181,SEA,@,DEN,W 17-10,,1,23,23.00,0,,,0,0,,0,0,0
4,1982,1982-11-28,4,22.188,SEA,,PIT,W 16-0,,1,17,17.00,0,,,0,0,,0,0,0
5,1982,1982-12-05,5,22.195,SEA,@,RAI,L 23-28,,1,14,14.00,0,,,0,0,,0,0,0
6,1982,1982-12-12,6,22.202,SEA,,CHI,W 20-14,,3,14,4.67,0,,,0,0,,0,0,0
7,1982,1982-12-19,7,22.209,SEA,,NWE,L 0-16,,0,0,,0,,,,,,,,
8,1982,1982-12-26,8,22.216,SEA,@,CIN,L 10-24,,3,21,7.00,0,,,0,0,,0,0,0
9,1982,1983-01-02,9,22.223,SEA,,DEN,W 13-11,,2,15,7.50,0,,,0,0,,0,0,0
10,1983,1983-09-04,1,23.103,SEA,@,KAN,L 13-17,,1,8,8.00,0,,,0,0,,0,0,0
11,1983,1983-09-11,2,23.110,SEA,@,NYJ,W 17-10,,0,0,,0,,,0,0,,0,,
12,1983,1983-09-18,3,23.117,SEA,,SDG,W 34-31,,0,0,,0,,,0,0,,0,,
13,1983,1983-09-25,4,23.124,SEA,,WAS,L 17-27,,0,0,,0,,,0,0,,0,,
14,1983,1983-10-02,5,23.131,SEA,@,CLE,W 24-9,,1,11,11.00,0,,,0,0,,0,0,0
15,1983,1983-10-09,6,23.138,SEA,@,SDG,L 21-28,,0,0,,0,,,0,0,,0,,
16,1983,1983-10-16,7,23.145,SEA,,RAI,W 38-36,,0,0,,0,,,1,0,0.00,0,0,0
17,1983,1983-10-23,8,23.152,SEA,,PIT,L 21-27,,0,0,,0,,,0,0,,0,,
18,1983,1983-10-30,9,23.159,SEA,@,RAI,W 34-21,,0,0,,0,,,0,0,,0,,
19,1983,1983-11-06,10,23.166,SEA,,DEN,W 27-19,,1,9,9.00,0,,,0,0,,0,0,0
20,1983,1983-11-13,11,23.173,SEA,@,STL,L 28-33,,0,0,,0,,,0,0,,0,,
21,1983,1983-11-20,12,23.180,SEA,@,DEN,L 27-38,,2,30,15.00,1,,,0,0,,0,1,6
22,1983,1983-11-27,13,23.187,SEA,,KAN,W 51-48,,0,0,,0,,,0,0,,0,,
23,1983,1983-12-04,14,23.194,SEA,,DAL,L 10-35,,0,0,,0,,,0,0,,0,,
24,1983,1983-12-11,15,23.201,SEA,@,NYG,W 17-12,,2,14,7.00,0,,,0,0,,0,0,0
25,1983,1983-12-18,16,23.208,SEA,,NWE,W 24-6,,0,0,,0,,,0,0,,0,,
26,1984,1984-09-03,1,24.102,SEA,,CLE,W 33-0,,3,46,15.33,0,,,0,0,,0,0,0
27,1984,1984-09-16,3,24.115,SEA,@,NWE,L 23-38,,0,0,,0,,,,,,,,
28,1984,1984-09-23,4,24.122,SEA,,CHI,W 38-9,,0,0,,0,,,,,,,,
29,1984,1984-09-30,5,24.129,SEA,@,MIN,W 20-12,,0,0,,0,,,,,,,,
30,1984,1984-10-07,6,24.136,SEA,@,RAI,L 14-28,,1,9,9.00,0,,,0,0,,0,0,0
31,1984,1984-10-14,7,24.143,SEA,,BUF,W 31-28,,1,25,25.00,0,,,0,0,,0,0,0
32,1984,1984-12-02,14,24.192,SEA,,DET,W 38-17,,0,0,,0,,,,,,,,
33,1984,1984-12-09,15,24.199,SEA,@,KAN,L 7-34,,0,0,,0,,,,,,,,
34,1984,1984-12-15,16,24.205,SEA,,DEN,L 14-31,,0,0,,0,,,,,,,,
35,1985,1985-09-08,1,25.107,BUF,,SDG,L 9-14,,3,25,8.33,0,,,0,0,,0,0,0
36,1985,1985-09-15,2,25.114,BUF,@,NYJ,L 3-42,,3,20,6.67,0,,,0,0,,0,0,0
37,1985,1985-09-22,3,25.121,BUF,,NWE,L 14-17,,3,24,8.00,0,,,0,0,,0,0,0
38,1985,1985-09-29,4,25.128,BUF,,MIN,L 20-27,,1,4,4.00,0,,,0,0,,0,0,0
39,1985,1985-10-06,5,25.135,BUF,@,IND,L 17-49,,0,0,,0,,,,,,,,
