ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1975,1975-09-21,1,22.201,CHI,,BAL,L 7-35,,,,,,,
2,1975,1975-09-28,2,22.208,CHI,,PHI,W 15-13,0,0,,0,1,29,0
3,1975,1975-10-05,3,22.215,CHI,@,MIN,L 3-28,,,,,,,
4,1975,1975-10-12,4,22.222,CHI,@,DET,L 7-27,,,,,,,
5,1975,1975-10-19,5,22.229,CHI,@,PIT,L 3-34,,,,,,,
6,1975,1975-10-27,6,22.237,CHI,,MIN,L 9-13,,,,,,,
7,1975,1975-11-02,7,22.243,CHI,,MIA,L 13-46,,,,,,,
8,1975,1975-11-09,8,22.250,CHI,,GNB,W 27-14,1,5,5.00,0,0,0,0
9,1975,1975-11-16,9,22.257,CHI,@,SFO,L 3-31,,,,,,,
10,1975,1975-11-23,10,22.264,CHI,@,RAM,L 10-38,,,,,,,
11,1975,1975-11-30,11,22.271,CHI,@,GNB,L 7-28,0,0,,0,1,21,0
12,1975,1975-12-07,12,22.278,CHI,,DET,W 25-21,,,,,,,
13,1975,1975-12-14,13,22.285,CHI,,STL,L 20-34,,,,,,,
14,1975,1975-12-21,14,22.292,CHI,@,NOR,W 42-17,2,18,9.00,0,0,0,0
15,1976,1976-09-12,1,23.192,CHI,,DET,W 10-3,,,,,,,
16,1976,1976-09-19,2,23.199,CHI,@,SFO,W 19-12,0,0,,0,1,11,0
17,1976,1976-09-26,3,23.206,CHI,,ATL,L 0-10,,,,,,,
18,1976,1976-10-03,4,23.213,CHI,,WAS,W 33-7,0,0,,0,1,15,0
19,1976,1976-10-10,5,23.220,CHI,@,MIN,L 19-20,,,,,,,
20,1976,1976-10-17,6,23.227,CHI,@,RAM,L 12-20,,,,,,,
21,1976,1976-10-24,7,23.234,CHI,@,DAL,L 21-31,,,,,,,
22,1976,1976-10-31,8,23.241,CHI,,MIN,W 14-13,0,0,,0,1,5,0
23,1976,1976-11-07,9,23.248,CHI,,OAK,L 27-28,,,,,,,
24,1976,1976-11-14,10,23.255,CHI,,GNB,W 24-13,0,0,,0,1,0,0
25,1976,1976-11-21,11,23.262,CHI,@,DET,L 10-14,,,,,,,
26,1976,1976-11-28,12,23.269,CHI,@,GNB,W 16-10,,,,,,,
27,1976,1976-12-05,13,23.276,CHI,@,SEA,W 34-7,,,,,,,
28,1976,1976-12-12,14,23.283,CHI,,DEN,L 14-28,,,,,,,
29,1977,1977-10-10,4,24.220,CHI,,RAM,W 24-23,0,0,,0,2,20,0
30,1977,1977-10-16,5,24.226,CHI,@,MIN,L 16-22,,,,,,,
31,1977,1977-10-23,6,24.233,CHI,,ATL,L 10-16,,,,,,,
32,1977,1977-10-30,7,24.240,CHI,@,GNB,W 26-0,,,,,,,
33,1977,1977-11-06,8,24.247,CHI,@,HOU,L 0-47,,,,,,,
34,1977,1977-11-13,9,24.254,CHI,,KAN,W 28-27,,,,,,,
35,1977,1977-11-20,10,24.261,CHI,,MIN,W 10-7,1,21,21.00,0,0,0,0
36,1977,1977-11-24,11,24.265,CHI,@,DET,W 31-14,0,0,,0,1,0,0
37,1977,1977-12-04,12,24.275,CHI,@,TAM,W 10-0,,,,,,,
38,1977,1977-12-11,13,24.282,CHI,,GNB,W 21-10,,,,,,,
39,1977,1977-12-18,14,24.289,CHI,@,NYG,W 12-9,0,0,,0,1,12,0
40,1978,1978-09-03,1,25.183,CHI,,STL,W 17-10,,,,,,,
41,1978,1978-09-10,2,25.190,CHI,@,SFO,W 16-13,,,,,,,
42,1978,1978-09-17,3,25.197,CHI,@,DET,W 19-0,,,,,,,
43,1978,1978-09-25,4,25.205,CHI,,MIN,L 20-24,0,0,,0,1,0,0
44,1978,1978-10-01,5,25.211,CHI,,OAK,L 19-25,,,,,,,
45,1978,1978-10-08,6,25.218,CHI,@,GNB,L 14-24,,,,,,,
46,1978,1978-10-16,7,25.226,CHI,@,DEN,L 7-16,,,,,,,
47,1978,1978-10-22,8,25.232,CHI,@,TAM,L 19-33,,,,,,,
48,1978,1978-10-29,9,25.239,CHI,,DET,L 17-21,,,,,,,
49,1978,1978-11-05,10,25.246,CHI,,SEA,L 29-31,,,,,,,
50,1978,1978-11-12,11,25.253,CHI,@,MIN,L 14-17,,,,,,,
51,1978,1978-12-04,14,25.275,CHI,@,SDG,L 7-40,,,,,,,
52,1978,1978-12-10,15,25.281,CHI,,GNB,W 14-0,,,,,,,
53,1978,1978-12-16,16,25.287,CHI,@,WAS,W 14-10,,,,,,,
54,1979,1979-09-02,1,26.182,CHI,,GNB,W 6-3,,,,,,,
55,1979,1979-09-09,2,26.189,CHI,,MIN,W 26-7,,,,,,,
56,1979,1979-09-16,3,26.196,CHI,@,DAL,L 20-24,,,,,,,
57,1979,1979-09-23,4,26.203,CHI,@,MIA,L 16-31,,,,,,,
58,1979,1979-09-30,5,26.210,CHI,,TAM,L 13-17,,,,,,,
59,1979,1979-10-07,6,26.217,CHI,@,BUF,W 7-0,,,,,,,
60,1979,1979-10-14,7,26.224,CHI,,NWE,L 7-27,,,,,,,
61,1979,1979-10-21,8,26.231,CHI,@,MIN,L 27-30,,,,,,,
