ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.071,SEA,@,DEN,L 17-40,0,0,,0,0,0,,0,,,
2,1987,1987-09-20,2,22.078,SEA,,KAN,W 43-14,0,0,,0,0,0,,0,,,
3,1987,1987-11-01,7,22.120,SEA,,MIN,W 28-17,1,26,26.00,0,0,0,,0,0,0,0
4,1987,1987-11-09,8,22.128,SEA,@,NYJ,L 14-30,2,35,17.50,0,2,16,8.00,0,0,0,0
5,1987,1987-11-15,9,22.134,SEA,,GNB,W 24-13,4,99,24.75,0,4,17,4.25,0,0,0,0
6,1987,1987-11-22,10,22.141,SEA,,SDG,W 34-3,0,0,,0,0,0,,0,,,
7,1987,1987-11-30,11,22.149,SEA,,RAI,L 14-37,0,0,,0,0,0,,0,,,
8,1987,1987-12-06,12,22.155,SEA,@,PIT,L 9-13,0,0,,0,0,0,,0,,,
9,1987,1987-12-13,13,22.162,SEA,,DEN,W 28-21,0,0,,0,0,0,,0,,,
10,1987,1987-12-20,14,22.169,SEA,@,CHI,W 34-21,0,0,,0,0,0,,0,,,
11,1987,1987-12-27,15,22.176,SEA,@,KAN,L 20-41,3,103,34.33,0,0,0,,0,0,0,0
12,1988,1988-09-04,1,23.062,SEA,@,DEN,W 21-14,1,18,18.00,0,0,0,,0,0,0,0
13,1988,1988-09-18,3,23.076,KAN,,DEN,W 20-13,3,50,16.67,0,0,0,,0,0,0,0
14,1988,1988-09-25,4,23.083,KAN,,SDG,L 23-24,3,56,18.67,0,3,28,9.33,0,0,0,0
15,1988,1988-11-06,10,23.125,SEA,,BUF,L 3-13,1,30,30.00,0,0,0,,0,0,0,0
16,1988,1988-11-13,11,23.132,SEA,,HOU,W 27-24,2,55,27.50,0,0,0,,0,0,0,0
17,1988,1988-11-20,12,23.139,SEA,@,KAN,L 24-27,0,0,,0,,,,,,,
18,1988,1988-11-28,13,23.147,SEA,,RAI,W 35-27,3,52,17.33,0,0,0,,0,2,32,0
19,1988,1988-12-04,14,23.153,SEA,@,NWE,L 7-13,0,0,,0,,,,,,,
20,1989,1989-10-01,4,24.089,SEA,@,RAI,W 24-20,2,14,7.00,0,0,0,,0,0,0,0
21,1989,1989-10-08,5,24.096,SEA,,KAN,L 16-20,0,0,,0,4,33,8.25,0,0,0,0
22,1989,1989-11-05,9,24.124,SEA,@,KAN,L 10-20,0,0,,0,0,0,,0,,,
23,1989,1989-11-12,10,24.131,SEA,,CLE,L 7-17,1,20,20.00,0,4,53,13.25,0,0,0,0
24,1989,1989-11-19,11,24.138,SEA,@,NYG,L 3-15,2,28,14.00,0,0,0,,0,0,0,0
25,1989,1989-11-26,12,24.145,SEA,@,DEN,L 14-41,3,68,22.67,0,2,19,9.50,0,0,0,0
26,1989,1989-12-04,13,24.153,SEA,,BUF,W 17-16,2,44,22.00,0,3,27,9.00,0,0,0,0
27,1989,1989-12-10,14,24.159,SEA,@,CIN,W 24-17,0,0,,0,2,17,8.50,0,0,0,0
28,1989,1989-12-17,15,24.166,SEA,,RAI,W 23-17,4,60,15.00,0,2,7,3.50,0,0,0,0
29,1989,1989-12-23,16,24.172,SEA,,WAS,L 0-29,1,13,13.00,0,1,8,8.00,0,0,0,0
