ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,21.312,CHI,,BUF,L 20-23,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2014,2014-09-14,2,21.319,CHI,@,SFO,W 28-20,,,,,,,,,,,0.0%,,,,,,,,,,
3,2014,2014-09-22,3,21.327,CHI,@,NYJ,W 27-19,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2014,2014-09-28,4,21.333,CHI,,GNB,L 17-38,,14,72,5.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2014,2014-10-05,5,21.340,CHI,@,CAR,L 24-31,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
6,2014,2014-10-12,6,21.347,CHI,@,ATL,W 27-13,,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-19,7,21.354,CHI,,MIA,L 14-27,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2014,2014-10-26,8,21.361,CHI,@,NWE,L 23-51,,6,33,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-09,9,22.010,CHI,@,GNB,L 14-55,,2,13,6.50,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
10,2014,2014-11-16,10,22.017,CHI,,MIN,W 21-13,,,,,,,,,,,0.0%,,,,,,,,,,
11,2014,2014-11-23,11,22.024,CHI,,TAM,W 21-13,,3,3,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
12,2014,2014-11-27,12,22.028,CHI,@,DET,L 17-34,,2,8,4.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
13,2014,2014-12-04,13,22.035,CHI,,DAL,L 28-41,,,,,,,,,,,0.0%,,,,,,,,,,
14,2014,2014-12-15,14,22.046,CHI,,NOR,L 15-31,,1,4,4.00,0,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
15,2015,2015-09-27,3,22.332,CHI,@,SEA,L 0-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
16,2015,2015-10-18,6,22.353,CHI,@,DET,L 34-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2015,2015-11-09,8,23.010,CHI,@,SDG,W 22-19,*,7,28,4.00,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,0.0,0,0
18,2015,2015-11-15,9,23.016,CHI,@,STL,W 37-13,,14,56,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2015,2015-11-22,10,23.023,CHI,,DEN,L 15-17,,9,32,3.56,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
20,2015,2015-12-06,12,23.037,CHI,,SFO,L 20-26,,5,17,3.40,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
21,2015,2015-12-13,13,23.044,CHI,,WAS,L 21-24,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0,0.0,0,0
22,2015,2015-12-20,14,23.051,CHI,@,MIN,L 17-38,,0,0,,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
23,2015,2015-12-27,15,23.058,CHI,@,TAM,W 26-21,,7,16,2.29,1,1,1,1,1.00,1,100.0%,1.00,0,0,,0,2,12,0.0,0,0
24,2015,2016-01-03,16,23.065,CHI,,DET,L 20-24,,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2016,2016-09-11,1,23.317,CHI,@,HOU,L 14-23,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2016,2016-09-19,2,23.325,CHI,,PHI,L 14-29,,2,3,1.50,0,1,1,3,3.00,0,100.0%,3.00,1,16,16.00,0,0,0,0.0,0,0
27,2016,2016-10-09,5,23.345,CHI,@,IND,L 23-29,,1,2,2.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0
28,2016,2016-10-16,6,23.352,CHI,,JAX,L 16-17,,9,50,5.56,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
29,2016,2016-10-20,7,23.356,CHI,@,GNB,L 10-26,,10,48,4.80,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
30,2016,2016-10-31,8,24.001,CHI,,MIN,W 20-10,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
31,2016,2016-11-13,9,24.014,CHI,@,TAM,L 10-36,,2,-1,-0.50,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
32,2016,2016-11-20,10,24.021,CHI,@,NYG,L 16-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
33,2016,2016-11-27,11,24.028,CHI,,TEN,L 21-27,,1,6,6.00,0,1,1,12,12.00,0,100.0%,12.00,1,22,22.00,0,0,0,0.0,0,0
34,2016,2016-12-04,12,24.035,CHI,,SFO,W 26-6,,2,8,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
35,2016,2016-12-11,13,24.042,CHI,@,DET,L 17-20,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
36,2016,2016-12-18,14,24.049,CHI,,GNB,L 27-30,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
