ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1968,1968-09-29,3,25.044,SFO,,ATL,W 28-13,1,0,0.00,0
2,1970,1970-09-20,1,27.035,SFO,,WAS,W 26-17,,,,
3,1970,1970-09-27,2,27.042,SFO,,CLE,W 34-31,,,,
4,1970,1970-10-04,3,27.049,SFO,@,ATL,L 20-21,,,,
5,1970,1970-10-11,4,27.056,SFO,@,RAM,W 20-6,,,,
6,1970,1970-10-18,5,27.063,SFO,,NOR,T 20-20,,,,
7,1970,1970-10-25,6,27.070,SFO,,DEN,W 19-14,,,,
8,1970,1970-11-01,7,27.077,SFO,,GNB,W 26-10,,,,
9,1970,1970-11-08,8,27.084,SFO,@,CHI,W 37-16,,,,
10,1970,1970-11-15,9,27.091,SFO,@,HOU,W 30-20,,,,
11,1970,1970-11-22,10,27.098,SFO,@,DET,L 7-28,,,,
12,1970,1970-11-29,11,27.105,SFO,,RAM,L 13-30,,,,
13,1970,1970-12-06,12,27.112,SFO,,ATL,W 24-20,,,,
14,1970,1970-12-13,13,27.119,SFO,@,NOR,W 38-27,,,,
15,1970,1970-12-20,14,27.126,SFO,@,OAK,W 38-7,,,,
16,1971,1971-09-19,1,28.034,SFO,@,ATL,L 17-20,,,,
17,1971,1971-09-26,2,28.041,SFO,@,NOR,W 38-20,,,,
18,1971,1971-10-03,3,28.048,SFO,@,PHI,W 31-3,,,,
19,1971,1971-10-10,4,28.055,SFO,,RAM,L 13-20,,,,
20,1971,1971-10-17,5,28.062,SFO,,CHI,W 13-0,,,,
21,1971,1971-10-24,6,28.069,SFO,@,STL,W 26-14,,,,
22,1971,1971-10-31,7,28.076,SFO,,NWE,W 27-10,,,,
23,1971,1971-11-07,8,28.083,SFO,@,MIN,W 13-9,,,,
24,1971,1971-11-14,9,28.090,SFO,,NOR,L 20-26,,,,
25,1971,1971-11-21,10,28.097,SFO,@,RAM,L 6-17,,,,
26,1971,1971-11-28,11,28.104,SFO,@,NYJ,W 24-21,,,,
27,1971,1971-12-06,12,28.112,SFO,,KAN,L 17-26,,,,
28,1971,1971-12-12,13,28.118,SFO,,ATL,W 24-3,,,,
29,1971,1971-12-19,14,28.125,SFO,,DET,W 31-27,,,,
30,1972,1972-09-17,1,29.032,SFO,,SDG,W 34-3,,,,
31,1972,1972-09-24,2,29.039,SFO,@,BUF,L 20-27,,,,
32,1972,1972-10-01,3,29.046,SFO,@,NOR,W 37-2,,,,
33,1972,1972-10-08,4,29.053,SFO,@,RAM,L 7-31,,,,
34,1972,1972-10-15,5,29.060,SFO,,NYG,L 17-23,,,,
35,1972,1972-10-22,6,29.067,SFO,,NOR,T 20-20,,,,
36,1972,1972-10-29,7,29.074,SFO,@,ATL,W 49-14,,,,
37,1972,1972-11-05,8,29.081,SFO,@,GNB,L 24-34,,,,
38,1972,1972-11-12,9,29.088,SFO,,BAL,W 24-21,,,,
39,1972,1972-11-19,10,29.095,SFO,@,CHI,W 34-21,,,,
40,1972,1972-11-23,11,29.099,SFO,@,DAL,W 31-10,,,,
41,1972,1972-12-04,12,29.110,SFO,,RAM,L 16-26,,,,
42,1972,1972-12-10,13,29.116,SFO,,ATL,W 20-0,,,,
43,1972,1972-12-16,14,29.122,SFO,,MIN,W 20-17,,,,
44,1973,1973-09-16,1,30.031,SFO,@,MIA,L 13-21,,,,
45,1973,1973-09-23,2,30.038,SFO,@,DEN,W 36-34,,,,
46,1973,1973-09-30,3,30.045,SFO,,RAM,L 20-40,,,,
47,1973,1973-10-07,4,30.052,SFO,@,ATL,W 13-9,,,,
48,1973,1973-10-14,5,30.059,SFO,,MIN,L 13-17,,,,
49,1973,1973-10-21,6,30.066,SFO,,NOR,W 40-0,,,,
50,1973,1973-10-28,7,30.073,SFO,,ATL,L 3-17,,,,
51,1973,1973-11-04,8,30.080,SFO,@,DET,L 20-30,,,,
52,1973,1973-11-11,9,30.087,SFO,@,WAS,L 9-33,,,,
53,1973,1973-11-18,10,30.094,SFO,@,RAM,L 13-31,,,,
54,1973,1973-11-26,11,30.102,SFO,,GNB,W 20-6,,,,
55,1973,1973-12-02,12,30.108,SFO,,PHI,W 38-28,,,,
56,1973,1973-12-09,13,30.115,SFO,@,NOR,L 10-16,,,,
57,1973,1973-12-15,14,30.121,SFO,,PIT,L 14-37,,,,
58,1974,1974-09-15,1,31.030,SFO,@,NOR,W 17-13,,,,
59,1974,1974-09-22,2,31.037,SFO,@,ATL,W 16-10,,,,
60,1974,1974-09-29,3,31.044,SFO,,CIN,L 3-21,,,,
61,1974,1974-10-06,4,31.051,SFO,,STL,L 9-34,,,,
62,1974,1974-10-14,5,31.059,SFO,@,DET,L 13-17,,,,
63,1974,1974-10-20,6,31.065,SFO,@,RAM,L 14-37,,,,
64,1974,1974-10-27,7,31.072,SFO,,OAK,L 24-35,,,,
65,1974,1974-12-01,12,31.107,SFO,@,CLE,L 0-7,,,,
66,1974,1974-12-08,13,31.114,SFO,,GNB,W 7-6,,,,
67,1974,1974-12-15,14,31.121,SFO,,NOR,W 35-21,,,,
68,1975,1975-09-21,1,32.036,SFO,@,MIN,L 17-27,,,,
69,1975,1975-09-28,2,32.043,SFO,,RAM,L 14-23,,,,
70,1975,1975-10-05,3,32.050,SFO,@,KAN,W 20-3,,,,
71,1975,1975-10-12,4,32.057,SFO,,ATL,L 3-17,,,,
72,1975,1975-10-19,5,32.064,SFO,,NOR,W 35-21,,,,
73,1975,1975-10-26,6,32.071,SFO,@,NWE,L 16-24,,,,
74,1975,1975-11-02,7,32.078,SFO,,DET,L 17-28,,,,
75,1975,1975-11-09,8,32.085,SFO,@,RAM,W 24-23,,,,
76,1975,1975-11-16,9,32.092,SFO,,CHI,W 31-3,,,,
77,1975,1975-11-23,10,32.099,SFO,@,NOR,W 16-6,,,,
78,1975,1975-11-30,11,32.106,SFO,@,PHI,L 17-27,,,,
79,1975,1975-12-07,12,32.113,SFO,,HOU,L 13-27,,,,
80,1975,1975-12-14,13,32.120,SFO,@,ATL,L 9-31,,,,
81,1975,1975-12-21,14,32.127,SFO,,NYG,L 23-26,,,,
82,1977,1977-09-19,1,34.034,SFO,@,PIT,L 0-27,,,,
83,1977,1977-09-25,2,34.040,SFO,,MIA,L 15-19,,,,
84,1977,1977-10-02,3,34.047,SFO,@,RAM,L 14-34,,,,
85,1977,1977-10-09,4,34.054,SFO,,ATL,L 0-7,,,,
86,1977,1977-10-16,5,34.061,SFO,@,NYG,L 17-20,,,,
87,1977,1977-10-23,6,34.068,SFO,,DET,W 28-7,,,,
88,1977,1977-10-30,7,34.075,SFO,,TAM,W 20-10,,,,
