ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1968,1968-10-13,6,23.323,CIN,@,KAN,L 3-13,0,0,,0,0,0,1,20,0
2,1969,1969-10-26,7,24.335,CIN,@,KAN,L 22-42,0,0,,0,1,6,1,70,1
3,1969,1969-11-02,8,24.342,CIN,,OAK,W 31-17,1,0,0.00,0,0,0,0,0,0
4,1970,1970-09-19,1,25.298,CHI,@,NYG,W 24-16,,,,,,,,,
5,1970,1970-09-27,2,25.306,CHI,,PHI,W 20-16,,,,,,,,,
6,1970,1970-10-05,3,25.314,CHI,@,DET,L 14-28,,,,,,,,,
7,1970,1970-10-11,4,25.320,CHI,,MIN,L 0-24,,,,,,,,,
8,1970,1970-10-18,5,25.327,CHI,,SDG,L 7-20,,,,,,,,,
9,1970,1970-10-25,6,25.334,CHI,,DET,L 10-16,,,,,,,,,
10,1970,1970-11-01,7,25.341,CHI,@,ATL,W 23-14,,,,,,,,,
11,1970,1970-11-08,8,25.348,CHI,,SFO,L 16-37,,,,,,,,,
12,1970,1970-11-15,9,25.355,CHI,@,GNB,L 19-20,,,,,,,,,
13,1970,1970-11-22,10,25.362,CHI,,BUF,W 31-13,,,,,,,,,
14,1970,1970-11-29,11,26.004,CHI,@,BAL,L 20-21,,,,,,,,,
15,1970,1970-12-05,12,26.010,CHI,@,MIN,L 13-16,,,,,,,,,
16,1970,1970-12-13,13,26.018,CHI,,GNB,W 35-17,,,,,,,,,
17,1970,1970-12-20,14,26.025,CHI,@,NOR,W 24-3,,,,,,,,,
