ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1975,1975-09-21,1,23.181,ATL,@,STL,L 20-23,,,,,,,,,,,,,,
2,1975,1975-09-28,2,23.188,ATL,,DET,L 14-17,0,0,,0,0,0,,0,1,18,18.00,0,0,0
3,1975,1975-10-05,3,23.195,ATL,,NOR,W 14-7,,,,,,,,,,,,,,
4,1975,1975-10-19,5,23.209,ATL,@,RAM,L 7-22,0,0,,0,0,0,,0,1,19,19.00,0,0,0
5,1975,1975-10-26,6,23.216,ATL,,CIN,L 14-21,,,,,,,,,,,,,,
6,1975,1975-11-02,7,23.223,ATL,@,NOR,L 7-23,,,,,,,,,,,,,,
7,1975,1975-11-09,8,23.230,ATL,@,MIN,L 0-38,0,0,,0,0,0,,0,1,11,11.00,0,0,0
8,1975,1975-11-16,9,23.237,ATL,,RAM,L 7-16,,,,,,,,,,,,,,
9,1975,1975-11-23,10,23.244,ATL,,DEN,W 35-21,,,,,,,,,,,,,,
10,1975,1975-11-30,11,23.251,ATL,@,OAK,L 34-37,,,,,,,,,,,,,,
11,1975,1975-12-07,12,23.258,ATL,,WAS,L 27-30,,,,,,,,,,,,,,
12,1975,1975-12-14,13,23.265,ATL,,SFO,W 31-9,,,,,,,,,,,,,,
13,1975,1975-12-21,14,23.272,ATL,@,GNB,L 13-22,,,,,,,,,,,,,,
14,1977,1977-09-18,1,25.178,ATL,,RAM,W 17-6,,,,,,,,,,,,,,
15,1977,1977-09-25,2,25.185,ATL,@,WAS,L 6-10,,,,,,,,,,,,,,
16,1977,1977-10-02,3,25.192,ATL,,NYG,W 17-3,,,,,,,,,,,,,,
17,1977,1977-10-09,4,25.199,ATL,@,SFO,W 7-0,,,,,,,,,,,,,,
18,1977,1977-10-16,5,25.206,ATL,@,BUF,L 0-3,,,,,,,,,,,,,,
19,1977,1977-10-23,6,25.213,ATL,@,CHI,W 16-10,,,,,,,,,,,,,,
20,1977,1977-10-30,7,25.220,ATL,,MIN,L 7-14,2,48,24.00,1,0,0,,0,0,0,,0,1,6
21,1977,1977-11-06,8,25.227,ATL,,SFO,L 3-10,,,,,,,,,,,,,,
22,1977,1977-11-13,9,25.234,ATL,,DET,W 17-6,,,,,,,,,,,,,,
23,1977,1977-11-20,10,25.241,ATL,@,NOR,L 20-21,,,,,,,,,,,,,,
24,1977,1977-11-27,11,25.248,ATL,@,TAM,W 17-0,,,,,,,,,,,,,,
25,1977,1977-12-04,12,25.255,ATL,,NWE,L 10-16,,,,,,,,,,,,,,
26,1977,1977-12-18,14,25.269,ATL,,NOR,W 35-7,,,,,,,,,,,,,,
27,1978,1978-09-03,1,26.163,WAS,@,NWE,W 16-14,,,,,,,,,,,,,,
28,1978,1978-09-17,3,26.177,WAS,@,STL,W 28-10,,,,,,,,,,,,,,
29,1978,1978-09-24,4,26.184,WAS,,NYJ,W 23-3,,,,,,,,,,,,,,
30,1978,1978-10-02,5,26.192,WAS,,DAL,W 9-5,,,,,,,,,,,,,,
31,1978,1978-10-08,6,26.198,WAS,@,DET,W 21-19,,,,,,,,,,,,,,
32,1978,1978-10-22,8,26.212,SDG,@,DET,L 14-31,,,,,,,,,,,,,,
33,1978,1978-10-29,9,26.219,SDG,@,OAK,W 27-23,1,29,29.00,1,1,16,16.00,0,0,0,,0,1,6
34,1978,1978-11-05,10,26.226,SDG,,CIN,W 22-13,0,0,,0,1,2,2.00,0,0,0,,0,0,0
35,1978,1978-11-12,11,26.233,SDG,,KAN,W 29-23,,,,,,,,,,,,,,
36,1978,1978-11-19,12,26.240,SDG,@,MIN,W 13-7,,,,,,,,,,,,,,
37,1978,1978-11-26,13,26.247,SDG,@,KAN,L 0-23,,,,,,,,,,,,,,
38,1978,1978-12-10,15,26.261,SDG,,SEA,W 37-10,,,,,,,,,,,,,,
39,1978,1978-12-17,16,26.268,SDG,@,HOU,W 45-24,,,,,,,,,,,,,,
40,1979,1979-09-02,1,27.162,SDG,@,SEA,W 33-16,,,,,,,,,,,,,,
41,1979,1979-09-09,2,27.169,SDG,,OAK,W 30-10,1,19,19.00,0,0,0,,0,0,0,,0,0,0
42,1979,1979-09-16,3,27.176,SDG,,BUF,W 27-19,,,,,,,,,,,,,,
43,1979,1979-09-30,5,27.190,SDG,,SFO,W 31-9,3,8,2.67,0,0,0,,0,0,0,,0,0,0
44,1979,1979-10-07,6,27.197,SDG,@,DEN,L 0-7,,,,,,,,,,,,,,
45,1979,1979-10-14,7,27.204,SDG,,SEA,W 20-10,,,,,,,,,,,,,,
46,1979,1979-10-21,8,27.211,SDG,@,RAM,W 40-16,,,,,,,,,,,,,,
47,1979,1979-10-25,9,27.215,SDG,@,OAK,L 22-45,1,5,5.00,0,0,0,,0,0,0,,0,0,0
48,1979,1979-11-11,11,27.232,SDG,@,CIN,W 26-24,,,,,,,,,,,,,,
49,1979,1979-11-18,12,27.239,SDG,,PIT,W 35-7,,,,,,,,,,,,,,
50,1979,1979-11-25,13,27.246,SDG,,KAN,W 28-7,,,,,,,,,,,,,,
51,1979,1979-12-02,14,27.253,SDG,,ATL,L 26-28,,,,,,,,,,,,,,
52,1979,1979-12-09,15,27.260,SDG,@,NOR,W 35-0,,,,,,,,,,,,,,
53,1979,1979-12-17,16,27.268,SDG,,DEN,W 17-7,,,,,,,,,,,,,,
54,1980,1980-09-07,1,28.167,SDG,@,SEA,W 34-13,2,-3,-1.50,1,0,0,,0,0,0,,0,1,6
55,1980,1980-09-14,2,28.174,SDG,,OAK,W 30-24,,,,,,,,,,,,,,
