ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2005,2005-09-11,1,25.159,DEN,@,MIA,L 10-34,,0,0,0,,0,0.0%,,0,0
2,2005,2005-09-18,2,25.166,DEN,,SDG,W 20-17,,1,0,0,,0,0.0%,0.00,0,0
3,2005,2005-10-02,4,25.180,DEN,@,JAX,W 20-7,,0,0,0,,0,0.0%,,0,0
4,2005,2005-10-09,5,25.187,DEN,,WAS,W 21-19,,,0,0,,0,0.0%,,0,0
5,2005,2005-10-23,7,25.201,DEN,@,NYG,L 23-24,,1,0,0,,0,0.0%,0.00,0,0
6,2005,2005-10-30,8,25.208,DEN,,PHI,W 49-21,,6,5,59,11.80,1,83.3%,9.83,1,6
7,2005,2005-11-13,9,25.222,DEN,@,OAK,W 31-17,,,0,0,,0,0.0%,,0,0
8,2005,2005-11-20,10,25.229,DEN,,NYJ,W 27-0,,1,1,9,9.00,0,100.0%,9.00,0,0
9,2005,2005-11-24,11,25.233,DEN,@,DAL,W 24-21,,1,0,0,,0,0.0%,0.00,0,0
10,2005,2005-12-04,12,25.243,DEN,@,KAN,L 27-31,,1,1,9,9.00,0,100.0%,9.00,0,0
11,2005,2005-12-11,13,25.250,DEN,,BAL,W 12-10,,1,1,9,9.00,0,100.0%,9.00,0,0
12,2005,2005-12-17,14,25.256,DEN,@,BUF,W 28-17,,0,0,0,,0,0.0%,,0,0
13,2005,2005-12-24,15,25.263,DEN,,OAK,W 22-3,,2,1,1,1.00,0,50.0%,0.50,0,0
14,2005,2005-12-31,16,25.270,DEN,@,SDG,W 23-7,,0,0,0,,0,0.0%,,0,0
15,2006,2006-09-10,1,26.158,DEN,@,STL,L 10-18,,1,0,0,,0,0.0%,0.00,0,0
