ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2001,2001-09-09,1,24.218,NYJ,,IND,L 24-45,*,,,,,
2,2001,2001-09-23,2,24.232,NYJ,@,NWE,W 10-3,,,,,,
3,2001,2001-10-01,3,24.240,NYJ,,SFO,L 17-19,,0,0,,0,1.0
4,2001,2001-10-07,4,24.246,NYJ,@,BUF,W 42-36,,,,,,
5,2001,2001-10-14,5,24.253,NYJ,,MIA,W 21-17,,,,,,
6,2001,2001-10-21,6,24.260,NYJ,,STL,L 14-34,,,,,,
7,2001,2001-10-28,7,24.267,NYJ,@,CAR,W 13-12,*,,,,,
8,2001,2001-11-04,8,24.274,NYJ,@,NOR,W 16-9,,,,,,
9,2001,2001-11-11,9,24.281,NYJ,,KAN,W 27-7,,,,,,
10,2001,2001-11-18,10,24.288,NYJ,@,MIA,W 24-0,,,,,,
11,2001,2001-12-02,11,24.302,NYJ,,NWE,L 16-17,,,,,,
12,2001,2001-12-09,12,24.309,NYJ,@,PIT,L 7-18,,,,,,
13,2001,2001-12-16,13,24.316,NYJ,,CIN,W 15-14,,,,,,
14,2001,2001-12-23,14,24.323,NYJ,@,IND,W 29-28,,,,,,
15,2001,2001-12-30,15,24.330,NYJ,,BUF,L 9-14,,,,,,
16,2001,2002-01-06,16,24.337,NYJ,@,OAK,W 24-22,,,,,,
17,2002,2002-09-08,1,25.217,NYJ,@,BUF,W 37-31,,,,,,
18,2002,2002-09-15,2,25.224,NYJ,,NWE,L 7-44,,,,,,
19,2002,2002-09-22,3,25.231,NYJ,@,MIA,L 3-30,,,,,,
20,2002,2002-09-29,4,25.238,NYJ,@,JAX,L 3-28,,,,,,
21,2002,2002-10-06,5,25.245,NYJ,,KAN,L 25-29,,,,,,
22,2002,2002-10-20,6,25.259,NYJ,,MIN,W 20-7,,,,,,
23,2002,2002-10-27,7,25.266,NYJ,,CLE,L 21-24,,,,,,
24,2002,2002-11-03,8,25.273,NYJ,@,SDG,W 44-13,,,,,,
25,2002,2002-11-10,9,25.280,NYJ,,MIA,W 13-10,,,,,,
26,2002,2002-11-17,10,25.287,NYJ,@,DET,W 31-14,,,,,,
27,2002,2002-11-24,11,25.294,NYJ,,BUF,W 31-13,,1,5,5.00,0,0.0
28,2002,2002-12-02,12,25.302,NYJ,@,OAK,L 20-26,,,,,,
29,2002,2002-12-08,13,25.308,NYJ,,DEN,W 19-13,,,,,,
30,2002,2002-12-15,14,25.315,NYJ,@,CHI,L 13-20,,,,,,
31,2002,2002-12-22,15,25.322,NYJ,@,NWE,W 30-17,,,,,,
32,2002,2002-12-29,16,25.329,NYJ,,GNB,W 42-17,,,,,,
33,2003,2003-09-04,1,26.213,NYJ,@,WAS,L 13-16,,,,,,
34,2003,2003-09-14,2,26.223,NYJ,,MIA,L 10-21,,,,,,
35,2003,2003-09-21,3,26.230,NYJ,@,NWE,L 16-23,,,,,,
36,2003,2003-09-28,4,26.237,NYJ,,DAL,L 6-17,,,,,,
37,2003,2003-10-12,5,26.251,NYJ,,BUF,W 30-3,,0,0,,0,1.0
38,2003,2003-10-19,6,26.258,NYJ,@,HOU,W 19-14,,,,,,
39,2003,2003-10-26,7,26.265,NYJ,@,PHI,L 17-24,,,,,,
40,2003,2003-11-02,8,26.272,NYJ,,NYG,L 28-31,,,,,,
41,2003,2003-11-09,9,26.279,NYJ,@,OAK,W 27-24,,,,,,
42,2003,2003-11-16,10,26.286,NYJ,@,IND,L 31-38,,,,,,
43,2003,2003-11-23,11,26.293,NYJ,,JAX,W 13-10,,,,,,
44,2003,2003-12-01,12,26.301,NYJ,,TEN,W 24-17,,,,,,
45,2003,2003-12-07,13,26.307,NYJ,@,BUF,L 6-17,,,,,,
46,2003,2003-12-14,14,26.314,NYJ,,PIT,W 6-0,,,,,,
47,2003,2003-12-20,15,26.320,NYJ,,NWE,L 16-21,,,,,,
48,2003,2003-12-28,16,26.328,NYJ,@,MIA,L 21-23,,,,,,
49,2004,2004-09-12,1,27.222,NYJ,,CIN,W 31-24,,,,,,
50,2004,2004-09-19,2,27.229,NYJ,@,SDG,W 34-28,,,,,,
51,2004,2004-10-03,3,27.243,NYJ,@,MIA,W 17-9,,,,,,
52,2004,2004-10-10,4,27.250,NYJ,,BUF,W 16-14,,,,,,
53,2004,2004-10-17,5,27.257,NYJ,,SFO,W 22-14,,,,,,
54,2004,2004-10-24,6,27.264,NYJ,@,NWE,L 7-13,,,,,,
55,2004,2004-11-01,7,27.272,NYJ,,MIA,W 41-14,,,,,,
56,2004,2004-11-07,8,27.278,NYJ,@,BUF,L 17-22,,,,,,
57,2004,2004-11-14,9,27.285,NYJ,,BAL,L 17-20,,,,,,
58,2004,2004-11-21,10,27.292,NYJ,@,CLE,W 10-7,,,,,,
59,2004,2004-11-28,11,27.299,NYJ,@,ARI,W 13-3,,,,,,
60,2004,2004-12-05,12,27.306,NYJ,,HOU,W 29-7,,0,0,,0,2.0
61,2004,2004-12-12,13,27.313,NYJ,@,PIT,L 6-17,,,,,,
62,2004,2004-12-19,14,27.320,NYJ,,SEA,W 37-14,,,,,,
63,2004,2004-12-26,15,27.327,NYJ,,NWE,L 7-23,,,,,,
64,2004,2005-01-02,16,27.334,NYJ,@,STL,L 29-32,,,,,,
65,2005,2005-09-11,1,28.220,NYJ,@,KAN,L 7-27,*,,,,,
66,2005,2005-09-18,2,28.227,NYJ,,MIA,W 17-7,*,,,,,
67,2005,2005-09-25,3,28.234,NYJ,,JAX,L 20-26,*,,,,,
68,2005,2005-10-02,4,28.241,NYJ,@,BAL,L 3-13,*,,,,,
69,2005,2005-10-09,5,28.248,NYJ,,TAM,W 14-12,*,,,,,
70,2005,2005-10-16,6,28.255,NYJ,@,BUF,L 17-27,*,,,,,
71,2005,2005-10-24,7,28.263,NYJ,@,ATL,L 14-27,*,,,,,
72,2005,2005-11-06,8,28.276,NYJ,,SDG,L 26-31,*,,,,,
73,2005,2005-11-13,9,28.283,NYJ,@,CAR,L 3-30,*,,,,,
74,2005,2005-11-20,10,28.290,NYJ,@,DEN,L 0-27,*,,,,,
75,2005,2005-11-27,11,28.297,NYJ,,NOR,L 19-21,,,,,,
76,2005,2005-12-04,12,28.304,NYJ,@,NWE,L 3-16,*,,,,,
77,2005,2005-12-11,13,28.311,NYJ,,OAK,W 26-10,*,0,0,,0,1.0
78,2005,2005-12-18,14,28.318,NYJ,@,MIA,L 20-24,*,,,,,
