ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-03,1,25.105,SDG,@,SEA,W 24-20,,,,,,,,,,,,
2,1978,1978-09-10,2,25.112,SDG,,OAK,L 20-21,,,,,,,,,,,,
3,1978,1978-09-17,3,25.119,SDG,@,DEN,L 14-27,,,,,,,,,,,,
4,1978,1978-09-24,4,25.126,SDG,,GNB,L 3-24,0,0,,0,1,-3,-3.00,0,0,0,,0
5,1978,1978-10-01,5,25.133,SDG,@,NWE,L 23-28,,,,,,,,,,,,
6,1978,1978-10-08,6,25.140,SDG,,DEN,W 23-0,,,,,,,,,,,,
7,1978,1978-10-15,7,25.147,SDG,,MIA,L 21-28,,,,,,,,,,,,
8,1978,1978-10-22,8,25.154,SDG,@,DET,L 14-31,0,0,,0,0,0,,0,1,21,21.00,0
9,1978,1978-10-29,9,25.161,SDG,@,OAK,W 27-23,2,6,3.00,0,0,0,,0,0,0,,0
10,1978,1978-11-05,10,25.168,SDG,,CIN,W 22-13,1,5,5.00,0,0,0,,0,1,12,12.00,0
11,1978,1978-11-12,11,25.175,SDG,,KAN,W 29-23,0,0,,0,0,0,,0,1,0,0.00,0
12,1978,1978-11-19,12,25.182,SDG,@,MIN,W 13-7,0,0,,0,0,0,,0,1,14,14.00,0
13,1978,1978-11-26,13,25.189,SDG,@,KAN,L 0-23,0,0,,0,0,0,,0,2,36,18.00,0
14,1978,1978-12-04,14,25.197,SDG,,CHI,W 40-7,,,,,,,,,,,,
15,1978,1978-12-10,15,25.203,SDG,,SEA,W 37-10,,,,,,,,,,,,
16,1978,1978-12-17,16,25.210,SDG,@,HOU,W 45-24,,,,,,,,,,,,
