ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-17,1,27.024,DET,@,GNB,W 45-7,2,72,36.00,1,0,0,,0
2,1950,1950-09-24,2,27.031,DET,,PIT,W 10-7,2,35,17.50,0,0,0,,0
3,1950,1950-09-29,3,27.036,DET,@,NYY,L 21-44,3,37,12.33,0,0,0,,0
4,1950,1950-10-08,4,27.045,DET,,SFO,W 24-7,4,55,13.75,1,0,0,,0
5,1950,1950-10-15,5,27.052,DET,,RAM,L 28-30,3,95,31.67,1,0,0,,0
6,1950,1950-10-22,6,27.059,DET,@,SFO,L 27-28,4,77,19.25,1,0,0,,0
7,1950,1950-11-05,8,27.073,DET,,CHI,L 21-35,8,86,10.75,0,0,0,,0
8,1950,1950-11-19,9,27.087,DET,,GNB,W 24-21,5,93,18.60,0,0,0,,0
9,1950,1950-11-23,10,27.091,DET,,NYY,W 49-14,4,123,30.75,3,0,0,,0
10,1950,1950-12-03,11,27.101,DET,@,BAL,W 45-21,12,302,25.17,4,0,0,,0
11,1950,1950-12-10,12,27.108,DET,@,CHI,L 3-6,3,35,11.67,0,0,0,,0
12,1952,1952-09-28,1,29.035,DET,@,SFO,L 3-17,5,45,9.00,0,0,0,,0
13,1952,1952-10-03,2,29.040,DET,@,RAM,W 17-14,4,41,10.25,2,0,0,,0
14,1952,1952-10-19,4,29.056,DET,,RAM,W 24-16,3,91,30.33,2,0,0,,0
15,1952,1952-10-26,5,29.063,DET,@,GNB,W 52-17,2,45,22.50,0,0,0,,0
16,1952,1952-11-02,6,29.070,DET,,CLE,W 17-6,1,40,40.00,0,0,0,,0
17,1952,1952-11-09,7,29.077,DET,@,PIT,W 31-6,1,46,46.00,1,0,0,,0
18,1952,1952-11-16,8,29.084,DET,,DTX,W 43-13,1,55,55.00,1,0,0,,0
19,1952,1952-11-23,9,29.091,DET,@,CHI,L 23-24,1,32,32.00,0,0,0,,0
20,1952,1952-11-27,10,29.095,DET,,GNB,W 48-24,9,155,17.22,3,0,0,,0
21,1952,1952-12-07,11,29.105,DET,,CHI,W 45-21,8,172,21.50,3,0,0,,0
22,1952,1952-12-13,12,29.111,DET,,DTX,W 41-6,7,202,28.86,3,0,0,,0
23,1953,1953-09-27,1,30.034,DET,,PIT,W 38-21,5,143,28.60,0,0,0,,0
24,1953,1953-10-11,3,30.048,DET,,SFO,W 24-21,2,72,36.00,1,0,0,,0
25,1953,1953-10-18,4,30.055,DET,,RAM,L 19-31,1,17,17.00,0,0,0,,0
26,1953,1953-11-01,6,30.069,DET,@,RAM,L 24-37,1,11,11.00,0,0,0,,0
27,1953,1953-11-15,8,30.083,DET,@,GNB,W 14-7,1,9,9.00,0,0,0,,0
28,1953,1953-11-22,9,30.090,DET,@,CHI,W 20-16,1,12,12.00,0,0,0,,0
29,1953,1953-11-26,10,30.094,DET,,GNB,W 34-15,2,110,55.00,1,0,0,,0
30,1953,1953-12-13,12,30.111,DET,@,NYG,W 27-16,3,29,9.67,0,0,0,,0
31,1954,1954-09-26,1,31.033,DET,,CHI,W 48-23,1,6,6.00,0,0,0,,0
32,1954,1954-10-16,3,31.053,DET,,BAL,W 35-0,1,10,10.00,0,0,0,,0
33,1954,1954-11-06,6,31.074,DET,@,BAL,W 27-3,2,10,5.00,0,1,20,20.00,0
34,1954,1954-11-25,9,31.093,DET,,GNB,W 28-24,1,13,13.00,0,0,0,,0
35,1954,1954-12-12,11,31.110,DET,@,CHI,L 24-28,1,14,14.00,0,0,0,,0
