ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,25.141,CHI,,DET,W 19-14,*,,0,0,,0,0.0%,,0.0,1,0
2,2010,2010-09-19,2,25.148,CHI,@,DAL,W 27-20,*,,,,,,0.0%,,,,
3,2010,2010-09-27,3,25.156,CHI,,GNB,W 20-17,*,,,,,,0.0%,,,,
4,2010,2010-10-03,4,25.162,CHI,@,NYG,L 3-17,*,,,,,,0.0%,,,,
5,2010,2010-10-10,5,25.169,CHI,@,CAR,W 23-6,,,,,,,0.0%,,,,
6,2010,2010-10-17,6,25.176,CHI,,SEA,L 20-23,,,,,,,0.0%,,,,
7,2010,2010-10-24,7,25.183,CHI,,WAS,L 14-17,,,0,0,,0,0.0%,,0.0,1,0
8,2010,2010-11-07,8,25.197,CHI,@,BUF,W 22-19,,,,,,,0.0%,,,,
9,2010,2010-11-14,9,25.204,CHI,,MIN,W 27-13,,,,,,,0.0%,,,,
10,2010,2010-11-18,10,25.208,CHI,@,MIA,W 16-0,,,,,,,0.0%,,,,
11,2010,2010-11-28,11,25.218,CHI,,PHI,W 31-26,,,,,,,0.0%,,,,
12,2010,2010-12-05,12,25.225,CHI,@,DET,W 24-20,,,,,,,0.0%,,,,
13,2010,2010-12-12,13,25.232,CHI,,NWE,L 7-36,,,,,,,0.0%,,,,
14,2010,2010-12-20,14,25.240,CHI,@,MIN,W 40-14,,,,,,,0.0%,,,,
15,2010,2010-12-26,15,25.246,CHI,,NYJ,W 38-34,,,,,,,0.0%,,,,
16,2010,2011-01-02,16,25.253,CHI,@,GNB,L 3-10,,,,,,,0.0%,,,,
17,2011,2011-09-11,1,26.140,CHI,,ATL,W 30-12,*,,,,,,0.0%,,,,
18,2011,2011-10-02,4,26.161,CHI,,CAR,W 34-29,,,,,,,0.0%,,,,
19,2011,2011-10-10,5,26.169,CHI,@,DET,L 13-24,*,,,,,,0.0%,,,,
20,2011,2011-10-16,6,26.175,CHI,,MIN,W 39-10,*,,,,,,0.0%,,,,
21,2011,2011-10-23,7,26.182,CHI,@,TAM,W 24-18,*,,0,0,,0,0.0%,,0.0,1,0
22,2011,2011-11-07,8,26.197,CHI,@,PHI,W 30-24,*,0,,,,,0.0%,,,,
23,2011,2011-11-13,9,26.203,CHI,,DET,W 37-13,*,,,,,,0.0%,,,,
24,2011,2011-11-20,10,26.210,CHI,,SDG,W 31-20,*,,,,,,0.0%,,,,
25,2011,2011-11-27,11,26.217,CHI,@,OAK,L 20-25,*,0,0,0,,0,0.0%,,0.0,1,0
26,2011,2011-12-04,12,26.224,CHI,,KAN,L 3-10,*,0,,,,,0.0%,,,,
27,2011,2011-12-11,13,26.231,CHI,@,DEN,L 10-13,*,0,,,,,0.0%,,,,
28,2011,2011-12-18,14,26.238,CHI,,SEA,L 14-38,*,,,,,,0.0%,,,,
29,2011,2011-12-25,15,26.245,CHI,@,GNB,L 21-35,*,,,,,,0.0%,,,,
30,2011,2012-01-01,16,26.252,CHI,@,MIN,W 17-13,*,0,,,,,0.0%,,,,
31,2012,2012-09-09,1,27.138,CHI,,IND,W 41-21,*,,,,,,0.0%,,,,
32,2012,2012-09-13,2,27.142,CHI,@,GNB,L 10-23,*,,,,,,0.0%,,,,
33,2012,2012-09-23,3,27.152,CHI,,STL,W 23-6,*,0,,,,,0.0%,,,,
34,2012,2012-10-01,4,27.160,CHI,@,DAL,W 34-18,*,,,,,,0.0%,,,,
35,2012,2012-10-07,5,27.166,CHI,@,JAX,W 41-3,*,,,,,,0.0%,,,,
36,2012,2012-10-22,6,27.181,CHI,,DET,W 13-7,*,0,,,,,0.0%,,,,
37,2012,2012-10-28,7,27.187,CHI,,CAR,W 23-22,*,,0,0,,0,0.0%,,0.0,0,0
38,2012,2012-11-04,8,27.194,CHI,@,TEN,W 51-20,*,1,1,4,4.00,0,100.0%,4.00,0.0,0,0
39,2012,2012-11-11,9,27.201,CHI,,HOU,L 6-13,*,,,,,,0.0%,,,,
40,2012,2012-11-19,10,27.209,CHI,@,SFO,L 7-32,*,,,,,,0.0%,,,,
41,2012,2012-11-25,11,27.215,CHI,,MIN,W 28-10,*,,0,0,,0,0.0%,,0.0,0,0
42,2014,2014-09-07,1,29.136,IND,@,DEN,L 24-31,,,,,,,0.0%,,,,
43,2014,2014-09-15,2,29.144,IND,,PHI,L 27-30,,,,,,,0.0%,,,,
44,2014,2014-09-28,4,29.157,IND,,TEN,W 41-17,*,0,,,,,0.0%,,,,
45,2014,2014-10-05,5,29.164,IND,,BAL,W 20-13,*,,0,0,,0,0.0%,,0.0,2,0
46,2014,2014-10-09,6,29.168,IND,@,HOU,W 33-28,*,,,,,,0.0%,,,,
47,2014,2014-11-03,9,29.193,IND,@,NYG,W 40-24,*,,,,,,0.0%,,,,
48,2014,2014-12-14,14,29.234,IND,,HOU,W 17-10,*,,,,,,0.0%,,,,
49,2014,2014-12-21,15,29.241,IND,@,DAL,L 7-42,*,0,0,0,,0,0.0%,,0.0,1,0
50,2014,2014-12-28,16,29.248,IND,@,TEN,W 27-10,*,0,,,,,0.0%,,,,
51,2015,2015-09-13,1,30.142,IND,@,BUF,L 14-27,*,0,0,0,,0,0.0%,,0.0,0,0
52,2015,2015-09-21,2,30.150,IND,,NYJ,L 7-20,*,0,0,0,,0,0.0%,,0.0,0,0
53,2015,2015-10-04,4,30.163,IND,,JAX,W 16-13,,0,0,0,,0,0.0%,,0.0,0,0
54,2015,2015-10-25,7,30.184,IND,,NOR,L 21-27,,0,0,0,,0,0.0%,,0.0,0,0
55,2015,2015-11-02,8,30.192,IND,@,CAR,L 26-29,,0,0,0,,0,0.0%,,0.0,0,0
56,2015,2015-11-08,9,30.198,IND,,DEN,W 27-24,,0,0,0,,0,0.0%,,0.0,0,0
57,2015,2015-11-22,10,30.212,IND,@,ATL,W 24-21,,0,0,0,,0,0.0%,,0.0,0,0
58,2015,2015-11-29,11,30.219,IND,,TAM,W 25-12,,0,0,0,,0,0.0%,,0.0,0,0
59,2015,2015-12-06,12,30.226,IND,@,PIT,L 10-45,*,0,0,0,,0,0.0%,,0.0,0,0
60,2015,2015-12-13,13,30.233,IND,@,JAX,L 16-51,,0,0,0,,0,0.0%,,0.0,0,0
61,2015,2016-01-03,16,30.254,IND,,TEN,W 30-24,,0,0,0,,0,0.0%,,0.0,0,0
