ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,24.080,STL,@,SFO,L 25-28,,,,,,,,,
2,2005,2005-10-17,6,24.116,STL,@,IND,L 28-45,,,,,,,,,
3,2005,2005-10-23,7,24.122,STL,,NOR,W 28-17,,,,,,,,,
4,2005,2005-10-30,8,24.129,STL,,JAX,W 24-21,,,,,,,,,
5,2005,2005-11-13,9,24.143,STL,@,SEA,L 16-31,,,,,,,,,
6,2005,2005-11-20,10,24.150,STL,,ARI,L 28-38,,,,,,,,,
7,2005,2005-11-27,11,24.157,STL,@,HOU,W 33-27,,0,0,1.0,,,0,0,0
8,2005,2005-12-04,12,24.164,STL,,WAS,L 9-24,,,,,,,,,
9,2005,2005-12-11,13,24.171,STL,@,MIN,L 13-27,,,,,,,,,
10,2005,2005-12-18,14,24.178,STL,,PHI,L 16-17,,,,,,,,,
11,2005,2005-12-24,15,24.184,STL,,SFO,L 20-24,,,,,,,,,
12,2005,2006-01-01,16,24.192,STL,@,DAL,W 20-10,,0,0,0.0,,,1,42,0
13,2006,2006-09-10,1,25.079,STL,,DEN,W 18-10,*,,,,,,,,
14,2006,2006-09-17,2,25.086,STL,@,SFO,L 13-20,*,,,,,,,,
15,2006,2006-09-24,3,25.093,STL,@,ARI,W 16-14,*,0,0,0.0,,,1,0,0
16,2006,2006-10-01,4,25.100,STL,,DET,W 41-34,*,0,0,0.0,,,1,1,0
17,2006,2006-10-08,5,25.107,STL,@,GNB,W 23-20,*,,,,,,,,
18,2006,2006-10-15,6,25.114,STL,,SEA,L 28-30,*,,,,,,,,
19,2006,2006-10-29,7,25.128,STL,@,SDG,L 24-38,*,,,,,,,,
20,2006,2006-11-05,8,25.135,STL,,KAN,L 17-31,*,,,,,,,,
21,2006,2006-11-12,9,25.142,STL,@,SEA,L 22-24,*,0,0,1.0,,,0,0,0
22,2006,2006-11-19,10,25.149,STL,@,CAR,L 0-15,*,,,,,,,,
23,2006,2006-11-26,11,25.156,STL,,SFO,W 20-17,*,0,0,0.0,,,1,7,0
24,2006,2006-12-03,12,25.163,STL,,ARI,L 20-34,*,,,,,,,,
25,2006,2006-12-11,13,25.171,STL,,CHI,L 27-42,*,,,,,,,,
26,2006,2006-12-17,14,25.177,STL,@,OAK,W 20-0,*,,,,,,,,
27,2006,2006-12-24,15,25.184,STL,,WAS,W 37-31,*,,,,,,,,
28,2006,2006-12-31,16,25.191,STL,@,MIN,W 41-21,*,,,,,,,,
29,2007,2007-09-09,1,26.078,STL,,CAR,L 13-27,*,,,,,,,,
30,2007,2007-09-16,2,26.085,STL,,SFO,L 16-17,*,,,,,,,,
31,2007,2007-09-23,3,26.092,STL,@,TAM,L 3-24,*,,,,,,,,
32,2007,2007-09-30,4,26.099,STL,@,DAL,L 7-35,*,0,0,0.0,,,1,31,0
33,2007,2007-10-07,5,26.106,STL,,ARI,L 31-34,*,,,,,,,,
34,2007,2007-10-14,6,26.113,STL,@,BAL,L 3-22,*,,,,,,,,
35,2007,2007-10-21,7,26.120,STL,@,SEA,L 6-33,*,,,,,,,,
36,2007,2007-10-28,8,26.127,STL,,CLE,L 20-27,*,,,,,,,,
37,2007,2007-11-11,9,26.141,STL,@,NOR,W 37-29,*,0,0,0.0,,,1,2,0
38,2007,2007-11-18,10,26.148,STL,@,SFO,W 13-9,*,0,0,0.0,,,1,8,0
39,2007,2007-11-25,11,26.155,STL,,SEA,L 19-24,*,0,0,0.0,,,1,13,0
40,2007,2007-12-02,12,26.162,STL,,ATL,W 28-16,*,0,0,0.0,,,1,27,0
41,2007,2007-12-09,13,26.169,STL,@,CIN,L 10-19,*,,,,,,,,
42,2007,2007-12-16,14,26.176,STL,,GNB,L 14-33,*,0,0,0.0,,,2,-8,0
43,2007,2007-12-20,15,26.180,STL,,PIT,L 24-41,*,,,,,,,,
44,2007,2007-12-30,16,26.190,STL,@,ARI,L 19-48,*,1,6,0.0,,,1,52,1
