ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-21,3,22.252,NWE,,NYJ,W 23-16,,0,,,,,0.0%,,,,,,,,,,,,,,
2,2003,2003-09-28,4,22.259,NWE,@,WAS,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,1.0,,
3,2003,2003-10-05,5,22.266,NWE,,TEN,W 38-30,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,0.0,,
4,2003,2003-10-12,6,22.273,NWE,,NYG,W 17-6,,0,0,0,,0,0.0%,,1,5,5.00,0,0,0,,0,0,0,0.0,,
5,2003,2003-10-19,7,22.280,NWE,@,MIA,W 19-13,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,,
6,2003,2003-10-26,8,22.287,NWE,,CLE,W 9-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,,
7,2003,2003-11-03,9,22.295,NWE,@,DEN,W 30-26,*,0,,,,,0.0%,,,,,,,,,,,,,,
8,2003,2003-11-16,10,22.308,NWE,,DAL,W 12-0,,,,,,,0.0%,,,,,,,,,,,,,,
9,2003,2003-11-23,11,22.315,NWE,@,HOU,W 23-20,,,,,,,0.0%,,,,,,,,,,,,,,
10,2003,2003-11-30,12,22.322,NWE,@,IND,W 38-34,,,,,,,0.0%,,,,,,,,,,,,,,
11,2003,2003-12-14,14,22.336,NWE,,JAX,W 27-13,,0,,,,,0.0%,,,,,,,,,,,,,,
12,2003,2003-12-20,15,22.342,NWE,@,NYJ,W 21-16,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,0.0,,
13,2003,2003-12-27,16,22.349,NWE,,BUF,W 31-0,,0,,,,,0.0%,,,,,,,,,,,,,,
14,2004,2004-09-09,1,23.241,NWE,,IND,W 27-24,,0,,,,,0.0%,,,,,,,,,,,,,,
15,2004,2004-09-19,2,23.251,NWE,@,ARI,W 23-12,,,,,,,0.0%,,,,,,,,,,,,,,
16,2004,2004-10-03,3,23.265,NWE,@,BUF,W 31-17,*,,,,,,0.0%,,,,,,,,,,,,,,
17,2004,2004-10-10,4,23.272,NWE,,MIA,W 24-10,,,,,,,0.0%,,,,,,,,,,,,,,
18,2004,2004-10-17,5,23.279,NWE,,SEA,W 30-20,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
19,2004,2004-10-24,6,23.286,NWE,,NYJ,W 13-7,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,,
20,2005,2005-09-08,1,24.239,NWE,,OAK,W 30-20,,,,,,,0.0%,,,,,,,,,,,,,,
21,2005,2005-09-18,2,24.249,NWE,@,CAR,L 17-27,,0,,,,,0.0%,,,,,,,,,,,,,,
22,2005,2005-10-02,4,24.263,NWE,,SDG,L 17-41,,0,,,,,0.0%,,,,,,,,,,,,,,
23,2005,2005-10-09,5,24.270,NWE,@,ATL,W 31-28,,,,,,,0.0%,,,,,,,,,,,,,,
24,2005,2005-10-16,6,24.277,NWE,@,DEN,L 20-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.5,,
25,2005,2005-10-30,7,24.291,NWE,,BUF,W 21-16,,0,,,,,0.0%,,,,,,,,,,,,,,
26,2005,2005-11-13,9,24.305,NWE,@,MIA,W 23-16,,,,,,,0.0%,,,,,,,,,,,,,,
27,2005,2005-11-20,10,24.312,NWE,,NOR,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,
28,2005,2005-12-11,13,24.333,NWE,@,BUF,W 35-7,,,,,,,0.0%,,,,,,,,,,,,,,
29,2005,2006-01-01,16,24.354,NWE,,MIA,L 26-28,,0,,,,,0.0%,,,,,,,,,,,,,,
30,2006,2006-09-10,1,25.241,IND,@,NYG,W 26-21,,,,,,,0.0%,,,,,,,,,,,,,,
31,2006,2006-09-17,2,25.248,IND,,HOU,W 43-24,,0,,,,,0.0%,,,,,,,,,,,,,,
32,2006,2006-09-24,3,25.255,IND,,JAX,W 21-14,,,,,,,0.0%,,,,,,,,,,,,,,
33,2006,2006-10-29,7,25.290,IND,@,DEN,W 34-31,,0,,,,,0.0%,,,,,,,,,,,,,,
34,2006,2006-11-05,8,25.297,IND,@,NWE,W 27-20,,,,,,,0.0%,,,,,,,,,,,,,,
35,2006,2006-11-12,9,25.304,IND,,BUF,W 17-16,,,,,,,0.0%,,,,,,,,,,,,,,
36,2006,2006-11-19,10,25.311,IND,@,DAL,L 14-21,,,,,,,0.0%,,,,,,,,,,,,,,
37,2006,2006-11-26,11,25.318,IND,,PHI,W 45-21,,,,,,,0.0%,,,,,,,,,,,,,,
38,2006,2006-12-24,15,25.346,IND,@,HOU,L 24-27,,0,,,,,0.0%,,,,,,,,,,,,,,
39,2006,2006-12-31,16,25.353,IND,,MIA,W 27-22,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6,0.0,,
40,2007,2007-10-28,7,26.289,IND,@,CAR,W 31-7,,,,,,,0.0%,,,,,,,,,,,,,,
41,2007,2007-11-04,8,26.296,IND,,NWE,L 20-24,,,,,,,0.0%,,,,,,,,,,,,,,
42,2007,2007-11-11,9,26.303,IND,@,SDG,L 21-23,,,,,,,0.0%,,,,,,,,,,,,,,
43,2007,2007-11-22,11,26.314,IND,@,ATL,W 31-13,,,,,,,0.0%,,,,,,,,,,,,,,
44,2007,2007-12-09,13,26.331,IND,@,BAL,W 44-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,1.0,,
45,2007,2007-12-16,14,26.338,IND,@,OAK,W 21-14,,0,,,,,0.0%,,,,,,,,,,,,,,
46,2007,2007-12-23,15,26.345,IND,,HOU,W 38-15,,0,,,,,0.0%,,,,,,,,,,,,,,
47,2007,2007-12-30,16,26.352,IND,,TEN,L 10-16,,0,,,,,0.0%,,,,,,,,,,,,,,
