ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-05,1,23.348,NYG,,DAL,L 17-24,,,,,,,0.0%,,,,,,
2,2012,2012-10-07,5,24.014,NYG,,CLE,W 41-27,,,,,,,0.0%,,,,,,
3,2013,2013-12-22,15,25.090,NYG,@,DET,W 23-20,,,,,,,0.0%,,,,,,
4,2014,2014-09-08,1,25.350,NYG,@,DET,L 14-35,,,,,,,0.0%,,,,,,
5,2014,2014-09-14,2,25.356,NYG,,ARI,L 14-25,,,,,,,0.0%,,,,,,
6,2014,2014-09-21,3,25.363,NYG,,HOU,W 30-17,,,,,,,0.0%,,,,,,
7,2014,2014-09-25,4,26.002,NYG,@,WAS,W 45-14,,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0
8,2014,2014-10-05,5,26.012,NYG,,ATL,W 30-20,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,1,0
9,2014,2014-10-12,6,26.019,NYG,@,PHI,L 0-27,,2,1,29,29.00,0,50.0%,14.50,0,0,0.0,0,0
10,2014,2014-10-19,7,26.026,NYG,@,DAL,L 21-31,,,,,,,0.0%,,,,,,
11,2014,2014-11-03,8,26.041,NYG,,IND,L 24-40,,,0,0,,0,0.0%,,0,0,0.0,0,1
12,2014,2014-11-09,9,26.047,NYG,@,SEA,L 17-38,,,,,,,0.0%,,,,,,
13,2014,2014-11-16,10,26.054,NYG,,SFO,L 10-16,,,,,,,0.0%,,,,,,
14,2014,2014-11-23,11,26.061,NYG,,DAL,L 28-31,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0
15,2014,2014-11-30,12,26.068,NYG,@,JAX,L 24-25,,,,,,,0.0%,,,,,,
16,2014,2014-12-07,13,26.075,NYG,@,TEN,W 36-7,*,1,1,0,0.00,0,100.0%,0.00,0,0,0.0,0,0
17,2014,2014-12-14,14,26.082,NYG,,WAS,W 24-13,,0,,,,,0.0%,,,,,,
18,2014,2014-12-21,15,26.089,NYG,@,STL,W 37-27,,0,0,0,,0,0.0%,,0,0,0.0,1,0
19,2014,2014-12-28,16,26.096,NYG,,PHI,L 26-34,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
